version_order,version_id,version_title,version_selector_title,version_title_mismatch,section_type,section_order,body_order,policy_title,common_title,fighter_order,fighter_id,fighter_alpha,fighter_tool_name,fighter_url_name,detail_order,detail_title,category,text_html,data_json_path
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,5,1,,,5,ジュリ,JURI,juri,juri,1,殲廻脚<br>(→+中K),調整,ドライブラッシュからの発動タイミングによりガード後に通常投げ間合い内となってしまうケースがあった為、ガードバックを若干拡大しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,6,1,,,6,ガイル,GUILE,guile,guile,1,【OD】ソニックブレイド<br>(↓↙←+PP),不具合修正,弱中同時押しと中強同時押し版がボタンの離し入力に対応していなかった現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,7,1,,,7,春麗,CHUN-LI,chunli,chunli,1,這蛇突(モダン操作)<br>(↓↙←+攻＞中),不具合修正,相手にジャストパリィされた後に上入力し続けていると、被パニッシュカウンター判定が1F伸びてしまう現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,8,1,,,8,ダルシム,DHALSIM,dhalsim,dhalsim,1,空中ヨガテレポート<br>（ジャンプ中に→ or ←+PPP or KKK）,不具合修正,お互いが画面端にいる状態で→+PPP版を発動すると、ダルシムが逆方向を向いた状態で背後に出現することがある現象を緩和しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,9,1,,,9,エド,ED,ed,ed,1,【OD】サイコシュート<br>(↓↘→+PP＞P),不具合修正,ODサイコスパークから発動した後も、ODサイコスパークの飛び道具相殺判定が残っていた現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,9,1,,,9,エド,ED,ed,ed,2,ロースマッシュコンビネーション<br>(↓+強K＞強P),調整,2段目の攻撃発生を12F⇒10Fに変更し、初段ガード時にディレイ発動した際も連続ガードになるよう変更しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,10,1,,,10,舞,MAI,mai,mai,1,飛燕連脚(モダン操作)<br>(弱＞弱＞弱)<br>星孔雀(モダン操作)<br>(←+強＞強),不具合修正,アシストボタンを入力したままだと2段目以降が発動できなくなっていた現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,11,1,,,11,エレナ,ELENA,elena,elena,1,スターリングビーク(モダン操作)<br>(中＞中),不具合修正,アシストボタンを入力したままだと2段目が発動できなくなっていた現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,12,1,,,12,サガット,SAGAT,sagat,sagat,1,【OD】グランドタイガーショット<br>(↓↘→+弱P中P or 弱P強P),不具合修正,強Pをホールドしたまま↓↘→+弱P中Pを入力すると、ODグランドタイガーショットではなく中タイガーショットが発動していた現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,13,1,,,13,C.ヴァイパー,C.VIPER,cviper,cviper,1,アシストコンボ3,不具合修正,初段から2段目の入力受付タイミングが想定より早くなっていた現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,14,1,,,14,アレックス,ALEX,alex,alex,1,アシストコンボ2,不具合修正,①2段目をガードされた直後に再度アシストコンボ2を発動しようとすると、硬直中の先行入力が効かなくなっていた現象を修正しました。<br>②2段目の入力受付開始フレームを初段の2F目⇒7F目に変更しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,14,1,,,14,アレックス,ALEX,alex,alex,2,ツイストドロップ(モダン操作)<br>(↓+弱＞↓+強)<br>パームストライク(モダン操作)<br>(中＞中),不具合修正,アシストボタンを入力したままだと2段目が発動できなくなっていた現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,14,1,,,14,アレックス,ALEX,alex,alex,3,デンジャラスアプローチ(モダン操作)<br>(↓+中強＞↓+弱中 or 投げ),不具合修正,投げボタンで発動した際にダメージ補正がかかっていた現象を修正しました。,raw/battle-change/official/versions/20260528/data.json
1,20260528,2026.05.28 update,2026.05.28 update,false,fighter,14,1,,,14,アレックス,ALEX,alex,alex,4,ハイパーリフト<br>(↓+PP＞弱P弱K),不具合修正,全ての通常投げに設定されている即時補正が設定されていなかった為、他の通常投げと同様に即時補正20%を付与しました。,raw/battle-change/official/versions/20260528/data.json
2,20260415,2026.04.15 update,2026.04.15 update,false,common,1,1,,ドライブパリィ,,,,,,,,不具合修正,攻撃を受け止めてガードストップが解けた後、ドライブラッシュを発動できないタイミングがあった現象を修正しました。,raw/battle-change/official/versions/20260415/data.json
2,20260415,2026.04.15 update,2026.04.15 update,false,common,2,1,,起き上がり時にドライブラッシュが重なった際の先行入力について,,,,,,,,調整・不具合修正,前回のアップデートで行った「起き上がり時の先行入力受付時間を3F増加」という調整の結果、<br>起き上がり時に特定のフレームで相手のドライブラッシュが重なった際に、先行入力が有効となるタイミングが想定以上に早くなっていました。<br><br>本現象への対応として、起き上がり時にドライブラッシュが重なった際の先行入力受付時間を3F削減することで、<br>先行入力が有効となるタイミングをアレックスリリース前と同様にしました。,raw/battle-change/official/versions/20260415/data.json
2,20260415,2026.04.15 update,2026.04.15 update,false,common,3,1,,モダン操作での特定の空中行動について,,,,,,,,不具合修正,モダン操作にて、ジャンプ攻撃に派生できる一部の空中行動中<br>（ダルシムのヨガフロート、ラシードのウイング・ストロークなど）に相手がドライブラッシュを発動した際に、<br>暗転中にAUTO+攻撃でジャンプ攻撃（アシスト）を出そうとすると、一定時間攻撃が出せなくなってしまう不具合を修正しました。,raw/battle-change/official/versions/20260415/data.json
2,20260415,2026.04.15 update,2026.04.15 update,false,fighter,1,1,,,1,JP,JP,jp,jp,1,ヴィーハト・チェーニ<br>(ヴィーハト設置中に↓↙←+強P),不具合修正,立ち中P、立ち強K、しゃがみ弱K、しゃがみ中Kからキャンセル発動した際に、それ以外の箇所からの発動よりも攻撃発生が1F早くなっていた現象を修正しました。,raw/battle-change/official/versions/20260415/data.json
2,20260415,2026.04.15 update,2026.04.15 update,false,fighter,2,1,,,2,ベガ,VEGA,vega,vega_mbison,1,【通常】[サイコマイン]デビルリバース<br>(↓溜め↑+K＞P),不具合修正,2段目ガード後に相手にドライブリバーサルを発動されると、<br>爆発が起こったにも関わらずサイコマインが付与されたままの状態になることがある現象を修正しました。,raw/battle-change/official/versions/20260415/data.json
2,20260415,2026.04.15 update,2026.04.15 update,false,fighter,2,1,,,2,ベガ,VEGA,vega,vega_mbison,2,【通常/OD】デビルリバース<br>(↓溜め↑+K＞P or PP)<br>サマーソルトスカルダイバー<br>(↓溜め↑+K＞K＞P),不具合修正,特定の状況で相手の背後から攻撃がヒットしなくなってしまう現象を修正しました。,raw/battle-change/official/versions/20260415/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,1,,全体コンセプト,,,,,,,,,,今回のバトル調整は全キャラクターを調整対象とし、<br>主に立ち回りの選択肢を増やしたり、コンボ選択の幅を広げる調整をメインに行っています。<br>とはいえ全てが上方調整という訳ではなく、これまでに行った調整と同様に対処が難しくリターンの出やすい技や、<br>相手への抑止力が高くなりすぎていると思われる技には全体のバトルバランスを考慮し、下方修正も行っております。<br>詳細についてはキャラクター別の調整リストをご確認ください。<br><br>その他、共通調整としてキャラクター別に性能差が顕著だったドライブラッシュからの中段攻撃後の状況をある程度統一した他、<br>操作性の向上を目的として、ドライブラッシュによる暗転中のコマンド入力についても仕様変更を行っています。<br>本項ではこれらの調整について解説させて頂きます。<br><br>■ドライブラッシュから発動時にコンボを狙える中段攻撃について<br>ガード時の硬直差を一律-3Fとし、ガード後の状況をある程度統一する調整を行いました。<br><br>特殊技の中段攻撃で相手が地上のけぞりとなる技は、<br>ドライブラッシュから発動すると基本的にヒット時はコンボ、ガード時も有利状況から攻め継続となっています。<br>ガード時の硬直差や技後の距離はキャラクターによって差異がある状態でしたが、<br>ドライブラッシュからの中段攻撃がガードを崩す手段として有用なことやヒット時のリターンの高さ等を考慮して、<br>ルールを2点設け、ガード後の状況をある程度統一する調整を行いました。<br><br>①ガード後の硬直差を-3F（ドライブラッシュからは+1F）に統一<br>②ドライブラッシュ後にガードされた際、後ろ下がり（立ちガード）に対してその場から通常投げと、しゃがみ弱K＞しゃがみ弱P等下段を含めた弱攻撃2発が届かないように<br><br>この2点に則って調整を行いました。<br>先述の通り技後の状況を統一することが調整の目的となりますが、<br>弱攻撃のリーチやガードバック等の性能がキャラクターごとに異なる為、<br>②の「下段を絡めた弱攻撃2発が届かないように」というルール内においても、<br>ガード後の距離についてはキャラクター別で差異がある状態になっています。<br><br>また、単発のガード崩しとして使う際は①の調整で硬直差は悪くなっているものの、<br>②の調整でガードバックが拡大されているキャラクターが多く、低リスクな崩し技として使いやすくなっています。<br><br>■ドライブラッシュ暗転中の上方向の入力について<br>ドライブラッシュの暗転中に上方向にキー入力を行った際、暗転後にジャンプが発動するようにしました。<br><br>本調整は暗転時にニュートラル状態だった場合のみとなり、<br>技の硬直中や相手の攻撃ヒット・ガード後ののけぞり中は対象外となります。<br><br>今回の対応は暗転中に入力された上方向の入力を保持するという内容になっており、<br>各種ジャンプ後に行動を行うつもりが暗転の時間停止による影響で意図せず地上にいるといった現象が減る他、<br>キャミィのキャノンストライク・豪鬼の斬空波動拳等の空中必殺技をジャンプ直後に発動しようとした際などに、<br>コマンド入力とドライブラッシュによる暗転がかち合っても空中必殺技が発動しやすくなっています。<br><br>とはいえ、暗転中に複数のコマンド入力が行われた際は技の優先順位によって暗転後に発動する技が決定する為、<br>コマンドの入力タイミングによっては依然として地上必殺技が発動したり、<br>暗転直後のジャンプ移行モーション出始めをキャンセルして地上必殺技が発動する等のケースが発生しますが、<br>本件に関しては仕様とさせて頂きます。<br><br>また、垂直ジャンプのジャンプ移行モーションは前方・後方ジャンプで上書きできる為、<br>暗転中に垂直ジャンプを入力し、暗転明けまでに前もしくは後ろ入力を行うと前方・後方ジャンプが発動しますが、<br>こちらも併せて仕様となることをご了承ください。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,2,,luke,,,,,,,,,,ルークはキャラクターコンセプトに則り、前進しながら攻撃する技の性能向上と、<br>弱フラッシュナックルの性能の見直しが主な調整点となります。<br><br>・ダブルインパクト(→+強P＞強P)<br>初段がパニッシュカウンターした際の派生部分のヒット効果を変更し、<br>中フラッシュナックル（ホールド）等で高いダメージのコンボを狙えるようになっています。<br><br>・【強】フラッシュナックル（ジャスト/ホールド）(↓↙←+強Pホールド)<br>ガード後の距離が近くなり、有利状況を活かした攻めが展開しやすくなりました。<br>また、密着かつドライブパリィで受けられた際は通常投げの間合い内となる為、更に強烈に攻め立てることができます。<br><br>・【弱】フラッシュナックル(↓↙←+弱P)<br>ルークの硬直や相手のガード硬直を調整してヒット/ガード時の状況を変更するとともに、<br>ヒット時のみ硬直を必殺技でキャンセル可能とすることで、画面端で追撃を狙えるようにしました。<br>画面中央はヒット後に後方受身に対してもしゃがみ中Pなどを重ねやすくなり、攻めの継続性が上がっています。<br>画面端では地上ヒット後に弱ライジングアッパーやSA2で追撃が可能になりました。<br>空中ヒット時の吹き飛びの変更は、空中コンボを以前と変えないようにする為の調整となります。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,3,,jamie,,,,,,,,,,ジェイミーは酔いレベルが低い状態でも使える攻め手の拡張に加え、<br>酔いレベルが高い状態で発動できる技を使いやすくする調整を行いました。<br><br>・しゃがみ弱K、しゃがみ中K<br>しゃがみ弱Kはドライブラッシュから発動した際は、ヒット時にしゃがみ中Kが連続ヒットするようになりました。<br>リーチが伸びたしゃがみ中Kと併せ、酔疾歩やドライブラッシュからの強P等、<br>上段に偏りがちだった攻めの初手に下段攻撃でのプレッシャーをかけやすくなっています。<br><br>・立ち強P<br>空中ヒット時のコンボ難易度を緩和する調整となります。<br>3段目がヒットしやすくなり、しゃがみ強Kや張弓腿で拾いやすくなっています。<br><br>・乱酔旋(最速派生)(→+強K＞←+強K＞P)<br>初段ガード時に最速派生することで、相手の4F技にカウンターを取れるよう攻撃発生を変更しました。<br>リーチの長い初段からの択一が強くなり、酔いレベルを上げた苦労に見合う性能となるようにしています。<br><br>・【通常/OD】流酔拳(酔いレベル4)(↓↘→+P or PP＞→+P＞→+P)<br>攻撃判定の先端でヒットした際に途中から攻撃が届かなくなってしまうことがあった為、<br>追加入力部分のヒットバックを逆にし、相手を引き寄せるように変更して対応をしました。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,4,,manon,,,,,,,,,,マノンは立ち強Pの<div data-word='combo_count'>コンボカウント</div>変更や強デガジェのヒットバック減少により、<br>強みとなる打撃と投げによる2択を仕掛ける場面を増やす調整を行っています。<br><br>一方で通常技の中では特筆すべきリーチを持ち、<br>相手キャラクターによってはリスクを負わせることが難しくなっていたと思われる立ち強Kに関しては、<br>ガード待機判定が発生するタイミングを変更し、地上戦での制圧力を下げる調整を行いました。<br><br>・アン・オー(←+中K＞中K)<br>初段がカウンター/パニッシュカウンターした際の効果が派生部分にも乗るようになったことで、<br>中攻撃がカウンター/パニッシュカウンターしても追撃が難しいようなやや離れた間合いでも、<br>カウンター時は弱ランヴェルセ、パニッシュカウンター時はODデガジェ等が連続ヒットするようになり、リターンを見込めるようにしました。<br><br>・タン・リエ(強P＞強P)<br><div data-word='combo_count'>コンボカウント</div>上限値が増えたことにより、当てる機会が増えた立ち強P（初段部分）を、<br>高い位置で当てた際に派生部分が空振りしにくくする為の攻撃持続増加となります。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,5,,kimberly,,,,,,,,,,キンバリーの調整は通常版の彩隠形(↓↙←+P)から発動する、しゃがみ強K以外の通常技の性能を変化させる調整となります。<br><br>ここからの通常技はドライブラッシュから発動する通常技と近しい性能となり、<br><div data-word='combo_count'>コンボカウント</div>上限値の増加や空中ヒット時に相手が吹き飛びダウンになるという特徴を持つようになります。<br>彩隠形からの攻めをジャンプで逃げようとした相手に対して攻撃を当てた後に追撃できたり、<br>細工手裏剣を絡めた連係などからドライブゲージを使用せずに追撃を伸ばすことが可能となるので、<br>有効に活用できるポイントを探してみてください。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,6,,marisa,,,,,,,,,,マリーザは立ち強Kのリスクを上げ、その他の立ち回りで使われる技の上方修正を行いました。<br><br>立ち強Kはリーチの長さとパニッシュカウンター時のリターンの高さが特徴の技ですが、<br>他キャラクターの同じような性能の技と比較しても隙が小さく、<br>空振りにリスクを負わせづらい状況やキャラクターが多かった為、<br>この技を主体にした大味な試合展開が多くなっていたと思われます。<br><br>そこで立ち強Kは技後のやられ判定を拡大することで空振り時のリスクを上げ、<br>それ以外の立ち回りで使われる技を強化する方針で調整を行いました。<br><br>・しゃがみ中K<br>ヒット時の硬直差が良くなったことにより、<br>カウンター/パニッシュカウンター時やドライブラッシュから発動した際に繋がる技が増えました。<br>特にパニッシュカウンターやドライブラッシュからヒットさせると、<br>攻撃発生が早くなった→+中Pからノバキュラスワイプ/ノバキュラシュートがコンボになる為、<br>ダウンを奪って攻め込んだり、SAを組み込んで大きなダメージが見込めるようになっています。<br>単純な下段攻撃としてのけん制技としては勿論、攻めの初手や差し返し技として狙う価値が高くなりました。<br><br>・【通常/OD】ファランクス(→↓↘+PorPP)<br>硬直差やガードバックを調整し、けん制かつ相手に触れるきっかけになる技としての性能を向上しました。<br>中以上の強度はガード時にライトワンツーで暴れ潰しが可能となっている他、<br>強とOD版は相手が後退しなかった場合、その場からエンフォルドが届く間合いとなっています。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,7,,lily,,,,,,,,,,リリーは地上・空中からの突進技となるコンドルスパイア・コンドルダイブの性能を調整し、<br>今までと違う動きやコンボが狙えるようにしたのが主な調整点となります。<br><br>・【OD】[通常/風纏い]コンドルスパイア(↓↘→+K or KK)<br>通常/風纏い版どちらも同時押し入力を弱+中もしくは弱+強とすることで、<br>今までより移動距離の短いＯＤコンドルスパイアが発動するようにし、<br>既存のものと使い分けることで新しい動きができるようにしました。<br><br>通常版は今までより近い距離から持続当てを狙って突進できる他、<br>硬直も減っているので、目の前に着地して打撃と投げの択を迫るといった使い方もできるようになっています。<br><br>風纏い版は移動距離が短い以外にもヒット後の吹き飛び等が既存のものと異なり、<br>画面中央でヒットさせた際の有利状況や、画面端でヒット後の追撃猶予に差異があるといった特徴があります。<br>ガードさせた際の硬直差や距離は同等になっている為、ヒットを見込める際は状況別に使い分けを意識してみましょう。<br><br>・【通常/OD】[風纏い]コンドルダイブ(垂直 or 前ジャンプ中にPP or PPP)<br>風纏い時はヒット・ガード時の跳ね返り中に、風纏いストックを消費して再度コンドルダイブを発動できるようにしました。<br>ヒット時にダメージアップを狙ったり、ガードされた後に反撃をしようとした相手の動き出しを狙うという使い方ができます。<br>ODトマホークバスターからの派生ODコンドルダイブからも再発動が可能となっている為、<br>リソースを一気に使って大ダメージを奪うという動きもできるようになりました。<br><br>再発動は通常/OD版問わず1回のみとなり、追加版のODコンドルダイブのDゲージ消費量は10000となります。<br>また、ダメージやヒット効果は通常時と異なります。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,8,,jp,,,,,,,,,,JPは一部通常技の性能と、画面端での前投げ後の状況の見直しを行いました。<br>変更に伴い相手に触れた際のリターンの低下、技を振りにくくなったり等窮屈になった箇所もありますが、<br>JPの一番の個性となるヴィーハトを絡めた動きのレパートリーを増やし、<br>立ち回りの幅を狭めすぎないようにしています。<br><br>・ヴィーハト・チェーニ(ヴィーハト設置中に↓↙←+強P)<br>普段キャンセル不可となっている通常技（しゃがみ強Kを除く）からでもキャンセル発動できるようにしました。<br>リーチに優れた立ち中Pやしゃがみ中Kから連係やコンボを狙えるようになっているので、<br>立ち回りの中でヴィーハト設置後のプレッシャーが更に高くなっています。<br><br>・前投げ<br>画面端でのヒット後は全キャラクター中でも屈指の状況の良さとなっていたことや、<br>ヴィーハトと組み合わせることでリターンを見込めることを考慮し、<br>有利フレームや技後の距離を調整して状況を大きく変えています。<br><br>技後の距離を離すことで攻めのループ性を抑えると共に、<br>ヴィーハト設置直後に投げた後の追撃も大きく制限し、<br>大ダメージを狙う際にはドライブゲージの使用を必須としました。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,9,,juri,,,,,,,,,,ジュリは暗剣殺の性能の見直しと、OD風破刃からのコンボ関連が主な調整点となります。<br><br>今回の調整では連剋脚(→+強P)の空振りのリスクを少し増やしましたが、<br>この技を空振らせようと間合いを離す相手に対し、<br>この距離での暗剣殺がけん制技として機能するような調整を行いました。<br><br>・【通常/強化/OD】暗剣殺(↓↘→+中K or 弱K+強K)<br>ガード時の硬直差を抑えつつ持続後半のリーチを伸ばし、<br>コンボパーツ以外にも先端当てを狙うけん制技としての役割を持たせる調整をしました。<br><br>特に通常版はガード待機判定やガードバックの調整も行いつつ、<br>コンボを見込めない持続部分ヒット時はダウンを取れるようにすることで、けん制技としての使い勝手を良くしています。<br>風破ストックが無い状態で攻めのきっかけを作る一手となるでしょう。<br><br>この調整に加え、強化版は空中ヒット時に相手が地面バウンドするように変更しました。<br>空中ヒット時もSA3で追撃できるようになっている他、ヒット時の有利時間が増え、起き攻めの状況が良くなっています。<br><br>・【OD】風破刃(↓↙←+KK)<br><div data-word='combo_count'>コンボカウント</div>や吹き飛ぶ距離を調整することで追撃の幅を増やし、<br>風破ストックを作りつつダメージを見込める選択肢としての価値を高めました。<br><br>ヒット後は距離にもよりますが、鉤鎌斬(←+強K)や狂背掌(→+中P)で拾った後、更に追撃することが可能となっています。<br>ここからは今までよりもヒット後の状況が良くなった弱天穿輪(→↓↘+弱P)や、<br>ドライブゲージ・風破ストックを用いて高ダメージの追撃を行うなど、様々な選択が取れるようになっています。<br><br>モダン操作のアシストコンボ2も、本調整に伴い内容を変更しています。,raw/battle-change/official/versions/20260317/data.json
3,20260317,2026.03.17 update,2026.03.17 update,false,policy,10,,deejay,,,,,,,,,,ディージェイは各種マシンガンアッパーとジャグリンスウェイの使いどころを増やす調整がメインとなります。<br>コンボダメージの増加や相手を幻惑させる動きの幅が増えたことで、より個性を際立たせる調整としました。<br>それ以外の箇所では、置き技として強力なしゃがみ中P・しゃがみ強Pの空振りに多少リスクを持たせています。<br><br>・しゃがみ中P<br>空振り時の硬直増加ややられ判定の拡大で空振り時のリスクは多少増えたものの、<br>ヒット時ののけぞり時間が増えたことにより、中マシンガンアッパーが連続ヒットするようになっています。<br>とっさの反撃やコンボから、ドライブゲージ等のリソースを用いずとも高いダメージが出せるようになりました。<br><br>・【OD】マシンガンアッパー(↓↙←+PP)<br>高ダメージとはいえ狙いどころがやや少ない技となっていましたが、<br>攻撃発生が早くなったことにより、立ち強Pやフェイスブレイカー(←+強K)の初段から連続ヒットするようになっています。<br><br>・【通常/OD】ジャグリンスウェイ(↓↙←+K or KK＞→+P＞←+P)<br>動作中のやられ判定を縮小するとともに、動作後半をジョスクールの各種派生技でキャンセル可能とし、<br>接近に反応した相手の行動を避けつつ反撃するという動きができるようになっています。<br>特に近距離のODジョスクールをガードさせた後は、強力かつ多様な派生技を盾にした展開の早さから、<br>全ての派生技を捌ききるのは難しくなっているでしょう。,raw/battle-change/official/versions/20260317/data.json
