character_slug,move_id,move_name,input,move_group,startup,active,recovery,total,hit_adv,block_adv,cancel,damage,starter_scaling,drive_gain_hit,drive_loss_guard,drive_loss_punish,sa_gain,attribute,notes_official
cammy,cammy_013_j_lp,ジャンプ弱P（ダガーショット）,j.LP,normals,4,4-13,着地後3,,,,,300,,500,-1500,-2000,300,中,
cammy,cammy_014_j_lk,ジャンプ弱K（レイダーニー）,j.LK,normals,4,4-13,着地後3,,,,,300,,500,-1500,-2000,300,中,めくり性能
cammy,cammy_015_j_mp,ジャンプ中P（アラウンドブレード）,j.MP,normals,6,6-13,着地後3,,,,C,600,,1200,-2500,-4000,500,中,空中ヒット時吹き飛びダウン
cammy,cammy_016_j_mk,ジャンプ中K（スナイピングスピア）,j.MK,normals,7,7-12,着地後3,,,,,600,,1200,-2500,-4000,700,中,
cammy,cammy_017_j_hp,ジャンプ強P（フィストボム）,j.HP,normals,8,8-12,着地後3,,,,,800,,2500,-4000,-7000,1000,中,空中ヒット時叩きつけダウン
cammy,cammy_018_j_hk,ジャンプ強K（クリティカルストライク）,j.HK,normals,10,10-15,着地後3,,,,,800,,2500,-4000,-7000,1000,中,
cammy,cammy_019_4_mp,リフトアッパー,4MP,command_normals,5,5-9,12,,4,-1,C,500,,1500,-3000,-4000,500,上,
cammy,cammy_020_6_hk,ディレイリーパー,6HK,command_normals,18,18-20,25,,D,-12,C,800,始動補正20%,3000,-4000,-10000,1000,上,ヒット時硬直5F減少 | パニッシュカウンター時吹き飛び時間増加
cammy,cammy_021_4_hk,アサルトブレード,4HK,command_normals,9,9-11,18,,D,-7,C※,800,始動補正20%,2500,-5000,-10000,1000,上,ヒット時のみジャンプキャンセル可能
cammy,cammy_022_4_mp_hk,リフトコンビネーション,4MP>HK,command_normals,9,9-11,23,,D,-12,C※,600,,2000,-3000,-7000,700,上,ヒット時のみジャンプキャンセル可能
cammy,cammy_024_2_3_6_lk,弱 スパイラルアロー,236LK,specials,9,9-21,21,,D,-12,,800,,2000,-4000,-5000,1000,上,9-24F 空中判定
cammy,cammy_025_2_3_6_mk,中 スパイラルアロー,236MK,specials,9,9-23,21,,D,-14,,900,,2000,-4000,-5000,800,上,9-26F 空中判定
cammy,cammy_029_6_2_3_lk,弱 キャノンスパイク,623LK,specials,5,5-16,24+着地後16,,D,-36,SA3,※900,,2000,-4000,-5000,1000,上,1-14F 空中判定の打撃・空弾属性に対して無敵 | 7-40F 空中判定 | ※持続の3F目以降は個別ダメージ（800）
cammy,cammy_030_6_2_3_mk,中 キャノンスパイク,623MK,specials,6,6-17,25+着地後16,,D,-36,SA3,※1000,,2000,-4000,-5000,1000,上,1-9F 空中判定の打撃・空弾属性に対して無敵 | 8-42F 空中判定 | ※持続の3F目以降は個別ダメージ（800）
cammy,cammy_031_6_2_3_hk,強 キャノンスパイク,623HK,specials,7,7-18,28+着地後16,,D,-36,SA3,※1200,,2000,-4000,-5000,1000,上,15F以上ホールドすると性能変化 | 1-8F 空中判定の打撃・空弾属性に対して無敵 | 10-36F 空中判定 | ※持続の3F目以降は個別ダメージ（800）
cammy,cammy_032_6_2_3_hk,強 キャノンスパイク（ホールド）,623HK,specials,24,24-35,29+着地後16,,D,-40,SA3,※1500,,2000,-4000,-5000,1000,上,1-7F 空中判定の打撃・空弾属性に対して無敵 | 20-25F 完全無敵 | 26-64F 空中判定 | ※持続の5F目以降は個別ダメージ（900）
cammy,cammy_033_6_2_3_k_k,OD キャノンスパイク,623KK,specials,6,6-17,30+着地後16,,D,-40,,※1500,,0,-2000,0,1000,上,1-7F 完全無敵 | 8-47F 空中判定 | ※持続の5F目以降は個別ダメージ（900）
cammy,cammy_034_2_1_4_lp,弱 アクセルスピンナックル,214LP,specials,21,21-24,16,,2,-3,SA3,800,,2000,-4000,-5000,800,上,
cammy,cammy_035_2_1_4_mp,中 アクセルスピンナックル,214MP,specials,24,24-27,16,,3,-2,SA3,800,始動補正20%,2000,-4500,-7000,800,上,9-23F 飛び道具無敵
cammy,cammy_036_2_1_4_hp,強 アクセルスピンナックル,214HP,specials,28,28-31,17,,5,3,SA3,800,始動補正20% | コンボ補正20%,2000,-6000,-9000,800,上,9-27F 飛び道具無敵
cammy,cammy_037_2_1_4_p_p,OD アクセルスピンナックル,214PP,specials,25,25-28,17,,7,-2,SA2,800,始動補正20% | コンボ補正20%,0,-4000,-7000,800,上,9-24F 飛び道具無敵 | 近距離で発動すると、相手の背後に回り込んでから攻撃を行う。 | その場合発生が3F遅くなる。
cammy,cammy_038_2_1_4_k,キャノンストライク,214K,specials,13,13-23,着地後12,,0～11,-6～5,,600,始動補正20%,2500,-2000,-4000,800,上,ヒット・ガードさせた高度によって硬直差が変化
cammy,cammy_039_2_1_4_k_k,OD キャノンストライク,214KK,specials,13,13-22,着地後12,,0～11,-3～7,SA2,800,始動補正20% | 即時補正10%,0,-2000,-4000,800,上,ヒット・ガードさせた高度によって硬直差が変化
cammy,cammy_040_2_3_6_p,フーリガンコンビネーション,236P,specials,,,,,,,,0,,0,0,0,0,,21F～着地まで、レイザーエッジスライサーを除いた各種派生技でキャンセル可能 | 7F以降、空中判定
cammy,cammy_041_2_3_6_hp,フーリガンコンビネーション（ホールド）,236HP,specials,,,,,,,,0,,0,0,0,0,,18F以上ホールドすると性能変化 | 41F～着地まで、レイザーエッジスライサーを除いた各種派生技でキャンセル可能 | 27F以降、空中判定
cammy,cammy_042_2_3_6_p_p,OD フーリガンコンビネーション,236PP,specials,,,,,,,,0,,0,0,0,0,,21F～着地まで、ODレイザーエッジスライサーを除いた各種派生技でキャンセル可能 | 7F以降、空中判定
cammy,cammy_043_specials_043,レイザーエッジスライサー,,specials,10,10-18,13,,D,2,SA3,1000,始動補正20%,2500,-3000,-7000,1000,下,
cammy,cammy_046_k,キャノンストライク,K,specials,13,13-23,着地後12,,0～9,-6～3,,600,始動補正20%,2500,-2000,-4000,800,上,ヒット・ガードさせた高度によって硬直差が変化
cammy,cammy_047_k,キャノンストライク（ホールド）,K,specials,13,13-22,着地後12,,4～9,0～5,,800,始動補正20% | 即時補正10%,2500,-2000,-4000,800,上,ヒット・ガードさせた高度によって硬直差が変化
cammy,cammy_048_k,OD キャノンストライク,K,specials,13,13-22,着地後12,,1～9,-3～5,SA2,800,始動補正20% | 即時補正10%,0,-2000,-4000,800,上,ヒット・ガードさせた高度によって硬直差が変化
cammy,cammy_049_2_k,リバースエッジ,2K,specials,18,18-21,着地後13,,6～9,-4～-1,,800,始動補正20%,2500,-4000,-7000,800,中,ヒット・ガードさせた高度によって硬直差が変化
cammy,cammy_052_lplk,フェイタルレッグツイスター,LPLK,specials,10,10-12,着地後30,,D,,,1800,,3000,0,-10000,3000,投,
cammy,cammy_053_lplk,フェイタルレッグツイスター（ホールド）,LPLK,specials,10,10-12,着地後30,,D,,,1000,始動補正20%,3000,0,-10000,1000,投,
cammy,cammy_054_lplk,OD フェイタルレッグツイスター,LPLK,specials,10,10-12,着地後30,,D,,,1000,始動補正30%,0,0,-10000,1000,投,
cammy,cammy_055_p,サイレントステップ,P,specials,,,着地後10,,,,,0,,0,0,0,0,,
cammy,cammy_056_p,サイレントステップ（ホールド）,P,specials,,,着地後10,,,,,0,,0,0,0,0,,
cammy,cammy_057_p,OD サイレントステップ,P,specials,,,着地後10,,,,,0,,0,0,0,0,,
cammy,cammy_058_2_3_6_2_3_6_k,SA1 スピンドライブスマッシャー,236236K,super_arts,9,9-24,38,,D,-24,,2000,,0,-2500,-5000,0,上,1-11F 打撃・投げに対して無敵 | 6段目以降は5段目ヒット時のみ派生
cammy,cammy_059_2_1_4_2_1_4_p,SA2 キラービースピン,214214P,super_arts,13,13-21,37,,D,-24,,3000,,0,-5000,-10000,0,上,空中ヒット時は非ロック技に性能が変化する | ダメージ220×n（着地まで連続ヒット）
cammy,cammy_061_2_3_6_2_3_6_p,SA3 デルタレッドアサルト,236236P,super_arts,9,9-23,4+着地後34,,D,-33,,4000,※即時補正10%,0,-7500,-15000,0,上,1-13F 完全無敵 | 9-27F 空中判定 | 最低保障ダメージ50％ | カウンター/パニッシュカウンターで数値が変動しない | ※必殺技キャンセル時のみ適用
cammy,cammy_062_2_3_6_2_3_6_p,CA デルタレッドアサルト,236236P,super_arts,9,9-23,4+着地後34,,D,-33,,4500,※即時補正10%,0,-10000,-20000,0,上,1-13F 完全無敵 | 9-27F 空中判定 | 最低保障ダメージ50％ | カウンター/パニッシュカウンターで数値が変動しない | ※必殺技キャンセル時のみ適用
cammy,cammy_063_5_6_lplk,ラフランディング,5|6LPLK,throws,5,5-7,23,,D,,,1200,即時補正20%,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 | ・ダメージ2040 | ・SAゲージ4000増加 | ・ハードノックダウン
cammy,cammy_064_4_lplk,デルタスルー,4LPLK,throws,5,5-7,23,,D,,,1200,即時補正20%,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 | ・ダメージ2040 | ・SAゲージ4000増加 | ・ハードノックダウン
cammy,cammy_065_lplk,レッグシザースチョーク,LPLK,throws,5,5-7,着地後3,,D,,,1200,,2000,0,-10000,2000,投,パニッシュカウンター時以下の性能変化 | ・ダメージ2040 | ・SAゲージ4000増加 | ・ハードノックダウン
cammy,cammy_066_6_6,前方ステップ,66,system,,,全体 18,18,,,,0,,0,0,0,0,,
cammy,cammy_067_4_4,後方ステップ,44,system,,,全体 23,23,,,,0,,0,0,0,0,,1-15F 投げ無敵
cammy,cammy_068_hphk,ドライブインパクト（スピンレイダー）,HPHK,system,26,26-27,35,,D,-3,,800,始動補正20%,0,-5000,-15000,0,上,1-27F アーマー判定（2回） | パニッシュカウンター、もしくはアーマー成立後にヒットで以下の性能変化 | ・地上ヒット膝崩れ | ・空中ヒットきりもみダウン | ・SAゲージ3000増加
cammy,cammy_069_6_hphk,[ガード時]ドライブリバーサル（カウンタースナイプ）,6HPHK,system,20,20-22,26,,D,-6,,500,,0,0,0,0,上,リカバリアブルダメージ | 1-22F 完全無敵 | ヒット時硬直5F増加
cammy,cammy_070_6_hphk,[起き上がり時]ドライブリバーサル（カウンタースナイプ）,6HPHK,system,18,18-20,26,,D,-6,,500,,0,0,0,0,上,リカバリアブルダメージ | 1-20F 完全無敵 | ヒット時硬直5F増加
cammy,cammy_072_mpmk,ジャストパリィ（打撃）,MPMK,system,1,,1,,,,,0,始動補正50％,,,,,,相手の攻撃に対応した方向入力を行った状態でパリィを入力し、 | 入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する | （上段/中段攻撃に対して←方向、下段攻撃に対しては↙方向) | 方向が正しくなかった場合は通常のドライブパリィとなり、追加でDゲージが3000増加する | 硬直終了から5Fの間完全無敵 （パリィを継続した場合は無敵にならない） | ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
cammy,cammy_073_mpmk,ジャストパリィ（飛び道具）,MPMK,system,1,,10,,,,,0,始動補正50％,,,,,,パリィを入力したフレーム、もしくはその次のフレームで攻撃を受けると成立する | 暗転演出が入らない | ジャストパリィを取られた側はキャンセルが出来なくなり、動作終了まで強制パニッシュカウンター
cammy,cammy_074_6_6,パリィドライブラッシュ,66,system,,,全体 45,45,,,※,0,乗算補正15％,0,0,0,0,,暗転10F | ※動作9F目から攻撃行動にキャンセル可 | 24F目からパリィ以外の行動でキャンセル可
cammy,cammy_075_6_6_5_6_mpmk,キャンセルドライブラッシュ,66|5|6MPMK,system,,,全体 46,46,,,※,0,乗算補正15％,0,0,0,0,,暗転9F | ※動作10F目から攻撃行動にキャンセル可 | 25F目からパリィ以外の行動でキャンセル可
