row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes,suggested_handling,link_type,primary_official_row_order,primary_official_move_name,enabled_by_official_row_order,enabled_by_official_move_name,value_policy,link_note
70,Specials,special,akuma_236kk_k,236KK~K,Demon Blade Kick,700,16+13,until land,9(14) land,,0(+10),-5(+5),LH,-,,175,20% Starter; Combo (2 hits),+4(+14),-18(-8),,,,,20,15,13,4000,[5000],1000,1000 (700),500 (250),,,Until Land (FKD),,,1,0,4,,,,SF6_Akuma_236kk_k.png,SF6_Akuma_236kk_k_hitbox.png,"5f extra recovery on whiff; button strength determines angle (LK short, MK mid, HK far); puts airborne opponents into limited juggle state (or maintains juggle state if used mid-combo); extends a large projectile invincible hurtbox on frame 11 until landing (making the divekick easier to anti-air while still being useful for avoiding fireballs)",supercombo_only,,,,,,,
71,Specials,special,akuma_236k_2_hold,236K~[2],Demon Swoop,-,40,-,2+3(8) land,45(50),-,-,-,-,,,,,,,,,,,,,,,,,,,,Until Land (FKD),,,,,,,,,SF6_Akuma_236k_2_hold.png,SF6_Akuma_236k_2_hold_hitbox.png,"Acts like an empty jump (with the same 45f duration) with adjustable distance; 5f extra landing recovery when crossing over opponent; useful for baiting opponent's anti-air, Drive Impact, or Parry; must be inputting any Down direction on frame 41 of 236K; cannot block during landing recovery, and Akuma is in a counter-hit state for entire duration; crouching state on final recovery frame",supercombo_only,,,,,,,
72,Specials,special,akuma_236kk_2_hold,236KK~[2],Demon Swoop,-,40,-,2+3(8) land,45(50),-,-,-,-,,,,,,,,,,,,,,,,,,,,Until Land (FKD),,,,,,,,,SF6_Akuma_236kk_2_hold.png,SF6_Akuma_236kk_2_hold_hitbox.png,"Acts like an empty jump (with the same 45f duration) that puts Akuma point blank; 5f extra landing recovery when crossing over opponent; useful for baiting opponent's Drive Impact or Parry; must be inputting any Down direction on frame 41 of 236KK; cannot block during landing recovery, and Akuma is in a counter-hit state for entire duration; crouching state on final recovery frame",supercombo_only,,,,,,,
73,Specials,special,akuma_236kk_j236p,236KK~j.236P,Demon Gou Zanku,300x3 (900),16+6(21),-,9(2) land,,KD~ (varies),-3~ (varies),LH,-,,75x3 (225),,KD~ (varies),0~,,,,,,29 total,"7x2,8 (8x3)","2000x2,1000","[2000,0,1000]",,"300x2,400 (210x2,280)","150x2,200 (75x2,100)",,,Until Land (FKD),,,1 / 0 air,"0,0,0","5,5,5",0.075,,,SF6_Akuma_236kk_j236p.png,SF6_Akuma_236kk_j236p_hitbox.png,"3-hit OD projectile; can be input on frame 16-38 of 236KK (unless Gou Hadoken is on-screen); does not consume additional Drive gauge; dissipates if Akuma is hit; creates stationary projectile on frames 6-20, then shoots downward at ~50 degree angle (this projectile will only have 2 hits if the initial hitbox collided with opponent); on hit only, landing recovery after 2f is cancelable into any action except walking/jumping; projectile hitbox is considered an airborne attack (can be avoided with anti-air invuln moves); puts airborne opponents into free juggle state (or maintains existing juggle state); puts grounded opponents into limited juggle state; advantage varies significantly depending on timing/spacing/angle; foot hurtbox is projectile invuln 1f~land",supercombo_only,,,,,,,
74,Specials,special,akuma_236kk_j214k,236KK~j.214K,Demon Gou Rasen,"200x4,500 (1300)",16+5,2(2)3(2)3(1)3(1)2,10 land,,KD +46(+53),-,-,-,,,Combo (2 hits),KD +46(+53),,,,,,,,"6,2x3,12",,"[1000x4,6000]",,200x5 (140x5),,,,Until Land (FKD),,,2,"0,0,0,0,1","10,11,12,13,8",,,,SF6_Akuma_236kk_j214k.png,SF6_Akuma_236kk_j214k_hitbox.png,"Can be input on frame 16-38 of 236KK (unless Gou Hadoken is on-screen); does not consume additional Drive gauge; cannot hit cross-up or against grounded opponents; stops Akuma's air momentum; performs final kick on hit only, which slams opponent down into a limited juggle OTG state; KD advantage depends on how high it connects (useful after 4HK launch, allowing most juggle enders to combo); Akuma is in a crouching state on frames 4-10 of landing recovery; lower foot/leg hurtbox is projectile invuln 1f~land",supercombo_only,,,,,,,
77,Specials,special,akuma_6kkk_lplk,6KKK~LPLK,Oboro Throw,2200 (2900),(23~37)+8,3,50,83(97),HKD +20,-,T,-,,,,HKD +20,,,,,,,,,,[10000],5000 [6500],3000(2100) [4000(2800)],,,,,1.076,,,,,,,,"SF6_Akuma_6kkk_lplk.png, SF6_Akuma_6kkk_lplk_2.png",SF6_Akuma_6kkk_lplk_hitbox.png,Total startup 31-45f depending on input timing; can be activated even after passing through opponent; 1.076 Range does not including 6KKK travel distance (maximum total range of 3.697),supercombo_only,,,,,,,
83,Supers,super,akuma_lp_lp_6lk_hp(ca),LP~LP~6LK~HP,Shun Goku Satsu (CA),4700,6+0,21,57,84,HKD + 18,-,T,-,,,50% Minimum; 10% Immediate (Sp),HKD +18,,,,,,,,,,20000,,-30000,,"1 Full, 6-27 Projectile",Break,,0.765,,,,,,,,SF6_Akuma_lp_lp_6lk_hp(ca).png,SF6_Akuma_lp_lp_6lk_hp(ca)_hitbox.png,"Available at 25% HP or below; cinematic time regenerates ~2.3 Drive bars for Akuma; command grab that can be comboed into on grounded opponents; entire startup happens before the Super freeze, making the grab inescapable if the opponent is within throw range; very short range makes it unable to punish most -6 attacks; Range does not include travel distance (max total distance 2.927); generally impractical as a fireball counter due to the slow travel speed and input requirement (unless opponent has a much slower fireball recovery, or a chargeable fireball that can easily be reacted to)",supercombo_only,,,,,,,
84,Specials,special,akuma_j214pp,j.214PP,Double Zanku Hadoken,600x2,8(21),-,9(2) land,,varies,varies,LH,-,,150x2,20% Starter; Combo (2 hits),varies,-10~,,,,,28 each,26 each,8 each,2500x2,[3000],2000x2,1000x2 (700x2),500x2 (250x2),,,Until Land (FKD),,,0,"0,0","3,3",0.04 (1st) / 0.055 (2nd),,,SF6_Akuma_j214pp.png,SF6_Akuma_j214pp_hitbox.png,"Shin Akuma only (Back Taunt~Down Taunt); forward Jump only on airborne frame 9-33; throws 2 consecutive 1-hit fireballs (2nd fireball travels faster and farther); dissipates if Akuma is hit; fireballs travel downward at ~45 degree angle; on hit only, landing recovery after 2f is cancelable into any action except walking/jumping; projectile hitbox is considered an airborne attack (can be avoided with anti-air invuln moves); puts airborne opponents into free juggle state (or maintains existing juggle state); advantage varies significantly depending on timing/spacing/angle (at worst, approximately +5 oB vs. tall characters, +7 oB vs. standard characters, and unsafe on Perfect Parry; always enough hit advantage to link); foot hurtbox is projectile invuln 1f~land; upper half of hitbox only connects on opponents mid-combo",supercombo_only,,,,,,,
85,Supers,super,akuma_214214k,214214K,Misogi,2900,5(9~10),7,88(85),99(96),KD +25(26),-58(-57),LH,-,,750,40% Minimum,KD +29(30),-86(-85),,,,,,33(32),5,5000,10000,,-20000,-20000,1-11 Full,Break,,,,,,50,,,,SF6_Akuma_214214k.png,SF6_Akuma_214214k_hitbox.png,Shin Akuma only (Back Taunt~Down Taunt); teleports above opponent from anywhere on screen; 3f less recovery on whiff or Perfect Parry; startup is functionally 9f on grounded opponents (10f vs. standard-height crouchers); much less KD advantage and 2f more recovery vs. airborne opponents; cannot be canceled into from OD specials like other Level 2 Supers; cannot be beaten with anti-air invincibility since Akuma is fully invuln and technically never goes airborne,supercombo_only,,,,,,,
86,Supers,super,akuma_22ppp,22PPP,Kongou-Kokuretsuzan,"330x8,360 (3000)",8,30,41,78,KD +38,-39,LH,-,,"82x8,90 (746)",40% Minimum,KD +38,-62,,,,,,32 total,"2x8,12","500x8,1000 (5000)","1000x8,2000 (10000)",,-20000,-20000,1-11 Full,Break,,,,1,0,99,,,,SF6_Akuma_22ppp.png,SF6_Akuma_22ppp_hitbox.png,Shin Akuma only (Back Taunt~Down Taunt); 9-hit Super projectile with a massive vertical hitbox; cannot be canceled into from OD specials like other Level 2 Supers; puts opponent into limited juggle state (but very difficult to launch high enough for a follow-up),supercombo_only,,,,,,,
87,Taunts,taunt,akuma_5pppkkk,5PPPKKK,Neutral Taunt,-,433 (total),-,-,433,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Akuma_5pppkkk.png,SF6_Akuma_5pppkkk_hitbox.png,"""Witness the abyss before you.""",supercombo_only_taunt,,,,,,,
88,Taunts,taunt,akuma_6pppkkk,6PPPKKK,Forward Taunt,-,570(514) (total),-,-,570(514),-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Akuma_6pppkkk.png,SF6_Akuma_6pppkkk_hitbox.png,"Fullscreen proximity guard box on frames 107-570 (prevents opponent from walking back); ""Are you prepared to tread down this path? If you are afraid... run.""; ""Hmph... you are a disgrace."" (after opponent switches sides, resulting in shorter taunt animation)",supercombo_only_taunt,,,,,,,
89,Taunts,taunt,akuma_4pppkkk,4PPPKKK,Back Taunt,-,765 (total),-,-,765,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Akuma_4pppkkk.png,SF6_Akuma_4pppkkk_hitbox.png,"""You have piqued my interest. Attack if you dare."" ""How disappointing."" (if no attack); inputting a Down Taunt (2PPPKKK) on frames 592-628 causes Akuma to pull out a rice ball (gains 3 bars of Super meter and becomes Shin Akuma if fully consumed)",supercombo_only_taunt,,,,,,,
90,Taunts,taunt,akuma_4pppkkk_2pppkkk,4PPPKKK~2PPPKKK,Back~Down Taunt,-,1604,-,186,1790,-,-,-,-,,,,,,,,,,,,,,,,"5000x2,10000x2",,,,,,,,,,,,,SF6_Akuma_4pppkkk_2pppkkk.png,SF6_Akuma_4pppkkk_hitbox.png,"Inputting a Down Taunt on frames 592-628 of Back Taunt causes Akuma to pull out a rice ball; while eating, Akuma gains Super meter on each bite (1/2 bar on frames 931 and 1129, then 1 bar on frames 1353 and 1604); becomes Shin Akuma on frame 1604 (gains access to Hidden Arts: Double Zanku Hadoken, Misogi, and Kongou-Kokuretsuzan); if Akuma is hit before frame 1604, he does not become Shin Akuma",supercombo_only_taunt,,,,,,,
91,Taunts,taunt,akuma_2pppkkk,2PPPKKK,Down Taunt,-,123 (total),-,-,123,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Akuma_2pppkkk.png,SF6_Akuma_2pppkkk_hitbox.png,"""滅 (Metsu!)""",supercombo_only_taunt,,,,,,,
