official_row_order,official_category,official_move_name,official_input_display,official_input_signature,official_input_family,startup,active,recovery,damage,on_hit,on_block,cancel,match_status,match_method,candidate_count,supercombo_move_id,supercombo_move_type,supercombo_input,supercombo_name,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_hit_advantage,supercombo_block_advantage,supercombo_cancel,supercombo_damage,field_comparisons_json
11,通常技,しゃがみ強P （グランドスラスト）,key-d key-plus icon_punch_h 強,2HP,2HP,12,12-14,21,900,5,-6,SA,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,rashid_2hp,ground_normal,2HP,Crouching Heavy Punch,12,3,21(23),+5,-6,SA,900,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""12-14"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": false, ""official"": ""21"", ""official_raw"": ""21"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""21"", ""supercombo_raw"": ""21(23)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""12"", ""official_raw"": ""12"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}}"
12,通常技,しゃがみ強K （サイクロンスライサー）,key-d key-plus icon_kick_h 強,2HK,2HK,9,9-11,24,900,D,-11,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,rashid_2hk,ground_normal,2HK,Cyclone Slicer,9,3,24(28),KD +31,-11,-,900,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""9-11"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": false, ""official"": ""24"", ""official_raw"": ""24"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""24"", ""supercombo_raw"": ""24(28)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}"
13,通常技,ジャンプ弱P （エリアルスマッシュ）,（ジャンプ中に） icon_punch_l 弱,j.LP,j.LP,4,4-8,着地後3,300,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_jlp,air_normal,j.LP,Jumping Light Punch,4,5,3 land,+8(+9),+4(+5),-,300,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""4-8"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}}"
14,通常技,ジャンプ弱K （エリアルエッジ）,（ジャンプ中に） icon_kick_l 弱,j.LK,j.LK,5,5-9,着地後3,300,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_jlk,air_normal,j.LK,Jumping Light Kick,5,5,3 land,+7(+9),+3(+5),-,300,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5-9"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}"
15,通常技,ジャンプ中P （エリアルビーク）,（ジャンプ中に） icon_punch_m 中,j.MP,j.MP,9,9-13,着地後3,600,,,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_jmp,air_normal,j.MP,Jumping Medium Punch,9,5,3 land,+9(+11),+5(+7),Sp,600,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""9-13"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}"
16,通常技,ジャンプ中K （グライダードロップ）,（ジャンプ中に） icon_kick_m 中,j.MK,j.MK,7,7-12,着地後3,500,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_jmk,air_normal,j.MK,Jumping Medium Kick,7,6,3 land,+7(+13),+3(+9),-,500,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""7-12"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""500"", ""official_raw"": ""500"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}}"
17,通常技,ジャンプ強P （エリアルダブルスラスト）,（ジャンプ中に） icon_punch_h 強,j.HP,j.HP,8,8-16,着地後3,800,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+recovery_match,1,rashid_jhp,air_normal,j.HP,Jumping Heavy Punch,8,4(2)3,3 land,+11(+15),+7(+11),-,400x2,"{""active_duration"": {""comparable"": false, ""official"": ""9"", ""official_raw"": ""8-16"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""4(2)3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""reason"": ""multihit_damage_sum"", ""supercombo"": ""800"", ""supercombo_raw"": ""400x2""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
18,通常技,ジャンプ強K （サンライズキック）,（ジャンプ中に） icon_kick_h 強,j.HK,j.HK,10,10-14,着地後3,800,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_jhk,air_normal,j.HK,Jumping Heavy Kick,10,5,3 land,+8(+15),+4(+11),-,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""10-14"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}}"
19,特殊技,ラン,key-r key-rc,6,6,,,,0,,,,unmatched,,0,,,,,,,,,,,,{}
20,特殊技,バックアップ,（ラン中に） key-r key-plus icon_punch,6P,6P,8,8-17,17,800,7,-10,SA,unmatched,,0,,,,,,,,,,,,{}
21,特殊技,テンペスト・ムーン,（ラン中に） key-r key-plus icon_kick,6K,6K,16,16-24,21,1200,3,-4,SA,unmatched,,0,,,,,,,,,,,,{}
22,特殊技,【気流強化】 テンペスト・ムーン,（気流接触中にランから） key-r key-plus icon_kick,6K,6K,9,9-40,22,1400,D,-5,,unmatched,,0,,,,,,,,,,,,{}
23,特殊技,フラップ・スピン,key-r key-plus icon_punch_m 中,6MP,6MP,8,8-25,18,600,1,-3,C,matched,exact_input+family_input+same_family+category_move_type+recovery_match,1,rashid_6mp,ground_normal,6MP,Flapping Spin,8(24),2(14)2,18,+1,-3,Sp SA (1st),300x2,"{""active_duration"": {""comparable"": false, ""official"": ""18"", ""official_raw"": ""8-25"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""2(14)2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""reason"": ""multihit_damage_sum"", ""supercombo"": ""600"", ""supercombo_raw"": ""300x2""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""18"", ""official_raw"": ""18"", ""supercombo"": ""18"", ""supercombo_raw"": ""18""}, ""startup"": {""comparable"": false, ""official"": ""8"", ""official_raw"": ""8"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""8"", ""supercombo_raw"": ""8(24)""}}"
24,特殊技,アサルト・ビーク,key-r key-plus icon_punch_h 強,6HP,6HP,22,22-24,21,800,3,-3,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_6hp,ground_normal,6HP,Beak Assault,22,3,21,+3,-3,-,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""22-24"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""21"", ""official_raw"": ""21"", ""supercombo"": ""21"", ""supercombo_raw"": ""21""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""22"", ""official_raw"": ""22"", ""supercombo"": ""22"", ""supercombo_raw"": ""22""}}"
25,特殊技,クレセントキック,key-r key-plus icon_kick_h 強,6HK,6HK,16,16-19,20,900,2,-3,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,rashid_6hk,ground_normal,6HK,Crescent Kick,16,4,20(23),+2(+5),-3(0),-,900,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""16-19"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": false, ""official"": ""20"", ""official_raw"": ""20"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""20"", ""supercombo_raw"": ""20(23)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""16"", ""official_raw"": ""16"", ""supercombo"": ""16"", ""supercombo_raw"": ""16""}}"
26,特殊技,ブリッツストライク,（前ジャンプ中に） key-d key-plus icon_punch_h 強,j.2HP,j.2HP,10,10-14,着地後3,850,,,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_j2hp,air_normal,j.2HP,Blitz Strike,10,5,3 land,-9(-1),-29(-21),Sp,850,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""10-14"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""850"", ""official_raw"": ""850"", ""supercombo"": ""850"", ""supercombo_raw"": ""850""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}}"
27,特殊技,エリアルシュート,（垂直ジャンプ中に） key-u key-plus icon_kick_h 強,j.8HK,j.8HK,8,8-12,着地後3,800,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_j8hk,air_normal,j.8HK,Aerial Shot,8,5,3 land,+12(+15),+8(+11),-,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""8-12"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
28,特殊技,ライジング・キック,icon_punch_m 中 arrow_3 icon_kick_h 強,5MP~HK,5MP~HK,13,13-16,36,400,D,-20,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,rashid_5mp_hk,ground_normal,5MP~HK,Rising Kick,13,4,36,KD +42,-20,Sp SA,400,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""13-16"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""400"", ""official_raw"": ""400"", ""supercombo"": ""400"", ""supercombo_raw"": ""400""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""36"", ""official_raw"": ""36"", ""supercombo"": ""36"", ""supercombo_raw"": ""36""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""13"", ""official_raw"": ""13"", ""supercombo"": ""13"", ""supercombo_raw"": ""13""}}"
29,特殊技,サイド・フリップ,key-r key-plus icon_kick icon_kick,6KK,6KK,,,全体 32,0,,,,unmatched,,0,,,,,,,,,,,,{}
30,特殊技,フロント・フリップ,（サイド・フリップ中に） key-l key-or key-nutral key-or key-r key-plus icon_kick icon_kick,4/5/6KK,4/5/6KK,,,着地後8,0,,,,unmatched,,0,,,,,,,,,,,,{}
31,必殺技,弱 スピニング・ミキサー,key-d key-dr key-r key-plus icon_punch_l 弱,236LP,236P,8,8-23,19,700,2,-3,SA3,matched,exact_input+same_family+category_move_type+startup_match,3,rashid_236lp,special,236LP,Spinning Mixer,8,3(5)2(4)2,19(24),+2,-3,SA3 (1st),"300,200x2 (700)","{""active_duration"": {""comparable"": false, ""official"": ""16"", ""official_raw"": ""8-23"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""3(5)2(4)2""}, ""damage"": {""comparable"": false, ""official"": ""700"", ""official_raw"": ""700"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""300,200x2 (700)""}, ""recovery"": {""comparable"": false, ""official"": ""19"", ""official_raw"": ""19"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""19"", ""supercombo_raw"": ""19(24)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
32,必殺技,【気流強化】 弱 スピニング・ミキサー,（気流接触中に） key-d key-dr key-r key-plus icon_punch_l 弱,236LP,236P,6,6-59,15,1000,4,2,SA3,matched,exact_input+same_family+category_move_type,3,rashid_236lp,special,236LP,Spinning Mixer,8,3(5)2(4)2,19(24),+2,-3,SA3 (1st),"300,200x2 (700)","{""active_duration"": {""comparable"": false, ""official"": ""54"", ""official_raw"": ""6-59"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""3(5)2(4)2""}, ""damage"": {""comparable"": false, ""official"": ""1000"", ""official_raw"": ""1000"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""300,200x2 (700)""}, ""recovery"": {""comparable"": false, ""official"": ""15"", ""official_raw"": ""15"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""19"", ""supercombo_raw"": ""19(24)""}, ""startup"": {""comparable"": true, ""match"": false, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
