row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes
11,Normals and Target Combos,ground_normal,manon_2mk,2MK,Crouching Medium Kick,600,8,4,16,27,+3,-2,L,-,,,20% Starter,+7,-18,,,+7,+2,23,18,11,4000,[6000],2000,600 (420),300 (150),,,,1.62 (1.60),,1,1,0,,,,SF6_Manon_2mk.png,SF6_Manon_2mk_hitbox.png,"Good range low poke that leads to combos and frame advantage when used out of Drive Rush; high pushback on hit and block; after Drive Rush, can link into 5MP at closer ranges"
12,Normals and Target Combos,ground_normal,manon_2hk,2HK,Croisee,900,11,2,27,39,KD +29,-12,L,-,,,,HKD +44,-27,,,KD +29,-8,,17,13,4000,[10000],3000,1000 (700),500 (250),,,,2.01,,1,1,5,,,,SF6_Manon_2hk.png,SF6_Manon_2hk_hitbox.png,"Moves forward during startup, giving it more range but also making it easily punished on block; has juggle potential"
13,Normals and Target Combos,air_normal,manon_jlp,j.LP,Jumping Light Punch,300,5,10,3 land,-,+5(+9),+1(+5),H,-,,,,+9(+13),-6(-2),,,,,13,9,9,1500,[2000],500,300 (210),150 (75),,,,0.67,,1,1,0,,,,SF6_Manon_jlp.png,SF6_Manon_jlp_hitbox.png,
14,Normals and Target Combos,air_normal,manon_jmp,j.MP,Jumping Medium Punch,700,8,4,3 land,-,+9(+11),+5(+7),H,-,,,,+13(+15),-4(-2),,,,,15,11,11,2500,[4000],1000,500 (350),250 (125),8-22 Lower Body Projectile,,,1.01,,1,10,2,,,,SF6_Manon_jmp.png,"SF6_Manon_jmp_hitbox_preview.png, SF6_Manon_jmp_hitbox_1.png, SF6_Manon_jmp_hitbox_2.png","Puts airborne opponents into limited juggle state; excellent horizontal air-to-air hitbox; lower body projectile invuln 8-22f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
15,Normals and Target Combos,air_normal,manon_jhp,j.HP,Jumping Heavy Punch,800,9,4,3 land,-,+8(+15),+4(+11),H,-,,,,+12(+19),-9(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,0.80,,1,0,0,,,,SF6_Manon_jhp.png,SF6_Manon_jhp_hitbox.png,Causes spike knockdown vs. airborne opponents; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
16,Normals and Target Combos,air_normal,manon_jlk,j.LK,Jumping Light Kick,300,6,9,3 land,-,+3(+10),-1(+6),H,-,,,,+7(+14),-9(-2),,,,,14,10,9,1500,[2000],500,300 (210),150 (75),,,,0.56,,1,1,0,,,,SF6_Manon_jlk.png,SF6_Manon_jlk_hitbox.png,Cross-up; can be used as a fuzzy instant overhead (requires perfect safe jump timing)
17,Normals and Target Combos,air_normal,manon_jmk,j.MK,Jumping Medium Kick,500,7,6,3 land,-,+8(+13),+4(+9),H,-,,,,+12(+17),-7(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,1.23,,1,1,0,,,,SF6_Manon_jmk.png,SF6_Manon_jmk_hitbox.png,"Cross-up; lower body projectile invuln 7-20f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
18,Normals and Target Combos,air_normal,manon_jhk,j.HK,Jumping Heavy Kick,800,11,5,3 land,-,+8(+15),+4(+11),H,-,,,,+12(+19),-9(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.13,,1,0,0,,,,SF6_Manon_jhk.png,SF6_Manon_jhk_hitbox.png,Incredible hitbox priority and downward reach (best option for most jump-ins); lower body projectile invuln 11-19f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
19,Normals and Target Combos,ground_normal,manon_4mk,4MK,Back Medium Kick,600,10,4,19,32,-1,-3,LH,TC,20(28),,,+3,-21,,,+3,+1,22,20,11,4000,[4000],2000,700 (490),350 (175),,,,1.22,,1,1,0,,,,SF6_Manon_4mk.png,SF6_Manon_4mk_hitbox.png,"Long TC cancel window into an overhead, but will not combo on hit if delayed too long; good anti-air hitbox (cannot hit cross-ups); puts airborne opponents into limited juggle state (follow-up TC can continue juggle, or can juggle 236KK/SA1/SA2 on a high anti-air)"
20,Normals and Target Combos,ground_normal,manon_4hp,4HP,Révérence,800,8,6,17,30,+3,+1,LH,Sp SA,22,,,+7,-21,+16,+14,+7,+5,26,24,13,5000,[8000],2000,1000 (700),500 (250),,,,1.09 (1.077),,1,1,0,,,,SF6_Manon_4hp.png,SF6_Manon_4hp_hitbox.png,"Strong punish starter and combo filler after Drive Rush routes; high active frame count makes it very strong as a meaty; puts airborne opponents into limited juggle state; lenient hitconfirm window, but late cancels into 236P, 214HK, or 214KK can fail to combo"
21,Normals and Target Combos,ground_normal,manon_3hk,3HK,Tomoe Derriére,1000,11,9,32,51,KD +26,-23,LH,-,,,,HKD +36,-39,,,KD +26,-19,,18,12,6000,[10000],3000,500 (350),250 (125),9-19 Air (Leg),,,2.04,,1,1,2,,,,SF6_Manon_3hk.png,"SF6_Manon_3hk_hitbox_1.png, SF6_Manon_3hk_hitbox_2_3_preview.png, SF6_Manon_3hk_hitbox_2.png, SF6_Manon_3hk_hitbox_3.png","Not a low attack despite the animation; works as an anti-air to to invincibility on kicking leg; puts opponents into limited juggle state; can hit cross-up; kicks airborne opponents backwards for a side switch; Punish Counter also switches sides and gives a Hard Knockdown, allowing follow-up oki; only the 1st active frame can hit grounded opponents (active frames 2-9 hit airborne)"
22,Normals and Target Combos,ground_normal,manon_5mp_mk,5MP~MK,À Terre,500,10,2,17,28,+2,-5,LH,-,,,,+6 / HKD +32,,,,,,21,14,11,2500,[4000],2500,700 (490),350 (175),,,,,,,,,,,,SF6_Manon_5mp_mk.png,SF6_Manon_5mp_mk_hitbox.png,"Pulls opponent close to Manon for a strike/throw mixup on hit (but also easily punishable on block); always a true blockstring from 5MP; after Punish Counter 5MP, becomes a hard knockdown (HKD +32) that sets up strong oki anywhere on the screen"
23,Normals and Target Combos,ground_normal,manon_4mk_mk,4MK~MK,En Haut,500,14,5,21,39,-3,-11,H,Sp SA,49(17),,,+1,-24,+11,+3,,,23,15,11,2500,[4000],1000,700 (490),350 (175),,,,,,1,1,1,,,,SF6_Manon_4mk_mk.png,"SF6_Manon_4mk_mk_hitbox_preview.png, SF6_Manon_4mk_mk_hitbox_1.png, SF6_Manon_4mk_mk_hitbox_2.png","Forces crouch on hit; 2f blockstring gap when canceled from 4MK, which can be increased by delaying the cancel for different frame trap timings; combos naturally from 4MK unless the TC cancel is delayed; has juggle potential and puts airborne opponents into limited juggle OTG state (useful after a 4MK anti-air); special/DR cancel is delayed until after 3rd active frame; 2nd hit maintains the CH/PC state from the initial 4MK (allows stronger cancel routes and both hits deal Drive damage on PC, but does not apply to Drive Rush starter); CH 4MK~MK cancels into 236LP and PC 4MK~MK cancels into 214KK"
24,Normals and Target Combos,ground_normal,manon_5hp_hp,5HP~HP,Temps Lié,600,5,5,17(19),26(28),+3,-8,LH,-,,,Combo (2 hits),+7 / KD +48,,,,,,25,16,13,5000,[7000],2000,1000 (700),500 (250),,,,1.44 (1.52),,1,1,5,,,,SF6_Manon_5hp_hp.png,SF6_Manon_5hp_hp_hitbox.png,"Pulls opponent close to Manon for a strike/throw mixup on hit, but also easily punishable on block; 2f extra recovery on block; always a true blockstring even when delayed; easily hitconfirmed from 5HP; after Punish Counter 5HP, becomes a knockdown (KD +48 limited juggle state) that can combo into 236KK or SA2; this Punish version has extended range and inflicts damage scaling on the follow-up juggle; can be juggled into after 5HP in some combo routes (e.g. air-to-air j.MP, corner 236KK, 236P~K, or 236PP~K > 4HP)"
25,Normals and Target Combos,ground_normal,manon_2hp_hp,2HP~HP,Allongé,500,4,4,26,33,+1 (KD +17~19),-10,LH,-,,,,+5,,,,,,31,20,13,5000,[7000],2000,1000 (700),500 (250),,,,,,1,1,15,,,,SF6_Manon_2hp_hp.png,"SF6_Manon_2hp_hp_hitbox_preview.png, SF6_Manon_2hp_hp_hitbox_1.png, SF6_Manon_2hp_hp_hitbox_2.png",Causes spike knockdown after 2HP hits an airborne opponent; slightly better KD advantage when opponent is juggled high in the air
26,Drive and Throw,throw,manon_lplk,LPLK,Ouchi Gari,1200 (2040),5,3,23,30,KD +16,-,T,-,,,20% Immediate,HKD +16,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Manon_lplk.png,SF6_Manon_lplk_hitbox.png,Can manually time a throw loop in the corner; Drive Rush also allows an auto-timed meaty throw that can be mixed up with 2MP or 4HP; a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously
27,Drive and Throw,throw,manon_4lplk,4LPLK,Uchi Mata,1200 (2040),5,3,23,30,KD +18,-,T,-,,,20% Immediate,HKD +18,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Manon_4lplk.png,SF6_Manon_lplk_hitbox.png,"Side switches; after corner side switch, can walk for a pseudo throw loop or Drive Rush for a manually timed strike/throw mixup; can get true throw oki vs. wide characters (1f timing vs. Marisa, 2f timing vs. Blanka/E.Honda/Zangief); midscreen, can chase down with DR~5HP but no real strike/throw mixup; a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously"
28,Drive and Throw,drive,manon_hphk,HPHK,Glissade,800,26,2,35,62,KD +35 / Wall Splat KD +65,-3 / Wall Splat HKD +72,LH,-,,200,20% Starter (Hit) 20% Multiplier (Block),"Crumple (Standing +21, Juggle +46, HKD +104)",-35,,,,,,34,25,5000,10000 [15000],-10000,[3000(2100)],,,1-27,,2.500,,0,1,0,,,,SF6_Manon_hphk.png,SF6_Manon_hphk_hitbox.png,See Drive Impact. Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
29,Drive and Throw,drive,manon_6hphk,6HPHK,Écarté (Block),500 recoverable,20,3,26(31),48(53),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000,,,1-22 Full,Break,,1.66,,200,100,1,,,,SF6_Manon_6hphk.png,SF6_Manon_6hphk_hitbox.png,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal.
30,Drive and Throw,drive,manon_6hphk_recovery,6HPHK,Écarté (Recovery),500 recoverable,18,3,26(31),46(51),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000(-10000),,,1-20 Full,Break,,1.66,,200,100,1,,,,SF6_Manon_6hphk.png,SF6_Manon_6hphk_hitbox.png,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze except for a 12f freeze when interacting with the opponent's throw hitbox (this also refunds 1 Drive bar after punishing the throw); see Drive Reversal.
31,Drive and Throw,drive,manon_mpmk,MPMK,Drive Parry,-,1,12 or until released,33(1)(11),45(3),-,-,-,-,,,50% Multiplier (Perfect),,,,,,,,,,,,"-5000,250~",,,6 Full (after Perfect Parry),,,,,,,,,,,SF6_Manon_mpmk.png,SF6_Manon_mpmk_hitbox.png,"See Drive Parry. Perfect Parrying has only 1F of recovery and disables the opponent from canceling their attack. Perfect Parrying projectiles puts you into fixed 11 frames of recovery. After a Perfect Parry, all Super Gauge gain is reduced by 20% and Drive Gauge gain/damage is reduced by 50% for the entire punish combo."
32,Drive and Throw,drive,manon_mpmk_66_pdr,MPMK~66,Parry Drive Rush,-,3+8,-,15(37),26(48),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-10000,,,,,,,,,,,,,,SF6_Manon_66.png,SF6_Manon_66_hitbox.png,"See Drive Rush; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.506 (min/throw), 1.417 (min/block), 2.347 (max/final DR frame)"
33,Drive and Throw,drive,manon_mpmk_66_drc,MPMK or 66,Drive Rush Cancel,-,9,-,15(37),24(46),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-30000,,,,,,,,,,,,,,SF6_Manon_66.png,SF6_Manon_66_hitbox.png,See Drive Rush; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
34,Specials,special,manon_63214lp,63214LP,LP Manège Doré,2000~3700,10,2,49,60,HKD +19,-,T,-,,,,HKD +19,,,,,,,,,,[10000],5000,3000~5000 (2100~3500),,,,,1.529 (1.511),,,,,,,,SF6_Manon_63214lp.png,SF6_Manon_63214lp_hitbox.png,Increases Medal Level by 1 on hit; damage at Medal Lv. 1-5: 2000/2300/2700/3000/3700; Super Gain at Medal Lv. 1-5: 3000/3000/4000/4000/5000; cannot be special canceled into; slowest startup with long range
35,Specials,special,manon_63214mp,63214MP,MP Manège Doré,2000~3700,8,2,51,60,HKD +19,-,T,-,,,,HKD +19,,,,,,,,,,[10000],5000,3000~5000 (2100~3500),,,,,1.374 (1.296),,,,,,,,SF6_Manon_63214mp.png,SF6_Manon_63214mp_hitbox.png,Increases Medal Level by 1 on hit; damage at Medal Lv. 1-5: 2000/2300/2700/3000/3700; Super Gain at Medal Lv. 1-5: 3000/3000/4000/4000/5000; cannot be special canceled into; medium startup with medium range
36,Specials,special,manon_63214hp,63214HP,HP Manège Doré,2000~3700,5,2,54,60,HKD +19,-,T,-,,,,HKD +19,,,,,,,,,,[10000],5000,3000~5000 (2100~3500),,,,,1.144 (1.126),,,,,,,,SF6_Manon_63214hp.png,SF6_Manon_63214hp_hitbox.png,Increases Medal Level by 1 on hit; damage at Medal Lv. 1-5: 2000/2300/2700/3000/3700; Super Gain at Medal Lv. 1-5: 3000/3000/4000/4000/5000; cannot be special canceled into; fastest startup with shortest range
37,Specials,special,manon_63214pp,63214PP,OD Manège Doré,2000~3700,8,2,51,60,HKD +19,-,T,-,,,,HKD +19,,,,,,,,,,[10000],-20000,3000~5000 (2100~3500),,,,,1.524 (1.506),,,,,,,,SF6_Manon_63214pp.png,SF6_Manon_63214pp_hitbox.png,Increases Medal Level by 1 on hit; damage at Medal Lv. 1-5: 2000/2300/2700/3000/3700; Super Gain at Medal Lv. 1-5: 3000/3000/4000/4000/5000; cannot be special canceled into; medium startup with long range
38,Specials,special,manon_236lk,236LK,LK Rond-point,"400,500",9,3(2)2,29,44,+3,-15,LH,SA3 (2nd),23(12*),"100,125",,+7,-34(-29),,,,,"24,34 (39 total)","14,16 (21 total)","6,8",2000x2,[4000],1000x2,"600,750 (420,525)","300,375 (150,187)",5-15 Air (Upper Body),,,1.453 (1st),,"1,1","1,1","0,2",,,,SF6_Manon_236lk.png,"SF6_Manon_236k_hitbox.png, SF6_Manon_236k_hitbox2.png",Strong anti-air but cannot hit cross-up; SA3 cancel occurs on 2nd hit (allows it to combo vs. grounded opponents); the 1st hit can whiff when canceled into at max range (SA3 cancel at this range usually whiffs and has a much shorter hitconfirm window)
39,Specials,special,manon_236mk,236MK,MK Rond-point,"400,600",11,3(3)3,27,46,KD +34,-14,LH,SA3* (1st),13*,"100,150",,KD +34,-28(-27),,,,,,22 total,"6,8",2000x2,[4000],1000x2,"600,750 (420,525)","300,375 (150,187)",7-19 Air (Upper Body),,,1.633 (1st),,"1,1","1,1","0,2",,,,SF6_Manon_236mk.png,SF6_Manon_236mk_hitbox.png,Strong anti-air but cannot hit cross-up; SA3 cancel is only useful if the attack is absorbed by armor; puts opponents into limited juggle state (very high anti-air is required for a follow-up juggle); the 1st hit tends to whiff when canceled into at max range
40,Specials,special,manon_236hk,236HK,HK Rond-point,400x2,14,3(3)3,22(24),44(46),KD +37,-11,LH,SA3 (1st),13,100x2,,KD +37,-25(-24),,,,,,22 total,"6,10",2000x2,[4000],1000x2,"600,750 (420,525)","300,375 (150,187)",9-22 Air (Upper Body),,,1.833 (1st),,"1,1","1,1","0,2",,,,SF6_Manon_236hk.png,SF6_Manon_236hk_hitbox.png,Strong anti-air but cannot hit cross-up; the 1st hit can combo into SA3 vs. grounded opponents (causes SA3 to incur 15% immediate damage scaling instead of the usual 5%); the final 2 recovery frames can be canceled into any special or super on hit (allows for better juggles); puts opponents into limited juggle state with a higher float state than other meterless versions (but still requires an airborne hit to combo into a follow-up)
41,Specials,special,manon_236kk,236KK,OD Rond-point,"500,300",8,4(2)3,25(30),41(46),KD +45,-19,LH,SA2 SA3,28 / 15 (1st),100x2,,KD +45,-31(-30),,,,,,20 total,"8(10),10",2000x2,[4000],-20000,"600,750 (420,525)","300,375 (150,187)",4-16 Air,,,1.48 (1st),,"1,1","1,1","1,2",,,,SF6_Manon_236kk.png,"SF6_Manon_236kk_hitbox.png, SF6_Manon_236kk_hitbox2.png","Strong anti-air with an enormous hitbox, but cannot hit cross-up; 2nd hit does 400 damage if 1st hit whiffs; the final 5 recovery frames can be canceled into any special or super on hit (allows for better juggles); puts opponents into limited juggle state (has consistent juggle follow-ups); 1st hit can combo into SA3 when canceled (causes SA3 to incur 15% immediate damage scaling instead of the usual 5%); 2nd hit juggles into SA2 when canceled (SA3 cancel only useful if attack is absorbed by armor); the 1st hit has extra range against grounded opponents"
42,Specials,special,manon_214lk,214LK,LK Dégagé,"300,700",16,2(10)4,36,67,KD +21,-24,L,-,,"75,175",,KD +21,-38,,,,,,28(16),"2,11",2000x2,[4000x2],"500,1000",400x2 (280x2),200x2 (100x2),,,,3.23 (2.691),,"1,1","1,1","5,6",,,,SF6_Manon_214lk.png,"SF6_Manon_214lk_hitbox_preview.png, SF6_Manon_214lk_hitbox_1.png, SF6_Manon_214lk_hitbox_2.png","Long range low attack that can catch opponents by surprise, but very unsafe if blocked; can be juggled into; leaves opponent close for follow-up oki even midscreen"
43,Specials,special,manon_214mk,214MK,MK Dégagé,"400,800",16,4(14)6,22 land,61,KD +33,-13,LH,-,,"100,200",,KD +33,-26,,,,,,33(15),"8,12",2500x2,[4000x2],1000x2,400x2 (280x2),200x2 (100x2),,,15-39 (FKD),3.614 (2.751),,"1,1","1,1","5,6",,,,SF6_Manon_214mk.png,"SF6_Manon_214mk_hitbox.png, SF6_Manon_214mk_hitbox2.png","Long range tool for combos and punishes, leading to great corner carry"
44,Specials,special,manon_214hk,214HK,HK Dégagé,1000,20(21),3,24,46,+3,-9,H,-,,250,,+7,-24,,,,,29,17,13,4000,[5000],3000,800 (560),400 (200),9-19 Lower Body,,,2.893,,1,1,5,,,,SF6_Manon_214hk.png,SF6_Manon_214hk_hitbox.png,Forces crouch on hit; 1st active frame can only hit airborne opponents (functionally 21f startup); works as a low crush but not actually airborne
45,Specials,special,manon_214kk,214KK,OD Dégagé,800,22(23),3,22,46,+6(+7),-3,H,-,,200,20% Starter,+10(+11),-23(-22),,,,,31,22(21),13,4000,[5000],-20000,800 (560),400 (200),11-24 Throw,,9-21 (FKD),2.919 (2.395),,1,1,5,,,,SF6_Manon_214kk.png,SF6_Manon_214kk_hitbox.png,1st active frame cannot hit crouching opponents (functionally 23f as an overhead); 1f better advantage on hit vs. crouching (allows links into 5MP/2MP for improved damage and oki); blockstun is reduced by 1f on active frames 2-3 (still -3 if stand blocked on frame 23)
46,Specials,special,manon_236lp,236LP,LP Renversé,"50,(1300~1900)",22,2,37,60,HKD +15,-23,LH,SA3 (1st),13,13,,HKD +15,-37,,,,,20/-,16,5(10),2000,[8000],"1000,(2000)",2150~4150 (1505~2905),75 (37),3-21 Projectile,,,1.882 (1.858),,,,3,,,,SF6_Manon_236lp.png,SF6_Manon_236lp_hitbox.png,Hitgrab that works in combos/juggles and can be blocked; total damage at Medal Lv. 1-5: 1350/1500/1650/1800/1950; Super Gain on Hit at Medal Lv. 1-5: 2150/2150/3150/3150/4150; 1st hit Super Gain is only 150 self / 105 opponent regardless of Medal Level; increases Medal Level by 1 on hit; 1st hit restands juggled opponents and allows a cancel into SA3
47,Specials,special,manon_236mp,236MP,MP Renversé,"100,(1300~1900)",25,2,34,60,HKD +15,-20,LH,SA3 (1st),13,25,,HKD +15,-34,,,,,20/-,16,5(10),2000,[8000],"1000,(2000)",2150~4150 (1505~2905),75 (37),3-24 Projectile,,,2.202 (2.178),,,,3,,,,SF6_Manon_236mp.png,SF6_Manon_236mp_hitbox.png,Hitgrab that works in combos/juggles and can be blocked; total damage at Medal Lv. 1-5: 1400/1550/1700/1850/2000; Super Gain on Hit at Medal Lv. 1-5: 2150/2150/3150/3150/4150; 1st hit Super Gain is only 150 self / 105 opponent regardless of Medal Level; increases Medal Level by 1 on hit; 1st hit restands juggled opponents and allows a cancel into SA3
48,Specials,special,manon_236hp,236HP,HP Renversé,"200,(1300~1900)",29,2,30,60,HKD +15,-16,LH,SA3 (1st),13,50,,HKD +15,-30,,,,,20/-,16,5(10),2000,[8000],"1000,(2000)",2150~4150 (1505~2905),75 (37),3-28 Projectile,,,2.377 (2.353),,,,3,,,,SF6_Manon_236hp.png,SF6_Manon_236hp_hitbox.png,Hitgrab that works in combos/juggles and can be blocked; total damage at Medal Lv. 1-5: 1500/1650/1800/1950/2100; Super Gain on Hit at Medal Lv. 1-5: 2150/2150/3150/3150/4150; 1st hit Super Gain is only 150 self / 105 opponent regardless of Medal Level; increases Medal Level by 1 on hit; 1st hit restands juggled opponents and allows a cancel into SA3
