character_slug,move_id,move_name,input,move_group,hitconfirm_window,hitstun,blockstun,hitstop,punish_adv,perf_parry_adv,dr_cancel_hit,dr_cancel_blk,after_dr_hit,after_dr_blk,invuln,armor,airborne,jug_start,jug_increase,jug_limit,proj_speed,atk_range,super_gain_blk,notes_sc
ryu,ryu_013_j_lp,Jumping Light Punch,j.LP,normals,-,13,9,9,+8(+13),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,0.80,150 (75),Can be used as a fuzzy instant overhead
ryu,ryu_014_j_lk,Jumping Light Kick,j.LK,normals,-,14,10,9,+9(+14),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,0.55,150 (75),Cross-up
ryu,ryu_015_j_mp,Jumping Medium Punch,j.MP,normals,-,"15,17 (19)","11,13 (15)","8,10",+14(+17),-5 (-2),-,-,-,-,-,-,-,"1,1 Air","1,1","6,7",-,0.85,125x2 (62x2),"Both hits are cancelable to Air Tatsu and put airborne opponents into a limited juggle state; if 1st hit is stand blocked, the 2nd hit will not hit overhead against crouch block; lower body projectile invuln 8-22f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
ryu,ryu_016_j_mk,Jumping Medium Kick,j.MK,normals,-,17,13,11,+12(+17),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,1.15,250 (125),"Cross-up; lower body projectile invuln 7-20f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
ryu,ryu_017_j_hp,Jumping Heavy Punch,j.HP,normals,-,19,15,13,+12(+19),-9 (-2),-,-,-,-,-,-,-,1,0,0,-,1.06,500 (250),Spike knockdown on counter hit/Punish Counter vs. airborne opponents; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
ryu,ryu_018_j_hk,Jumping Heavy Kick,j.HK,normals,-,19,15,13,+13(+19),-8 (-2),-,-,-,-,-,-,-,1,0,0,-,1.20,500 (250),Strong jump-in from mid to long range; lower body projectile invuln 10-17f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
ryu,ryu_019_6_mp,Collarbone Breaker,6MP,command_normals,-,"17,25 (26)","17,19 (20)","8,10",+7,-21,-,-,+7,+3,-,-,-,1,"1,1","0,0",-,1.701 (1.552),125x2 (62x2),Counter-hit/Punish Counter/Drive Rush frame advantage applies to both hits; 2nd hit is no longer an overhead if the first hit connects; up to +5 on hit with meaty timing for a meterless combo extension
ryu,ryu_020_6_hp,Solar Plexus Strike,6HP,command_normals,-,"25,25 (27)","8,22 (24)","10,12",+10,-19,-,-,+10,+7,-,-,-,"0,1","0,1","0,0",-,1.877 (1.728),250x2 (125x2),"2 hits; good forward-moving combo starter and pressure tool; if 1st hit connects on an extended hurtbox, becomes +6 on Counter-hit or +8 on Punish Counter; Counter-hit/Punish Counter frame advantage applies to both hits; can be very advantageous if 1st hit trades with a light normal; 1st hit puts opponent into free juggle state so that the 2nd hit connects (to prevent Ryu from being punishable)"
ryu,ryu_021_4_hp,Short Uppercut,4HP,command_normals,17,30(22),16,13,+5,-27,+20,+6,+5,-9,-,-,-,1,1,0,-,0.88,500 (250),Forces stand on hit; only 1st active frame is cancelable; () refers to hit/block recovery on 1st active frame only; extremely short range makes it finicky in combos; 8f less hitstun on active frames 2-4 (can be punishable with meaty timing)
ryu,ryu_023_6_hk,Whirlwind Kick,6HK,command_normals,19,26,20,13,+6,-22,-,-,+6,0,-,-,-,1,1,1,-,1.924,500 (250),Cancelable to regular/OD Air Tatsu on hit/block; Low Crush on frames 13-20 (not airborne); high pushback on block; puts airborne opponents into limited juggle state; good juggle option after midscreen OD High Blade Kick for corner carry and oki; proximity guard box begins on frame 2 and reaches the maximum attack range (prevents opponents from walking back out of the attack startup)
ryu,ryu_026_mp_lk_hk,Fuwa Triple Strike 2,5MP~LK~HK,command_normals,-,-,16,13,KD +36,-22,-,-,-,-,-,-,-,1,-,-,-,-,500 (250),(refers to scaled damage); 6f gap before HK on block; cancels to Denjin Charge by inputting 2P on hit only (KD Adv. +7)
ryu,ryu_027_2_3_6_lp,Hadoken,236LP,specials,4,34,27,8,+6,-21,-,-,-,-,-,-,-,1 air,1,1,0.055,-,300 (150),1-hit projectile; puts airborne opponents into limited juggle state
ryu,ryu_028_2_3_6_mp,Hadoken,236MP,specials,4,34,27,8,+4,-23,-,-,-,-,-,-,-,1 air,1,1,0.070,-,300 (150),1-hit projectile; puts airborne opponents into limited juggle state
ryu,ryu_029_2_3_6_hp,Hadoken,236HP,specials,4,34,27,8,+2,-25,-,-,-,-,-,-,-,1 air,1,1,0.085,-,300 (150),1-hit projectile; puts airborne opponents into limited juggle state
ryu,ryu_031_2_3_6_p_p,Hadoken,236PP,specials,12,-,28 total,"9,9",KD +54,-7,-,-,-,-,-,-,-,1,"1,2","1,6",0.112,-,150x2 (75x2),2-hit OD projectile; puts opponent into limited juggle state on hit
ryu,ryu_033_6_2_3_lp,Shoryuken,623LP,specials,17,-,22,15(13),KD +38,-41,-,-,-,-,1-14 Air,-,7-35 (FKD),1,1,5(7),-,0.906 (1st),500 (250),Has juggle potential; puts opponent into limited juggle state (can juggle after a high corner anti-air); cannot hit cross-up; does reduced damage and higher juggle limit on active frames 4-10 (weaker as a high-connect anti-air)
ryu,ryu_034_6_2_3_mp,Shoryuken,623MP,specials,17,-,22,15(13),KD +34,-50,-,-,-,-,1-9 Air,-,8-45 (FKD),1,1,5(7),-,0.966 (1st),500 (250),Has juggle potential; cannot hit cross-up; does reduced damage and higher juggle limit on active frames 4-10 (weaker as a high-connect anti-air)
ryu,ryu_035_6_2_3_hp,Shoryuken,623HP,specials,22,-,22,20(13),KD +37(+29),-57,-,-,-,-,1-8 Air,-,9-50 (FKD),1,1,5(7),-,1.186 (1st),500 (250),"Has juggle potential; cannot hit cross-up; does reduced damage and higher juggle limit on active frames 3-10 (weaker as a high-connect anti-air); higher knockdown advantage on the first 2 active frames (+37 refers to 1st active frame, +29 refers to anti-air with 3rd active frame; actual advantage varies based on height/distance)"
ryu,ryu_037_2_1_4_lk,Tatsumaki Senpu-kyaku,214LK,specials,-,-,21,15,KD +35,-33,-,-,-,-,-,-,5-28 (FKD),4,4,3,-,1.96 (1.84),600 (300),Can hit crouching opponents
ryu,ryu_043_2_3_6_lk,High Blade Kick,236LK,specials,22,-,20,15,KD +42~46,-26(-22),-,-,-,-,-,-,-,1,1,10,-,1.962 (1.751),700 (350),"Puts opponent into limited juggle state on hit; sets up auto-timed safe jump against cornered opponents; can combo when canceled from any normal except 5LP; the last 2 active frames have identical range (the listed best-case frame advantage is when spaced at max range, active frame 5)"
ryu,ryu_044_2_3_6_mk,High Blade Kick,236MK,specials,25,-,20,15,KD +40~46,-26(-20),-,-,-,-,-,-,-,1,1,10,-,2.162 (1.951),700 (350),"Puts opponent into limited juggle state on hit; can be spaced safely due to its range and high active frame count; 3 extra recovery frames on whiff; the last 3 active frames have identical range (the listed best-case frame advantage is when spaced at max range, active frame 7)"
ryu,ryu_045_2_3_6_hk,High Blade Kick,236HK,specials,30,-,21,20,KD +96~102 Tumble,-22(-16),-,-,-,-,-,-,-,1,1,10,-,2.612 (1.969),700 (350),"Puts opponent into limited juggle state on hit (can follow up with 623MP, 623PP, or SA3 in corner); Punish Counter tumble state can be hit OTG; has great range and forward movement, making it a useful poke in neutral; the last 3 active frames have identical range (the listed best-case frame advantage is when spaced at max range, active frame 7)"
ryu,ryu_046_2_3_6_k_k,High Blade Kick,236KK,specials,27,-,20,20,Wall Bounce +49(65),-36,-,-,-,-,-,-,-,1,2,10,-,2.062 (1.851),600 (300),"Wall Bounce into limited juggle state on hit; if close to corner, opponent flies over Ryu's head"
ryu,ryu_047_2_1_4_lp,Hashogeki,214LP,specials,24,26,20,15,KD +59 Spin,-22,-,-,-,-,-,-,-,1 air,1,2,-,-,400 (200),"Strike hitbox but can nullify 1-hit meterless projectiles; puts opponent into spinning juggle state on counter-hit/Punish Counter; excellent Burnout pressure tool (+1 on block, but increased pushback against Burnout)"
ryu,ryu_048_2_1_4_mp,Hashogeki,214MP,specials,23,25,17,15,KD +58 Spin,-21,-,-,-,-,-,-,-,1 air,1,2,-,-,400 (200),Strike hitbox but can nullify 1-hit meterless projectiles; puts opponent into spinning juggle state on counter-hit/Punish Counter
ryu,ryu_051_2_1_4_p_p,Hashogeki,214PP,specials,22,29,29,15,+7,-24,-,-,-,-,-,-,-,1 air,1,1,-,-,450 (225),Strike hitbox but can nullify 1-hit OD projectiles or any meterless projectiles; great pressure tool
ryu,ryu_053_2_2_p,Denjin Charge,22P,specials,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Charges up next fireball-based move (Hadoken, Hashogeki, SA1, SA2) into a more powerful Denjin version; Ryu is in a counter-hit state for the entire animation; gains the Denjin charge on frame 50; can only store 1 stock at a time (does not persist between rounds); can also be performed after 5HP~HK or 5MP~LK~HK (on hit) by inputting 2P"
ryu,ryu_054_2_3_6_2_3_6_p,Shinku Hadoken,236236P,super_arts,-,-,56 total,8x5,KD +26,-25,-,-,-,-,1-8 Strike/Throw,Break,-,"1x4,100","1x4,100",99x5,0.15,-,-10000,5-hit Super projectile; button strength does not affect projectile speed; opponent cannot jump over projectile after Super freeze if within ~1/2 screen; can be preformed even when an OD Hadoken is on screen
ryu,ryu_055_2_3_6_2_3_6_p,Denjin Hadoken,236236P,super_arts,-,-,59 total,"4x7,0 (5x7,8)",KD +27,+5,-,-,-,-,1-8 Strike/Throw,Break,-,"1x7,100","1x7,100",99x8,0.24,-,-10000,8-hit Super projectile; button strength does not affect projectile speed; opponent cannot jump over projectile after Super freeze if within ~1/2 screen; consumes Denjin stock for slightly more damage and KD Advantage; can be performed even when an OD Hadoken is on screen
ryu,ryu_056_2_1_4_2_1_4_p,Shin Hashogeki Lv.1,214214P,super_arts,-,-,25,18,KD +20,-43,-,-,-,-,1-13 Full,Break,-,1,1,99,-,-,-20000,"Can hold the button to charge to a higher level for more damage (in exchange for less invincibility); if button is held up to 5f after Super freeze, this invuln is extended up to the 2nd active frame (up to 18f); strike hitbox; Burnout chip damage does not changed based on charge level"
ryu,ryu_059_2_1_4_2_1_4_p,Denjin Hashogeki Lv.1,214214P,super_arts,-,-,25,18,KD +20,-43,-,-,-,-,1-13 Full,Break,-,1,1,99,-,-,-20000,"Can hold the button to charge to a higher level for more damage (in exchange for less invincibility); if button is held up to 5f after Super freeze, this invuln is extended up to the 2nd active frame (up to 18f); strike hitbox; Burnout chip damage does not changed based on charge level; consumes Denjin stock for slightly more damage"
ryu,ryu_064_5_6_lplk,Shoulder Throw,LPLK,throws,-,-,-,-,HKD +17,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,Has access to corner throw loops without walking or dashing (whiff 5LP or manually time the next throw); a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously
ryu,ryu_065_4_lplk,Somersault Throw,4LPLK,throws,-,-,-,-,HKD +11,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,Side switches; no throw/strike oki after back throwing opponent into corner; a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously
ryu,ryu_068_hphk,Shingeki,HPHK,system,-,-,34,25,"Crumple (Standing +21, Juggle +46, HKD +104)",-35,-,-,-,-,-,1-27,-,0,1,0,-,2.541,-,See Drive Impact . Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
ryu,ryu_069_6_hphk,Chest Strike (Block),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-22 Full,Break,-,200,100,1,-,1.675,-,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal .
ryu,ryu_070_6_hphk,Chest Strike (Recovery),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-20 Full,Break,-,200,100,1,-,1.675,-,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze; see Drive Reversal .
ryu,ryu_074_6_6,Parry Drive Rush,MPMK~66,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"See Drive Rush ; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.525 (min/throw), 1.878 (min/block), 3.628 (max/final DR frame)"
ryu,ryu_075_6_6_5_6_mpmk,or 66 Drive Rush Cancel,MPMK,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,See Drive Rush ; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
