character_slug,move_id,move_name,input,move_group,hitconfirm_window,hitstun,blockstun,hitstop,punish_adv,perf_parry_adv,dr_cancel_hit,dr_cancel_blk,after_dr_hit,after_dr_blk,invuln,armor,airborne,jug_start,jug_increase,jug_limit,proj_speed,atk_range,super_gain_blk,notes_sc
aki,aki_011_2_hp,Xiu She,2HP,normals,-,-,23,13,HKD +49,-29,-,-,KD +27,-4,-,-,-,1,1,2,-,1.923,500 (250),"Hitbox does not move during active frames (cannot space to make it safer in neutral); very disjointed hitbox, but easily punished in neutral; has some juggle potential"
aki,aki_012_2_hk,Crouching Heavy Kick,2HK,normals,20 SA,26,23,13,KD +48 Spin,-24,-,-,+4,+1,-,-,-,1,1,2,-,1.601,500 (250),"Upper body and kicking leg are anti-air invuln 10-15f (during active frames); decent anti-air but cannot hit cross-up; puts airborne opponents into limited juggle state on Counter-hit/Punish Counter; Punish Counter puts grounded opponents into limited juggle state; has high juggle potential, causing an air reset; Super cancel is delayed until after 2nd active frame; extends a hurtbox 1f before active that is vulnerable to projectiles"
aki,aki_013_j_lp,Jumping Light Punch,j.LP,normals,-,13,9,9,+6(+13),-9 (-2),-,-,-,-,-,-,-,1,1,0,-,0.68,150 (75),Can be used as a fuzzy instant overhead
aki,aki_014_j_lk,Jumping Light Kick,j.LK,normals,-,14,10,9,+8(+14),-8 (-2),-,-,-,-,-,-,-,1,1,0,-,1.14,150 (75),Cross-up; good air-to-air (A.K.I.'s longest horizontal jump-in)
aki,aki_015_j_mp,Jumping Medium Punch,j.MP,normals,-,15,11,11,+13(+15),-4 (-2),-,-,-,-,-,-,-,2,2,1,-,0.93,250 (125),"Puts airborne opponents into limited juggle state; useful air-to-air but aims very high; lower body projectile invuln 7-22f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
aki,aki_016_j_mk,Jumping Medium Kick,j.MK,normals,-,17,13,11,+8(+17),-11 (-2),-,-,-,-,-,-,-,1,1,0,-,1.03,250 (125),Solid jump-in attack; can be used as a fuzzy instant overhead (opponent must be in Burnout for true blockstring); lower body projectile invuln 7-20f except around the attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
aki,aki_017_j_hp,Jumping Heavy Punch,j.HP,normals,-,19,15,13,+9(+19),-12 (-2),-,-,-,-,-,-,-,1,0,0,-,0.99,500 (250),Causes spike knockdown vs. airborne opponents on Counter-hit/Punish Counter; strong jump-in that doesn't extend hurtbox before active frames; lower body projectile invuln 11-23f except around the attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
aki,aki_018_j_hk,Jumping Heavy Kick,j.HK,normals,-,19,15,13,+12(+19),-9 (-2),-,-,-,-,-,-,-,1,0,0,-,1.23 (1.13),500 (250),Good jump-in that doesn't extend hurtbox as much as j.HP; lower body projectile invuln 8-19f except around the attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
aki,aki_019_3_mp,Pu Lao,3MP,command_normals,-,24,18,11,+7,-19,-,-,+7,+1,-,-,-,1,1,0,-,1.440,250 (125),Relatively slow overhead that leads to combos with meaty timing or Drive Rush
aki,aki_020_6_hp,Chi Wen,6HP,command_normals,17,26,19,13,+7,-22,-,-,+7,0,-,-,-,1,1,0,-,2.162 (2.076),500 (250),1f extra recovery on whiff; great poke that is safe on block due to pushback; hitconfirmable into Super
aki,aki_023_lp_lp,Hun Dun,5LP~LP,command_normals,32~33 (13),18,16,10,+5,-17,+6,+4,-,-,-,-,-,1,1,1,-,-,200 (100),"2f extra recovery on block; 2nd LP can be input with any non-crouching direction; () refers to scaled damage from 5LP combo starter; has a 3f blockstring gap between hits; combos into 236LP/MP/HP, 214HP, 214PP, or close range 214LP; Sinister Slide cancel: +6/+4; DR cancel is delayed until after 1st recovery frame"
aki,aki_024_hp_hp,Qiong Qi,5HP~HP,command_normals,-,-,17,13,KD +34[+54],-,-,-,-,-,-,-,-,1,1,4,-,-,300 (150),"5f extra recovery on block; poisons the opponent on hit; triggers Toxic Blossom, launching opponent into limited juggle state; always a true blockstring even at max delay; hitconfirmable from 5HP"
aki,aki_025_2_1_4_lp,Nightshade Pulse,214LP,specials,4 SA,31,26,(8),-1,-25,-,-,-,-,-,-,-,1,1,1,0.04,-,300 (150),Slow-moving 1-hit projectile; can be extremely plus on hit/block from longer ranges or when used with meaty timing; poisons the opponent on hit; extended arm hurtbox is projectile invincible 16-41f; 6P follow-up can be input on frames 30-36 (detonates bubble if it hasn't yet collided with opponent); cancelable into 236KK from frame 36 until end of recovery (can help avoid punishes or advance forward for pressure)
aki,aki_026_6_p,Nightshade Chaser,214LP~6P,specials,8[13] SA,32,20,3[8(13)],0 [KD +38],-34(-25),-,-,-,-,-,-,-,[1],1,6,-,-,300 (150),"Poisons opponent on hit; refers to the non-burst version (projectile dissipates, causing the whip to strike the opponent rather than the bubble); [] refers to data when whip connects during Toxic Blossom, causing a limited juggle state; the whip is a 1-hit projectile that will detonate the 214LP bubble if still active on-screen (despite being a projectile, a perfect parry gives screen freeze like a strike); at close range, there is a 1f gap between the projectile and whip on block (can be delayed to create frame traps from farther ranges)"
aki,aki_027_2_1_4_p_p,Nightshade Pulse,214PP,specials,12 SA,-,30 total,"(7,6)",KD +45,-7,-,-,-,-,-,-,-,"0,1","0,2","2,2","0.02 (1-3f), 0.04 (4f~)",-,150x2 (75x2),Slow-moving 2-hit OD projectile; can be extremely plus on block from longer ranges or when used with meaty timing; poisons the opponent on hit; 2nd hit knocks opponent into limited juggle state; extended arm hurtbox is projectile invincible 16-36f; 6P follow-up can be input on frames 34-35 (detonates bubble if both hits haven't yet collided with opponent); cancelable into 236KK on frames 32-33 (can help avoid punishes)
aki,aki_028_6_p,Nightshade Chaser,214PP~6P,specials,10[15] SA,-,20,3[8(13)],KD +25 [KD +41~44],-31(-22),-,-,-,-,-,-,-,[1],1,6,-,-,300 (150),"Poisons opponent on hit; refers to the non-burst version (projectile dissipates, causing the whip to strike the opponent rather than the bubble); [] refers to data when whip connects during Toxic Blossom; the whip is a projectile that will detonate the 214PP bubble if still active on-screen (despite being a projectile, a perfect parry gives screen freeze like a strike)"
aki,aki_031_2_1_4_mp,Orchid Spring,214MP,specials,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Places a pool of poison on the ground that poisons the opponent; poison cannot be blocked, and is constantly reapplied as long as the opponent is in close proximity; cannot use another 214MP until the first one has dissipated (can exist alongside SA2 poison pool, but the poison damage does not stack between them); A.K.I. is in a counter-hit state for entire 46f attack animation"
aki,aki_033_2_3_6_lp,Serpent Lash,236LP,specials,16[17],24,15,12[13],KD +55[+61] Crumple,-27(-25),-,-,-,-,-,-,-,1 / [1] [-1 PC],1,3,-,-,300 (150),Strike hitbox with 1-hit projectile durability; poisons opponent on hit; [Toxic Blossom] hit launches opponent into a limited juggle state (can follow up with corner 236HP from close range); 6f extra recovery on whiff; slightly better frame advantage from longer ranges; extended arm is projectile invincible 13-16f; sets up a strong corner safe jump on Toxic Blossom hit but requires sacrificing the extra juggle; Punish Counter crumple puts opponent into limited juggle state (cannot follow up with grounded combo); Toxic Blossom PC juggle gives much stronger juggle follow-ups midscreen
aki,aki_034_2_3_6_mp,Serpent Lash,236MP,specials,16[17],-,18,12[13],KD +44 [Crumple +69],-28,-,-,-,-,-,-,-,1 / [-1 ground],1,2,-,-,300 (150),"Strike hitbox with 1-hit projectile durability; poisons opponent on hit; [Toxic Blossom] causes limited juggle crumple state on grounded hit, and a higher juggle (KD +60~72) on airborne hit; cannot hit crouching opponents (close-range hitbox can hit extended vertical hurtbox); can hit standing opponents from close range only; has a good anti-air hitbox but slow startup; sets up a strong corner safe jump on non-TB hit"
aki,aki_035_2_3_6_hp,Serpent Lash,236HP,specials,17[16],-,18,15,KD +44 [KD +53],-36,-,-,-,-,6-16 Air,-,-,1 / [1],5 / [2],2,-,-,300 (150),Strike hitbox (no projectile clash); poisons opponent on hit; [Toxic Blossom] causes a higher launch on hit; no head hurtbox on frames 4-8; semi-low profile 9-30f (crouch height); only 1st active frame can realistically hit grounded opponents at close range; can anti-air vs. cross-ups; sets up a strong safe jump on non-TB hit midscreen or in the corner (must use cross-up j.2HP if opponent does not back rise midscreen)
aki,aki_036_2_3_6_p_p,Serpent Lash,236PP,specials,[73],-,16,10,+8 [Crumple +75],-28(-25),-,-,-,-,-,-,-,2 / [-1],1,1,-,-,250 (125),"Strike hitbox with 1-hit OD projectile durability; poisons opponent on hit; A.K.I. pulls herself toward opponent on hit (fully invincible during pull animation); [Toxic Blossom] causes crumple on grounded hit (+5 before opponent becomes airborne, or +9 on Punish Counter) and resets the juggle counter vs. airborne opponents (free juggle state); only the [Toxic Blossom] follow-up is Super cancelable; slightly better block advantage if spaced out (cannot hit on final active frame in neutral, as hitbox doesn't move after 4th active frame); extended arm is projectile invincible 20-25f (great anti-projectile tool due to speed and range); Counter-hit/Punish Counter bonus advantage carries through the follow-up hit; mid-combo damage scaling does not apply to Toxic Blossom version; refunds 2000 Drive gauge on Toxic Blossom hit (after spending the initial 20000, so it will not prevent Burnout if A.K.I. has just under 2 Drive bars)"
aki,aki_041_2_3_6_lk,Snake Step,236LK,specials,-,-,-,-,-,-,-,-,-,-,8-37 Upper Body Projectile,-,-,-,-,-,-,-,-,Feint (starts moving forward before retreating); counter-hit state for entire move duration; 8-13f semi-low profile (crouch height); 14-37f low profile; 14-36f crouching state (4f forced standing after recovery unless a crouching attack is input); Distance: -0.965
aki,aki_042_2_3_6_mk,Snake Step,236MK,specials,-,-,-,-,-,-,-,-,-,-,9-38 Upper Body Projectile,-,-,-,-,-,-,-,-,Stays on same side; counter-hit state for entire move duration; semi-low profile (crouch height) 9-15f and 39f; crouching state 14f until end of recovery; low profile 16-38f; Distance: 1.94
aki,aki_046_p,Venomous Fang,2PP~P,specials,-,-,20,13,KD +20(34) [Crumple +67(81)],-43(-29),-,-,-,-,"Projectile 1-19 (Upper Body), 20-33 (Full)",-,19-33 (FKD),1 / [-1 ground],1,5,-,-,500 (250),"During Sinister Slide; poisons the opponent on hit; triggers Toxic Blossom for a crumple state vs. grounded opponents, or a tumbling OTG state vs. airborne opponents; low profile 1-17f; low crush 20-31f; good anti-zoning tool, but can lose to slower projectiles at some ranges; sets up high damage punish combos (but does not combo naturally when canceled from any grounded normals)"
aki,aki_049_2_3_6_2_3_6_k,Deadly Implication,236236K,super_arts,-,-,25,,KD +30,-69,-,-,-,-,1-12 Strike/Throw,Break,-,1,"0,99",99,-,1.853,-10000,"Poisons opponent on hit; good anti-air hitbox but cannot hit cross-up; transition to a cinematic on hit; very short horizontal range; if SA1 trades with a projectile right as it hits, opponent will be launched into a high limited juggle float state, allowing a follow-up juggle"
aki,aki_050_2_1_4_2_1_4_p,Tainted Talons,214214P,super_arts,-,-,116~121 total,-,KD +30,-19(-55),-,-,-,-,-,Break,-,"0,99","0,99",99,-,-,-20000,"No invincibility; Super-priority projectile hitboxes; button strength determines distance (LP close/mid range, MP mid range to full screen, HP full screen); poisons the opponent on hit; creates a pool that lasts 700f, poisoning opponent while in close proximity; reapplies poison as long as opponent is close to pool; pool placement depends on button strength used; poison pool moves forward after MP/HP versions; SA2 poison pool can exist simultaneously with 214MP pool (poison does not stack); MP version can be used to counter projectiles (if too far, may drop out; if too close, A.K.I. will be hit before projectile dissipates); heavier versions can whiff if used from close range, especially vs. crouching; opponent cannot Drive Reversal until the 2nd to last hit (right before poison detonation)"
aki,aki_051_2_3_6_2_3_6_p,Claws of Ya Zi,236236P,super_arts,-,-,25,13,HKD +30,-59,-,-,-,-,1-12 Full,Break,-,-,-,99,-,1.948,-30000,Cannot hit cross-up; cinematic time regenerates ~2.2 Drive bars for A.K.I.
aki,aki_052_2_3_6_2_3_6_p,Claws of Ya Zi,236236P,super_arts,-,-,25,13,HKD +21,-59,-,-,-,-,1-12 Full,Break,-,-,-,99,-,1.948,-30000,Cannot hit cross-up; available at 25% HP or below; cinematic time regenerates ~2.2 Drive bars for A.K.I.
aki,aki_054_4_lplk,Gluttony,4LPLK,throws,-,-,-,-,HKD +20,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Side switch; after corner side switch, can Drive Rush for a true strike/throw mixup (auto-timed 5MP becomes +11 oH / +5 oB); a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
aki,aki_057_hphk,Zao Chi,HPHK,system,-,-,34,25,"Crumple (Standing +21, Juggle +46, HKD +104)",-35,-,-,-,-,-,1-27,-,0,1,0,-,2.50,-,See Drive Impact . Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
aki,aki_058_6_hphk,Feng Shi (Block),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-22 Full,Break,-,200,100,1,-,1.978,-,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal .
aki,aki_059_6_hphk,Feng Shi (Recovery),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-20 Full,Break,-,200,100,1,-,1.978,-,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze; see Drive Reversal .
aki,aki_063_6_6,Parry Drive Rush,MPMK~66,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"See Drive Rush ; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelabe into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.907 (min/throw), 2.437 (min/block), 4.049 (max/final DR frame)"
aki,aki_064_6_6_5_6_mpmk,or 66 Drive Rush Cancel,MPMK,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,See Drive Rush ; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelabe into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
