character_slug,move_id,move_name,input,move_group,hitconfirm_window,hitstun,blockstun,hitstop,punish_adv,perf_parry_adv,dr_cancel_hit,dr_cancel_blk,after_dr_hit,after_dr_blk,invuln,armor,airborne,jug_start,jug_increase,jug_limit,proj_speed,atk_range,super_gain_blk,notes_sc
luke,luke_012_2hk,Trench Breaker,2HK,normals,-,-,20,13,HKD +47,-25,-,-,KD +40,-5,-,-,-,1,1,2,-,1.661,500 (250),Has juggle potential; has a fixed 26f recovery on block regardless of which active frame connects (always -9 oB even when meaty)
luke,luke_013_j_lp,Jumping Light Punch,j.LP,normals,-,13,9,9,+9(+13),-6 (-2),-,-,-,-,-,-,-,1,1,0,-,1.01,150 (75),
luke,luke_014_j_lk,Jumping Light Kick,j.LK,normals,-,14,10,9,+9(+14),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,0.55,150 (75),Cross-up
luke,luke_015_j_mp,Jumping Medium Punch,j.MP,normals,-,15,11,11,+13(+15),-4 (-2),-,-,-,-,-,-,-,1,10,4,-,1.01,250 (125),"Puts airborne opponents into limited juggle state; has some juggle potential; can significantly delay the cancel into j.214P, allowing unique combos after pf.214[LP]; lower body projectile invuln 9-22f (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
luke,luke_016_j_mk,Jumping Medium Kick,j.MK,normals,-,17,13,11,+12(+17),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,1.09,250 (125),Cross-up; lower body projectile invuln 7-20f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
luke,luke_017_j_hp,Jumping Heavy Punch,j.HP,normals,-,19,15,13,+10(+19),-11 (-2),-,-,-,-,-,-,-,1,0,0,-,0.92,500 (250),Spike knockdown on counter-hit/Punish Counter vs. airborne opponents; good close range jump-in and neutral jump throw bait tool; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
luke,luke_018_j_hk,Jumping Heavy Kick,j.HK,normals,-,19,15,13,+12(+19),-9 (-2),-,-,-,-,-,-,-,1,0,0,-,1.13,500 (250),"Better horizontal range than j.HP for long-range jumps; lower body projectile invuln 10-19f except around attack hitbox, and 10-24f for lowest part of foot hurtbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
luke,luke_019_6mp,Rawhide,6MP,command_normals,-,25,21,11,+6,-21,-,-,+6,+1,-,-,-,1,1,4,-,1.373 (1.293),250 (125),Causes spike knockdown vs. airborne opponents; has some juggle potential
luke,luke_020_4hp,Suppressor,4HP,command_normals,17,26,20,13,+7,-21,+16,+10,+7,+1,-,-,-,1,1,0,-,1.08 (1.019),500 (250),Pulls back hurtbox frames 5-12 for an auto-shimmy tool (also very strong when used out of Drive Rush)
luke,luke_021_4hk,Outlaw Kick,4HK,command_normals,-,32,22,13,+17 Stagger,-23,-,-,+8,+1,-,-,-,1,1,0,-,1.487,500 (250),"Whiffs on crouching opponents at farther ranges unless they extend a vertical hurtbox; puts airborne opponents into spinning limited juggle state; no head hurtbox during active frames, making it a useful anti-air; after DR~4HK on block, Luke is at the edge of throw range and can also threaten with 2LK~2LP to punish walk back, or 2LP to beat reversal 4f normals; extends a hurtbox 1f before active that is vulnerable to projectiles"
luke,luke_022_6hp,Brutal Spike,6HP,command_normals,23,21,15,13,+7,-16,-,-,+7,+1,-,-,-,1,1,0,-,1.90,250 (125),4f extra recovery on whiff; 5f gap on block into TC follow-up
luke,luke_023_6hp_hp,Double Impact,6HP~HP,target_combos,47(15),-,17,12,KD +20,-34,KD +46,+7,-,-,-,-,-,1,1,1,-,-,250 (125),5f gap on block between hits
luke,luke_024_5lp_mp,Triple Impact,5LP~MP,target_combos,36,22,15,10,+2,-,-,-,-,-,-,-,-,1,1,0,-,-,200 (100),() refers to scaled damage when starting combo with 5LP
luke,luke_025_5lp_mp_hp,Triple Impact 2,5LP~MP~HP,target_combos,59,-,16,11,KD +27,-,KD +46,+5,-,-,-,-,-,-,-,-,-,-,200 (100),() refers to scaled damage when starting combo with 5LP; puts opponent into limited juggle state; special/DR cancel is delayed until after 2nd active frame
luke,luke_026_5mp_mp,Snapback Combo,5MP~MP,target_combos,39,25,17,5,+4,-,-,-,-,-,-,-,-,1,1,0,-,-,150 (75),Useful buffer from 5MP in neutral that can end with Super or the full Target Combo sequence; Super cancel is delayed until after 4th recovery frame
luke,luke_027_2mk_2hp,Nose Breaker,2MK~2HP,target_combos,-,30,20,12,+6,-,-,-,-,-,-,-,-,1,1,0,-,-,300 (150),
luke,luke_028_5mp_mp_mp,Snapback Combo 2,5MP~MP~MP,target_combos,60,25,17,5,-2,-,-,-,-,-,-,-,-,-,-,-,-,-,150 (75),() refers to scaled damage
luke,luke_029_5mp_mp_mp_mp,Snapback Combo 3,5MP~MP~MP~MP,target_combos,-,-,17,13,KD +34,-,-,-,-,-,-,-,-,-,-,-,-,-,250 (125),() refers to scaled damage; full sequence builds significant Drive gauge; knockdown grants a perfect meaty Dash + 5HK (+1 on Block even vs. midscreen Back Rise)
luke,luke_030_236lp_sand_blast,Sand Blast,236LP,specials,4,31,26,8,+1,-23,-,-,-,-,-,-,-,1,1,5,"0.12 (14-15f), 0.42 (16-18f)",-,300 (150),"1-hit projectile, travels ~48% screen length; [] refers to projectile active time"
luke,luke_031_236mp_sand_blast,Sand Blast,236MP,specials,4,31,26,8,+4,-20,-,-,-,-,-,-,-,1,1,5,"0.12 (17-18f), 0.42 (19-23f)",-,300 (150),"1-hit projectile, travels ~66% screen length; [] refers to projectile active time"
luke,luke_032_236hp_sand_blast,Sand Blast,236HP,specials,4,31,26,8,+7,-17,-,-,-,-,-,-,-,1,1,5,"0.12 (20-21f), 0.42 (22-29f)",-,300 (150),"1-hit projectile, travels ~91% screen length; [] refers to projectile active time"
luke,luke_033_236pp_sand_blast_od,Sand Blast,236PP,specials,8 SA / 16 follow-up,-,23,"5,6",KD +41,-3,-,-,-,-,-,-,-,"0,1","0,3","7,8","0.12 (16-17f), 0.42 (18f~)",-,150x2 (75x2),"2-hit OD projectile, full screen length; puts opponent into limited juggle state; can follow up with PP for 1 extra Drive bar; extends a projectile invuln hurtbox on frames 19-36 (more vulnerable to ranged jumps and anti-projectile moves)"
luke,luke_034_236pp_pp_fatal_shot,Fatal Shot,236PP~PP,specials,-,-,39~43 total,10,KD +46~58,-32,-,-,-,-,-,-,-,1,0,11,0.2,-,500 (250),"1-hit OD projectile; costs 1 extra Drive bar; () refers to scaled damage after 236PP connects; causes a wallsplat on hit (can combo near the corner, or whiff 236K~P to safely gain ground); extends a projectile invuln hurtbox on frames 10-32 (more vulnerable to ranged jumps and anti-projectile moves)"
luke,luke_035_214lp_flash_knuckle,LP Flash Knuckle,214LP,specials,17(19*),-,16,15,KD +32,-32,-,-,-,-,-,-,-,1,1,4,-,1.77 (1.618),250 (125),Puts opponent into limited juggle state (will only combo to Super unless opponent is juggled very high); late cancel into SA3 will drop; no head hurtbox on frames 6-17 for improved anti-air
luke,luke_036_214lp_flash_knuckle_hold,LP Flash Knuckle (hold),214[LP],specials,-,-,21 total,"15,5",KD +54,-27,-,-,-,-,-,-,-,"0,3","0,3","2,2",-,1.669 (1.618),"250,50 (125,25)",Puts opponent into limited juggle state; active frames 3-4 can nullify normal 1-hit projectiles; canceling to SA3 will cause juggle to whiff; 1f more recovery on hit/block; no head hurtbox on frames 6-29 for improved anti-air
luke,luke_037_214lp_flash_knuckle_perfect,LP Flash Knuckle (perfect),PF.214[LP],specials,-,-,18 total,"15,5",KD +56,-24,-,-,-,-,-,-,-,"0,3","0,3","2,2",-,1.169 (1.118),"250,100 (125,50)",Hold LP 18-20f for perfect version; launches opponent high into a limited juggle state; active frames 3-4 can nullify normal 1-hit projectiles; canceling to SA3 will cause juggle to whiff; 1f more recovery on hit/block; no head hurtbox on frames 6-29 for improved anti-air
luke,luke_038_214mp_flash_knuckle,MP Flash Knuckle,214MP,specials,16,33,22,12,+7,-28,-,-,-,-,-,-,-,1 air,1,7,-,2.184 (1.943),350 (175),"Leaves opponent standing on hit, very slightly out of throw range; knocks airborne opponents far away into a limited juggle state"
luke,luke_039_214mp_flash_knuckle_hold,MP Flash Knuckle (hold),214[MP],specials,20,-,27 total,"12,5",KD +54(+67),-28,-,-,-,-,-,-,-,1,"1,0","7,8",-,2.006 (1.943),"350,50 (175,25)",Wall Bounce on hit for a limited juggle state; active frames 3-4 can nullify normal 1-hit projectiles; higher KD Adv when farther from wall (opponent may bounce over Luke's head if too close to the wall); SA3 cancel only juggles properly in corner; 1f more recovery on hit/block; cannot combo naturally when canceled from 2HP
luke,luke_040_214mp_flash_knuckle_perfect,MP Flash Knuckle (perfect),PF.214[MP],specials,18,-,27 total,"12,5",KD +53(+66),-28,-,-,-,-,-,-,-,1,"1,0","7,8",-,2.006 (1.943),"350,100 (175,50)",Hold MP 18-20f for perfect version; Wall Bounce on hit for a limited juggle state; active frames 3-4 can nullify normal 1-hit projectiles; higher KD Adv. when farther from wall (opponent may bounce over Luke's head if too close to the wall); SA3 cancel only juggles properly in corner; 1f more recovery on hit/block; perfect timing allows natural combo from 2HP cancel
luke,luke_041_214hp_flash_knuckle,HP Flash Knuckle,214HP,specials,19,-,20,15,KD +42,-22,-,-,-,-,-,-,-,1,1,10,-,2.422 (2.226),400 (200),Puts opponent into limited juggle state (can only juggle into canceled SA3); worse KD advantage vs. airborne opponents (+31 when juggled after 5LP~MP~HP); can cancel into SA3 on reaction if opponent attempts a Drive Impact; pulls back hurtbox on frames 5-15
luke,luke_042_214hp_flash_knuckle_hold,HP Flash Knuckle (hold),214[HP],specials,25,-,32 total,"15 / 17,5",KD +64,-26,-,-,-,-,-,-,-,"1,1","1,1","10,11",-,2.422 (2.336),"400,150 (200,75)",1f extra recovery on hit/block; active frames 3-4 can nullify normal 1-hit projectiles; cancelable into SA3 on reaction if opponent attempts a Drive Impact; pulls back hurtbox on frames 5-25
luke,luke_043_214hp_flash_knuckle_perfect,HP Flash Knuckle (perfect),PF.214[HP],specials,30,-,32 total,"15 / 17,5",KD +64,-26,-,-,-,-,-,-,-,"1,1","1,1","10,11",-,2.422 (2.336),"400,200 (200,100)",Hold HP 18-20f for perfect version; active frames 3-4 can nullify normal 1-hit projectiles; 1f more recovery on hit/block; cancelable into SA3 on reaction if opponent attempts a Drive Impact; pulls back hurtbox on frames 5-25
luke,luke_044_214pp_flash_knuckle_od,OD Flash Knuckle,214PP,specials,14 (1st) / 47 (2nd),-,20,"10,15",KD +62,-40,-,-,-,-,-,-,-,"0,4","0,4","3,4",-,1.907 (1.809),250 (125),"Puts opponent into limited juggle state; active frames 3-4 can nullify normal 1-hit projectiles; listed recovery is for blocked/whiffed version (on hit, automatically transitions to 2nd hit); 1st hit is cancelable into PP follow-up for 1 extra Drive bar on hit only; can juggle directly into any Super (canceling into Super will cause SA3 to whiff; SA2 will whiff on final cancelable frame)"
luke,luke_046_214pp_pp_ddt,DDT,214PP~PP,specials,-,-,-,-,HKD +12,-,-,-,-,-,-,-,-,-,-,10,-,-,-,"Costs 1 extra Drive bar on 214PP 1st hit only (cannot activate on block or when armor absorbed); leaves Luke close enough to walk in for a strike/throw mixup; counts as a separate hit from 214PP for damage scaling; in juggles, only connects on opponents low to the ground and will not come out if opponent is juggled higher"
luke,luke_047_j214p_aerial_flash_knuckle,Aerial Flash Knuckle,j.214P,specials,-,-,18,15,KD ~,-28(-13),-,-,-,-,-,-,Until Land (FKD),1,1,15,-,1.185 (1.061),400 (200),"Can be input during forward/neutral jump (or back jump when canceled from j.MP); 7f extra landing recovery on whiff if input during the first 32 jump frames; Luke is in a crouching state from 4th landing recovery frame onward; improved frame advantage when done lower to the ground, and spaced out at farther ranges; can only be up to -1 on block if not precisely spaced; can partially charge the attack and release early for better juggle advantage after 214[LP]"
luke,luke_048_j214p_aerial_flash_knuckle_hold,Aerial Flash Knuckle (hold),j.214[P],specials,-,-,18,15,KD ~,-46(-32),-,-,-,-,-,-,Until Land (FKD),1,1,15,-,1.82 (1.49),400 (200),Can be input during forward/neutral jump (or back jump when canceled from j.MP); the final 12 recovery frames are in a crouching state; puts the opponent into a limited juggle state (can follow-up with 623LP if opponent is juggled at max height)
luke,luke_049_j214pp_aerial_flash_knuckle_od,Aerial Flash Knuckle,j.214PP,specials,-,-,18,20,KD ~,-49(-37),-,-,-,-,-,-,Until Land (FKD),1,1,2,-,1.77 (1.51),400 (200),Can be input during forward/neutral jump (or back jump when canceled from j.MP); the final 12 recovery frames are in a crouching state; puts the opponent into a limited juggle state; kara-canceling the startup with j.214P~PP can affect Luke's trajectory and frame advantage
luke,luke_050_236k_avenger,Avenger,236K,specials,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Follow-up P or K can be input on frames 12-32; Luke is in a counter-hit state for entire duration
luke,luke_051_236kk_avenger_od,Avenger,236KK,specials,-,-,-,-,-,-,-,-,-,-,-,3-35,-,-,-,-,-,-,-,Armor does not apply to follow-up attacks; follow-up P or K can be input up to frame 32; follow-up can start immediately after armor hit freeze without waiting for any additional Avenger startup frames to occur; Luke is in a Punish Counter state for entire duration
luke,luke_052_236k_p_no_chaser,No Chaser,236K~P,specials,27,-,20,15,KD +32(+41),-24(-15),-,-,-,-,-,-,-,1,20,10,-,2.79 (2.14) (+Run),500 (250),"Puts opponent into limited juggle state; very late connect to juggle into 623LP/MP, SA1, or SA2 (otherwise, can only cancel into SA3)"
luke,luke_053_236kk_p_no_chaser_od,No Chaser,236KK~P,specials,27,-,20,15,KD +32(+41),-24(-15),-,-,-,-,-,-,-,1,20,10,-,2.79 (2.14) (+Run),625 (312),"Puts opponent into limited juggle state; very late connect to juggle into 623LP/MP, SA1, or SA2 (otherwise, can only cancel into SA2 or SA3); midscreen, later active frames canceled into SA2 will whiff"
luke,luke_054_236k_k_impaler,Impaler,236K~K,specials,-,-,25,15,KD +30(+35),-26(-21),-,-,-,-,-,-,4-19 (FKD),1,1,10,-,3.32 (2.65) (+Run),600 (300),First 2 active frames can only hit airborne opponents; 3rd active frame hits grounded and gives the best KD Advantage (cannot hit meaty to allow a follow-up juggle); Luke is in a crouching state for entire recovery duration; puts opponents into limited juggle state; 5f extra recovery on whiff
luke,luke_055_236kk_k_impaler_od,Impaler,236KK~K,specials,-,-,22,15,KD +38(+43),-23(-18),-,-,-,-,-,-,4-19 (FKD),1,1,10,-,3.35 (2.97) (+Run),625 (312),First 2 active frames can only hit airborne opponents; Luke is in a crouching state for entire recovery duration; puts opponent into limited juggle state
luke,luke_056_623lp_rising_uppercut,Rising Uppercut,623LP,specials,-,-,17,15,KD +28,-42,-,-,-,-,1-14 Air,-,7-36 (FKD),1(5),1(5),15(17),-,0.86 (1st),400 (200),Reduced damage and higher juggle start/increase/limit on active frames 3-10; cannot hit cross-up; does not juggle into SA3 despite being cancelable; much higher juggle limit than other versions of Rising Uppercut (useful in corner juggles)
luke,luke_057_623mp_rising_uppercut,Rising Uppercut,623MP,specials,-,-,17,15,KD +28,-44,-,-,-,-,1-8 Air,-,8-39 (FKD),1(5),1(5),5(7),-,1.174 (1st),400 (200),Reduced damage and higher juggle start/increase/limit on active frames 3-10; cannot hit cross-up; does not juggle into SA3 despite being cancelable
luke,luke_058_623hp_rising_uppercut,Rising Uppercut,623HP,specials,-,-,17,20,KD +29,-48,-,-,-,-,1-9 Air,-,11-43 (FKD),1(5),1(5),5(7),-,1.094 (1st),400 (200),Reduced damage and higher juggle start/increase/limit on active frames 2-10; cannot hit cross-up; does not juggle into SA3 despite being cancelable
luke,luke_060_623pp_pp_slam_dunk,Slam Dunk,623PP~PP,specials,-,-,-,13,KD +14,-,-,-,-,-,-,-,-,10,10,50,-,-,-,Follow-up on hit only for 1 additional Drive bar; can whiff against high juggled opponent; counts as a separate hit for damage scaling
luke,luke_061_sa1_236236p,Vulcan Blast,236236P,super_arts,-,-,74 total,"8x3,10,1",KD +17(+30),-29,-,-,-,-,1-6 Strike/Throw,Break,-,-,"0x4,99",99,-,-,-10000,"5 hit Super projectile, first 4 hits travel 65% screen, final hit goes fullscreen; higher KD Adv. when farther from wall; extends a projectile-vulnerable hurtbox during startup frames 2-5 (more difficult to use as an anti-fireball tool)"
luke,luke_062_sa2_214214p,Eraser,214214P,super_arts,-,-,25,"7 / 10x3,2x5,3,45",KD +2,-52,-,-,-,-,1-7 Full,Break,-,-,-,99,-,1.16 (1.06),-20000,"Extremely fast super that works well in juggles; in the corner, gives Luke an auto-timed strike/throw mixup; on hit, the animation is not invincible until the very end (can be hit by delayed projectiles like Kimberly Spraycan or JP Amnesia orbs); Full Dmg distribution: 300x3,200x6,700"
luke,luke_063_sa3_236236k,Pale Rider,236236K,super_arts,-,-,25,2,HKD +18,-65,-,-,-,-,1-13 Full,Break,-,-,-,99,-,3.799 (1.684),-30000,"Luke runs forward; active frames occur upon reaching the opponent or on frame 27 (whichever occurs first) but invincibility is not extended when far from opponent; has juggle potential; on block, bounces away with a fixed recovery period (whiff recovery is 26f slower); cinematic time regenerates ~2 Drive bars for Luke; takes opponent to Memphis"
luke,luke_064_ca_236236k,Pale Rider (CA),236236K,super_arts,-,-,25,2,HKD +18,-65,-,-,-,-,1-13 Full,Break,-,-,-,99,-,3.799 (1.684),-30000,"Luke runs forward; active frames occur upon reaching the opponent or on frame 27 (whichever occurs first) but invincibility is not extended when far from opponent; has juggle potential; on block, bounces away with a fixed recovery period (whiff recovery is 26f slower); cinematic time regenerates ~2.3 Drive bars for Luke; available at 25% HP or below; does not take opponent to Memphis"
luke,luke_065_forward_throw,Sweeper,LPLK,throws,-,-,-,-,HKD +19,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Has access to corner throw loop, requires walking with manual timing (4f timing leniency to beat reversal 4f buttons); a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
luke,luke_066_back_throw,Scrapper,4LPLK,throws,-,-,-,-,HKD +14,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Side switches; no throw oki after back throwing opponent into corner, but can threaten with meaty strikes; a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
luke,luke_069_drive_impact,Muzzle Flash,HPHK,system,-,-,34,25,"Crumple (Standing +21, Juggle +46, HKD +104)",-35,-,-,-,-,-,1-27,-,0,1,0,-,2.450,-,See Drive Impact . Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
luke,luke_070_drive_reversal_guard,Battering Ram (Block),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-22 Full,Break,-,200,100,1,-,1.385,-,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal .
luke,luke_071_drive_reversal_wakeup,Battering Ram (Recovery),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-20 Full,Break,-,200,100,1,-,1.385,-,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze; see Drive Reversal .
luke,luke_075_parry_drive_rush,Parry Drive Rush,MPMK~66,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"See Drive Rush ; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.817 (min/throw), 2.499 (min/block), 3.461 (max/final DR frame)"
luke,luke_076_cancel_drive_rush,or 66 Drive Rush Cancel,MPMK,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,See Drive Rush ; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
