official_row_order,official_category,official_move_name,official_input_display,official_input_signature,official_input_family,startup,active,recovery,damage,on_hit,on_block,cancel,match_status,match_method,candidate_count,supercombo_move_id,supercombo_move_type,supercombo_input,supercombo_name,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_hit_advantage,supercombo_block_advantage,supercombo_cancel,supercombo_damage,field_comparisons_json
11,通常技,しゃがみ強P（突き上げアッパー）,key-d key-plus icon_punch_h 強,2HP,2HP,8,8-11,24,800,3,-7,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ken_2hp,ground_normal,2HP,Crouching Heavy Punch,8,4,24,+3,-7,Sp SA,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""8-11"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""24"", ""official_raw"": ""24"", ""supercombo"": ""24"", ""supercombo_raw"": ""24""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
12,通常技,しゃがみ強K （回転足払い）,key-d key-plus icon_kick_h 強,2HK,2HK,8,8-10,※24,900,D,-10,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,ken_2hk,ground_normal,2HK,Low Spinning Sweep,8,3,24(27),KD +40,-10,-,900,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""8-10"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""※24"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""24"", ""supercombo_raw"": ""24(27)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
13,通常技,ジャンプ弱P （肘打ち）,（ジャンプ中に） icon_punch_l 弱,j.LP,j.LP,5,5-11,着地後3,300,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ken_jlp,air_normal,j.LP,Jumping Light Punch,5,7,3 land,+9,+5,-,300,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""5-11"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}"
14,通常技,ジャンプ弱K （ひざ蹴り）,（ジャンプ中に） icon_kick_l 弱,j.LK,j.LK,6,6-11,着地後3,300,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ken_jlk,air_normal,j.LK,Jumping Light Kick,6,6,3 land,+5(+10),+1(+6),-,300,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6-11"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}"
15,通常技,ジャンプ中P （ストレート）,（ジャンプ中に） icon_punch_m 中,j.MP,j.MP,6,6-9,着地後3,700,,,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ken_jmp,air_normal,j.MP,Jumping Medium Punch,6,4,3 land,+9(+11),+5(+7),Sp,700,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""6-9"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""700"", ""official_raw"": ""700"", ""supercombo"": ""700"", ""supercombo_raw"": ""700""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}"
16,通常技,ジャンプ中K （ひざ落とし）,（ジャンプ中に） icon_kick_m 中,j.MK,j.MK,7,7-12,着地後3,500,,,,unmatched,,0,,,,,,,,,,,,{}
17,通常技,ジャンプ強P （打ち下ろしストレート）,（ジャンプ中に） icon_punch_h 強,j.HP,j.HP,9,9-14,着地後3,800,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ken_jhp,air_normal,j.HP,Jumping Heavy Punch,9,6,3 land,+7(+15),+3(+11),-,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""9-14"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}"
18,通常技,ジャンプ強K （飛び蹴り）,（ジャンプ中に） icon_kick_h 強,j.HK,j.HK,10,10-16,着地後3,800,,,,unmatched,,0,,,,,,,,,,,,{}
19,通常技,垂直ジャンプ強K （飛び旋風脚）,（垂直ジャンプ中に） icon_kick_h 強,j.HK,j.HK,6,6-11,着地後3,900,,,,unmatched,,0,,,,,,,,,,,,{}
20,特殊技,奮迅脚,icon_kick icon_kick,KK,KK,,,全体 45,0,,,,unmatched,,0,,,,,,,,,,,,{}
21,特殊技,急停止,（奮迅脚中に） icon_kick_l 弱,5LK,5LK,,,全体 16,0,,,,matched,exact_input+family_input+same_family+category_move_type,1,ken_5lk,ground_normal,5LK,Standing Light Kick,5,2,12,0,-2,Sp SA,300,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""official_uncomparable"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""0"", ""official_raw"": ""0"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 16"", ""reason"": ""official_uncomparable"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}, ""startup"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""official_uncomparable"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}"
22,特殊技,紫電カカト落とし,（奮迅脚中に） icon_kick_m 中,5MK,5MK,18,18-20,20,1000,3,-3,SA3,matched,exact_input+family_input+same_family+category_move_type+active_duration_match+recovery_match,1,ken_5mk,ground_normal,5MK,Standing Medium Kick,8,3,20,+3,-5,SA TC,600,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""18-20"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""1000"", ""official_raw"": ""1000"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""20"", ""official_raw"": ""20"", ""supercombo"": ""20"", ""supercombo_raw"": ""20""}, ""startup"": {""comparable"": true, ""match"": false, ""official"": ""18"", ""official_raw"": ""18"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
23,特殊技,踏み込み前蹴り,（奮迅脚中に） icon_kick_h 強,5HK,5HK,10,10-13,20,800,3,-4,SA,matched,exact_input+family_input+same_family+category_move_type+damage_match,1,ken_5hk,ground_normal,5HK,Standing Heavy Kick,12,2,23(25),+1,-5,-,800,"{""active_duration"": {""comparable"": true, ""match"": false, ""official"": ""4"", ""official_raw"": ""10-13"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": false, ""official"": ""20"", ""official_raw"": ""20"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""23"", ""supercombo_raw"": ""23(25)""}, ""startup"": {""comparable"": true, ""match"": false, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}}"
24,特殊技,顎撥二連,icon_punch_m 中 arrow_3 icon_punch_h 強,5MP~HP,5MP~HP,11,11-13,27,400,D,-14,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ken_5mp_hp,ground_normal,5MP~HP,Chin Buster,11,3,27,KD +28,-14,Sp SA,400,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""11-13"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""400"", ""official_raw"": ""400"", ""supercombo"": ""400"", ""supercombo_raw"": ""400""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""27"", ""official_raw"": ""27"", ""supercombo"": ""27"", ""supercombo_raw"": ""27""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}"
25,特殊技,閃光連脚 （2段目）,icon_kick_m 中 arrow_3 icon_kick_m 中,5MK~MK,5MK~MK,11,11-12,27,400,D,-12,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,ken_5mk_mk,ground_normal,5MK~MK,Triple Flash Kicks 1,11,2,27,KD +28,-12,TC,400(320),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""11-12"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": false, ""official"": ""400"", ""official_raw"": ""400"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""400"", ""supercombo_raw"": ""400(320)""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""27"", ""official_raw"": ""27"", ""supercombo"": ""27"", ""supercombo_raw"": ""27""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}"
26,特殊技,閃光連脚 （3段目）,icon_kick_m 中 arrow_3 icon_kick_m 中 arrow_3 icon_kick_h 強,5MK~MK~HK,5MK~MK~HK,13,13-15,28,700,D,-11,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,ken_5mk_mk_hk,ground_normal,5MK~MK~HK,Triple Flash Kicks 2,13,3,28,KD +32(30),-11(-32),-,700(490),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""13-15"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": false, ""official"": ""700"", ""official_raw"": ""700"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""700"", ""supercombo_raw"": ""700(490)""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""28"", ""official_raw"": ""28"", ""supercombo"": ""28"", ""supercombo_raw"": ""28""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""13"", ""official_raw"": ""13"", ""supercombo"": ""13"", ""supercombo_raw"": ""13""}}"
27,必殺技,弱 波動拳,key-d key-dr key-r key-plus icon_punch_l 弱,236LP,236P,16,,全体 49,600,-1,-7,SA3,matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,ken_236lp,special,236LP,Hadoken,16,-,33,-1,-7,SA3,600,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 49"", ""reason"": ""official_uncomparable"", ""supercombo"": ""33"", ""supercombo_raw"": ""33""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""16"", ""official_raw"": ""16"", ""supercombo"": ""16"", ""supercombo_raw"": ""16""}}"
28,必殺技,中 波動拳,key-d key-dr key-r key-plus icon_punch_m 中,236MP,236P,14,,全体 49,600,-3,-9,SA3,matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,ken_236mp,special,236MP,Hadoken,14,-,35,-3,-9,SA3,600,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 49"", ""reason"": ""official_uncomparable"", ""supercombo"": ""35"", ""supercombo_raw"": ""35""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""14"", ""official_raw"": ""14"", ""supercombo"": ""14"", ""supercombo_raw"": ""14""}}"
29,必殺技,強 波動拳,key-d key-dr key-r key-plus icon_punch_h 強,236HP,236P,12,,全体 49,600,-5,-11,SA3,matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,ken_236hp,special,236HP,Hadoken,12,-,37,-5,-11,SA3,600,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 49"", ""reason"": ""official_uncomparable"", ""supercombo"": ""37"", ""supercombo_raw"": ""37""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""12"", ""official_raw"": ""12"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}}"
30,必殺技,OD 波動拳,key-d key-dr key-r key-plus icon_punch icon_punch,236PP,236PP,12,,全体 40,800,2,-2,SA2,matched,exact_input+family_input+same_family+category_move_type+startup_match,1,ken_236pp,special,236PP,Hadoken,12,-,28,+2,-2,SA2 SA3,400x2,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": false, ""official"": ""800"", ""official_raw"": ""800"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""400x2""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 40"", ""reason"": ""official_uncomparable"", ""supercombo"": ""28"", ""supercombo_raw"": ""28""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""12"", ""official_raw"": ""12"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}}"
31,必殺技,弱 昇龍拳,key-r key-d key-dr key-plus icon_punch_l 弱,623LP,623P,5,5-14,21+着地後12,※1100,D,-23,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,3,ken_623lp,special,623LP,Shoryuken,5,10,21+12 land,KD +33,-23,SA3,1100(800),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""5-14"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""damage"": {""comparable"": false, ""official"": """", ""official_raw"": ""※1100"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""1100"", ""supercombo_raw"": ""1100(800)""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""21+land:12"", ""official_raw"": ""21+着地後12"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""21+land:12"", ""supercombo_raw"": ""21+12 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}"
