row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes
11,Normals and Target Combos,ground_normal,m.bison_2mk,2MK,Crouching Medium Kick,500,8,3,19,29,-2,-6,L,Sp SA,13,,20% Starter,+2,-20,+8,+4,+2,-2,20,16,9,2000,[4000],1000,500 (350),250 (125),,,,1.482,,1,1,0,,,,SF6_Mbison_2mk.png,SF6_Mbison_2mk_hitbox.png,Solid cancelable low poke; DR cancel is delayed until after active frames; extends a wide hurtbox through the first 9 recovery frames before starting to recede; Range: 1.482
12,Normals and Target Combos,ground_normal,m.bison_2hk,2HK,Shadow Sweep,900,11,3,26,39,KD +29,-12,L,-,,,,HKD +45,-27,,,KD +29,-8,,17,13,4000,[10000],3000,1000 (700),500 (250),,,,1.991,,1,1,5,,,,SF6_Mbison_2hk.png,SF6_Mbison_2hk_hitbox.png,Sweep with good range and hitbox priority; has juggle potential; puts airborne opponents into a limited juggle state (can combo with well-timed Psycho Mine detonation); can be difficult for some characters to punish when well spaced
13,Normals and Target Combos,air_normal,m.bison_jlp,j.LP,Jumping Light Punch,300,5,4,3 land,,+8(+9),+4(+5),H,-,,,,+12(+13),-3(-2),,,,,13,9,9,1500,[2000],500,300 (210),150 (75),,,,1.12,,1,1,0,,,,SF6_Mbison_jlp.png,SF6_Mbison_jlp_hitbox.png,Decent air-to-air
14,Normals and Target Combos,air_normal,m.bison_jmp,j.MP,Jumping Medium Punch,700,8,4,3 land,,+9(+11),+5(+7),H,TC,,,,+13(+15),-4(-2),,,,,15,11,11,3000,[4000],1000,500 (350),250 (125),,,,1.16,,1,1,1,,,,SF6_Mbison_jmp.png,SF6_Mbison_jmp_hitbox.png,"Great air-to-air with a long cancel window into Hell Attack; puts airborne opponents into limited juggle state; lower body projectile invuln 8-22f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
15,Normals and Target Combos,air_normal,m.bison_jhp,j.HP,Jumping Heavy Punch,800,9,6,3 land,,+7(+15),+3(+11),H,-,,,,+11(+19),-10(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,0.92,,1,0,0,,,,SF6_Mbison_jhp.png,"SF6_Mbison_jhp_hitbox_preview.png, SF6_Mbison_jhp_hitbox_1.png, SF6_Mbison_jhp_hitbox_2.png",Good vertical hitbox for close jumps; spike knockdown vs. airborne opponents on Counter-hit/Punish Counter; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
16,Normals and Target Combos,air_normal,m.bison_jlk,j.LK,Jumping Light Kick,300,5,7,3 land,,+5(+10),+1(+6),H,-,,,,+9(+14),-7(-2),,,,,14,10,9,1500,[2000],500,300 (210),150 (75),,,,1.21,,1,1,0,,,,SF6_Mbison_jlk.png,SF6_Mbison_jlk_hitbox.png,Cross-up; decent air-to-air
17,Normals and Target Combos,air_normal,m.bison_jmk,j.MK,Jumping Medium Kick,500,7,7,3 land,,+8(+13),+4(+9),H,-,,,,+12(+17),-7(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,0.63,,1,1,0,,,,SF6_Mbison_jmk.png,SF6_Mbison_jmk_hitbox.png,"Cross-up; lower body projectile invuln 7-20f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
18,Normals and Target Combos,air_normal,m.bison_jhk,j.HK,Jumping Heavy Kick,800,10,6,3 land,,+11(+15),+7(+11),H,-,,,,+15(+19),-6(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.34,,1,0,0,,,,SF6_Mbison_jhk.png,SF6_Mbison_jhk_hitbox.png,Longest horizontal range of Bison's air normals; lower body projectile invuln 10-19f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
19,Normals and Target Combos,ground_normal,m.bison_6hp,6HP,Psycho Hammer,800,22,3,20,44,+3,-3,H,-,,,,+7,-21,,,+7,+1,26,20,13,5000,[7000],2000,1000 (700),500 (250),,,,1.507,,1,1,10,,,,SF6_Mbison_6hp.png,SF6_Mbison_6hp_hitbox.png,Safe overhead with follow-up combos out of Drive Rush; slams airborne opponents down into limited juggle OTG state
20,Normals and Target Combos,ground_normal,m.bison_4hk,4HK,Evil Knee,800,10,4,17,30,+4,+1,LH,Sp SA,18,,,+8,-19,+15,+12,+8,+5,25,22,13,3000,[8000],3000,1000 (700),500 (250),,,,1.075,,1,1,0,,,,SF6_Mbison_4hk.png,SF6_Mbison_4hk_hitbox.png,Forces stand; good combo/pressure/oki tool but short horizontal range; low pushback on hit/block
21,Normals and Target Combos,ground_normal,m.bison_3hk,3HK,Hover Kick,900,15,10,23,47,KD +25(+34),-15(-6),L,-,,,,HKD +41(+50),-31(-22),,,KD +25(+34),-11(-2),,18,13,4000,[10000],3000,1000 (700),500 (250),,,,3.47 (1.753),Slides forward; Range 1.75 on 1st active frame,1,1,5,,,,SF6_Mbison_3hk.png,SF6_Mbison_3hk_hitbox.png,Full-screen slide that can be spaced (but always punishable except vs. Burnout); has juggle potential (not a Hard Knockdown when juggled into); crouching state for entire duration
22,Normals and Target Combos,ground_normal,m.bison_5mp_6hp,5MP~6HP,Shadow Hammer,800,22,3,20,44,+3,-3,H,-,,,,+7,-21,,,,,26,20,13,5000,[7000],2000,500 (350),250 (125),,,,,,1,1,10,,,,SF6_Mbison_6hp.png,SF6_Mbison_5mp_6hp_hitbox.png,"Puts airborne opponents into limited juggle OTG bounce state; combos from 5MP only on CH/PC/DR or with meaty timing; safe on block, but has an interruptible 7f gap on block"
23,Normals and Target Combos,ground_normal,m.bison_5mp_2hk,5MP~2HK,Shadow Spear,700,16,4,20,39,+3,-3,L,-,,,,+7,-22,,,,,27,21,13,3000,[4000],3000,600 (420),300 (150),,,,,,1,1,0,,,,SF6_Mbison_5mp_2hk.png,SF6_Mbison_5mp_2hk_hitbox.png,Safe low ender from 5MP with only a 1f gap on block; can link into light normals when landing as a counter-hit
24,Normals and Target Combos,air_normal,m.bison_jmp_jmp,j.MP~j.MP,Hell Attack,700,7,4,3 land,,-,-,LH,-,,,,,,,,,,,,11,,,1000,500 (350),,,,,,,,2,2,,,,SF6_Mbison_jmp_jmp.png,SF6_Mbison_jmp_jmp_hitbox.png,"Keeps airborne opponents in a limited juggle state after j.MP; can be delayed significantly, giving Bison better advantage to juggle after landing"
25,Drive and Throw,throw,m.bison_lplk,LPLK,Deadly Throw,1200 (2040),5,3,23,30,KD +21,-,T,-,,,20% Immediate,HKD +21,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Mbison_lplk.png,SF6_Mbison_lplk_hitbox.png,"Can dash for auto-timed +2 corner throw loop, or walk for manual timing (better for baiting throw tech); a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously"
26,Drive and Throw,throw,m.bison_4lplk,4LPLK,Death Tower,1200 (2040),5,3,23,30,KD +18,-,T,-,,,20% Immediate,HKD +18,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Mbison_4lplk.png,SF6_Mbison_lplk_hitbox.png,"Side switches; can Drive Rush for oki after throwing opponent into corner (DR~5MP is auto-timed for tick throw or combo), or pressure with ranged normals (no real midscreen oki); a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously"
27,Drive and Throw,drive,m.bison_hphk,HPHK,Hell Twist,800,26,2,35,62,KD +35 / Wall Splat KD +65,-3 / Wall Splat HKD +72,LH,-,,200,20% Starter (Hit) 20% Multiplier (Block),"Crumple (Standing +21, Juggle +46, HKD +104)",-35,,,,,,34,25,5000,10000 [15000],-10000,[3000(2100)],,,1-27,,2.537,,0,1,0,,,,SF6_Mbison_hphk.png,SF6_Mbison_hphk_hitbox.png,See Drive Impact. Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
28,Drive and Throw,drive,m.bison_6hphk,6HPHK,Hell Drive (Block),500 recoverable,20,3,26(31),48(53),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000,,,1-22 Full,Break,,1.66,,200,100,1,,,,SF6_Mbison_6hphk.png,SF6_Mbison_6hphk_hitbox.png,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal.
29,Drive and Throw,drive,m.bison_6hphk_recovery,6HPHK,Hell Drive (Recovery),500 recoverable,18,3,26(31),46(51),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000(-10000),,,1-20 Full,Break,,1.66,,200,100,1,,,,SF6_Mbison_6hphk.png,SF6_Mbison_6hphk_hitbox.png,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze except for a 12f freeze when interacting with the opponent's throw hitbox (this also refunds 1 Drive bar after punishing the throw); see Drive Reversal.
30,Drive and Throw,drive,m.bison_mpmk,MPMK,Drive Parry,-,1,12 or until released,33(1)(11),45(3),-,-,-,-,,,50% Multiplier (Perfect),,,,,,,,,,,,"-5000,250~",,,6 Full (after Perfect Parry),,,,,,,,,,,SF6_Mbison_mpmk.png,SF6_Mbison_mpmk_hitbox.png,"See Drive Parry. Perfect Parrying has only 1F of recovery and disables the opponent from canceling their attack. Perfect Parrying projectiles puts you into fixed 11 frames of recovery. After a Perfect Parry, all Super Gauge gain is reduced by 20% and Drive Gauge gain/damage is reduced by 50% for the entire punish combo."
31,Drive and Throw,drive,m.bison_mpmk_66_pdr,MPMK~66,Parry Drive Rush,-,3+8,-,15(37),26(48),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-10000,,,,,,,,,,,,,,SF6_Mbison_66.png,SF6_Mbison_66_hitbox.png,"See Drive Rush; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.593 (min/throw), 2.650 (min/block), 4.425 (max/final DR frame)"
32,Drive and Throw,drive,m.bison_mpmk_66_drc,MPMK or 66,Drive Rush Cancel,-,9,-,15(37),24(46),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-30000,,,,,,,,,,,,,,SF6_Mbison_66.png,SF6_Mbison_66_hitbox.png,See Drive Rush; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
33,Specials,special,m.bison_psycho_mine,-,Psycho Mine (Detonation),500,300,1,-,,KD,-,LH,-,,125,,KD,,,,,,,30,5,3000,[5000],2000,500 (350),250 (125),,,,,,1,0,99,,,,SF6_Mbison_psycho_mine.png,SF6_Mbison_psycho_mine_hitbox.png,"Projectile hitbox (can be avoided with projectile invuln moves, including some with upper-body invuln); Mine dissipates if Bison is hit; explosion happens automatically 300f after a mine has been planted by the 2nd hit of Backfist Combo; also triggered by Psycho Crusher, Backfist Combo, and Devil Reverse on hit/block (only Backfist Combo triggers the detonation on Perfect Parry); explosion puts opponent into free juggle state or maintains existing juggle state; performing Forward Taunt causes Bison to start a countdown to trigger the explosion; explosion only counts as a hit for damage scaling when the timer expires (not when automatically activated from a special move)"
34,Specials,special,m.bison_46lp,[4]6LP,Psycho Crusher Attack,1200,14,16,24,53,KD +24(+39),-20(-5),LH,SA3,17 SA,300,30% Starter,KD +24(+39),-38(-23),,,,,,20,10,6000,[10000],2000,1200 (840),600 (300),"6-15 Air, 15-29 Projectile (Head/Arm)",,20-29 (FKD),3.917 (1.343),,1,1,10,,,,SF6_Mbison_46lp.png,"SF6_Mbison_46lp_hitbox_1.png, SF6_Mbison_46p_hitbox_2.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when LP is input); 1-hit projectile clash hitbox on frames 14-29"
35,Specials,special,m.bison_46mp,[4]6MP,Psycho Crusher Attack,1400,20,16,24,59,KD +24(+39),-20(-5),LH,SA3,15 SA,350,30% Starter,KD +24(+39),-38(-23),,,,,,20,8,7000,[10000],3500,1300 (910),650 (325),"6-21 Air, 21-35 Projectile (Head/Arm)",,26-35 (FKD),4.15 (1.328),,1,1,10,,,,SF6_Mbison_46lp.png,"SF6_Mbison_46mp_hitbox_1.png, SF6_Mbison_46p_hitbox_2.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when MP is input); 1-hit projectile clash hitbox on frames 20-35"
36,Specials,special,m.bison_46hp,[4]6HP,Psycho Crusher Attack,1600,24,26,24,73,KD +14(+39),-23(+2),LH,SA3,15 SA,400,30% Starter,KD +14(+39),-48(-23),,,,,,27,8,8000,[10000],5000,1500 (1050),750 (375),"6-25 Air, 23-49 Projectile (Head/Arm)",,30-49 (FKD),5.609 (1.353),,1,1,10,,,,SF6_Mbison_46lp.png,"SF6_Mbison_46hp_hitbox_1.png, SF6_Mbison_46p_hitbox_2.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when HP is input); 1-hit projectile clash hitbox on frames 24-49"
37,Specials,special,m.bison_46pp,[4]6PP,Psycho Crusher Attack,"400x2,500 (1300)",16,"7,6,3",20,51,KD +35(+37),-3(-1),LH,SA2* SA3,47/35/24 SA,"100x2,125 (325)",30% Starter,KD +35(+37),-25(-19),,,,,,33/25/20 total,"5,5,15","1500x2,2000 (5000)",[7000],-20000,400x3 (280x3),200x3 (100x3),"6-17 Air, 13-31 Projectile",,20-31 (FKD),4.869 (1.60),,1x4,1x4,10,,,,SF6_Mbison_46pp.png,"SF6_Mbison_46pp_hitbox_preview.png, SF6_Mbison_46pp_hitbox_1.png, SF6_Mbison_46pp_hitbox_2.png, SF6_Mbison_46pp_hitbox_3.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when PP is input); cancel into SA2 does not combo"
38,Specials,special,m.bison_46lp_mine,[4]6LP,Psycho Crusher (Mine),"1200,500 (1700)",14,"14,1",23,53,KD +39(+42),+6,LH,SA3,17 SA,"300,125 (425)",30% Starter,KD +39(+42),-38(-23),,,,,,46 total,"16,15,8","6000,3000 (9000)",[10000],2000x2 (4000),"1200,500 (840,350)","600,250 (425,125)","6-15 Air, 15-29 Projectile (Head/Arm)",,20-29 (FKD),3.917 (1.343),,"1,1","1,1",10,,,,SF6_Mbison_46lp.png,"SF6_Mbison_46lp_hitbox_1.png, SF6_Mbison_46p_hitbox_2.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when LP is input); strike hitbox surrounded by a 1-hit projectile clash hitbox on frames 14-29; detonates Psycho Mine on hit/block (does not trigger on Perfect Parry); puts opponent into limited juggle state (cancel into SA3 connects before Psycho Mine explodes); KD advantage depends on spacing (+41 close range, +42 most mid ranges, +39 on last active frame); useful pressure tool after Backfist Combo due to its block advantage, but is susceptible to Perfect Parry; when Perfect Parried, Bison will usually be airborne as the opponent punishes"
39,Specials,special,m.bison_46mp_mine,[4]6MP,Psycho Crusher (Mine),"1400,500 (1900)",20,"16,1",23,59,KD +39(+42),+6,LH,SA3,15 SA,"350,125 (475)",30% Starter,KD +39(+42),-38(-23),,,,,,46 total,"16,15,8","7000,3000 (10000)",[10000],"3500,2000 (5500)","1300,500 (910,350)","650,250 (325,125)","6-21 Air, 21-35 Projectile (Head/Arm)",,26-35 (FKD),4.15 (1.328),,"1,1","1,1",10,,,,SF6_Mbison_46lp.png,"SF6_Mbison_46mp_hitbox_1.png, SF6_Mbison_46p_hitbox_2.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when MP is input); strike hitbox surrounded by a 1-hit projectile clash hitbox on frames 20-35; detonates Psycho Mine on hit/block (does not trigger on Perfect Parry); puts opponent into limited juggle state (cancel into SA3 connects before Psycho Mine explodes); KD advantage depends on spacing (+41 close range, +42 most mid ranges, +39 on last active frame); useful pressure tool after Backfist Combo due to its block advantage, but is susceptible to Perfect Parry; when Perfect Parried, Bison will usually be airborne as the opponent punishes"
40,Specials,special,m.bison_46hp_mine,[4]6HP,Psycho Crusher (Mine),"1600,500 (2100)",24,"26,1",23,73,KD +46(+51),+5,LH,SA3,15 SA,"400,125 (525)",30% Starter,KD +46(+51),-48(-23),,,,,,55 total,"16,15,9","8000,3000 (11000)",[10000],"5000,2000 (7000)","1500,500 (1050,350)","750,250 (375,125)","6-25 Air, 23-49 Projectile (Head/Arm)",,30-49 (FKD),5.609 (1.353),,"1,1","1,1",10,,,,SF6_Mbison_46lp.png,"SF6_Mbison_46hp_hitbox_1.png, SF6_Mbison_46p_hitbox_2.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when HP is input); strike hitbox surrounded by a 1-hit projectile clash hitbox on frames 24-49; detonates Psycho Mine on hit/block (does not trigger on Perfect Parry); puts opponent into limited juggle state, allowing a follow-up juggle (SA1 midscreen, 214LP/SA3 corner); KD advantage depends on spacing (+46 close range, +51 most mid/far ranges); useful pressure tool after Backfist Combo due to its block advantage, but is susceptible to Perfect Parry; when Perfect Parried, Bison will usually be airborne as the opponent punishes"
41,Specials,special,m.bison_46pp_mine,[4]6PP,Psycho Crusher (Mine),400x4 (1600),16,"7,6,3(1)1",18,51,KD +82(+83),+10,LH,-,,"100x3,125 (425)",30% Starter (OTG - see Notes),KD +82(+83),-25(-19),,,,,,31~46 total,"5,5,12,9","1500x2,2000,3000 (8000)",[7000],-20000,"400x3,1600 (280x3,1120)","200x3,250 (100x3,125)","6-17 Air, 13-31 Projectile",,20-31 (FKD),4.869 (1.60),,3 (Forced),3 (Forced),10,,,,SF6_Mbison_46pp_mine.png,"SF6_Mbison_46pp_hitbox_preview.png, SF6_Mbison_46pp_hitbox_1.png, SF6_Mbison_46pp_hitbox_2.png, SF6_Mbison_46pp_hitbox_3.png","45f charge time (charge lasts 8f after releasing back direction, and must be holding forward when PP is input); strike hitbox (no projectile clash since Bison has full projectile invuln); detonates Psycho Mine on hit/block (does not trigger on Perfect Parry); launches opponent high into a limited juggle state, followed by an OTG bounce; when juggling late on these OTG bounce frames, an extra 10% Immediate Scaling is applied to the follow-ups (but an earlier juggle has no extra scaling); useful pressure tool after Backfist Combo due to its block advantage, but is susceptible to Perfect Parry; when Perfect Parried, Bison will usually be airborne as the opponent punishes; POSSIBLE BUG: on a high airborne connect, the automatic follow-up will not trigger, but explosion still occurs; however, the opponent is still considered to have a Psycho Mine on their body which can be detonated again"
42,Specials,special,m.bison_236lk,236LK,Double Knee Press,"300,500 (800)",13,2(1)2,20(25),37(42),+2(+3),-5(-4),LH,SA3 (1st),16 SA,"75,125 (200)",30% Starter,+6(+7),-28(-19),,,,,27(24),20(17),"12,12","2000,3000 (5000)","[2000,3000]",750x2 (1500),400x2 (280x2),200x2 (100x2),,,,2.362 (2.01),,"1,1","0,1",10,,,,SF6_Mbison_236lk.png,SF6_Mbison_236lk_hitbox.png,5f extra recovery on whiff; Low Crush 7-15f (not airborne); Counter-hit/Punish Counter bonus advantage carries through both hits; strong pressure tool that gives strike/throw mixup on hit while easily spaced safely on block
43,Specials,special,m.bison_236mk,236MK,Double Knee Press,"300,600 (900)",17,2(1)2,20(25),41(46),+3(+4),-5(-4),LH,SA3 (1st),16 SA,"75,150 (225)",20% Starter,+7(+8),-28(-19),,,,,28(25),20(17),"12,12","2000,3000 (5000)","[2000,3000]",1000x2 (2000),500x2 (350x2),250x2 (125x2),,,,2.89 (2.538),,"1,1","0,1",10,,,,SF6_Mbison_236mk.png,SF6_Mbison_236mk_hitbox.png,5f extra recovery on whiff; Low Crush 11-19f (not airborne); Counter-hit/Punish Counter bonus advantage carries through both hits; strong pressure tool that gives strike/throw mixup on hit while easily spaced safely on block
44,Specials,special,m.bison_236hk,236HK,Double Knee Press,"500,700 (1200)",22,2(1)2,20(25),46(51),+3(+4),-4(-3),LH,SA3 (1st),16 SA,"125,175 (300)",,+7(+8),-28(-19),,,,,28(25),21(18),"12,12","2000,3000 (5000)","[2000,3000]",1250x2 (2500),600x2 (420x2),300x2 (150x2),,,,3.286 (2.802),,"1,1","0,1",10,,,,SF6_Mbison_236hk.png,SF6_Mbison_236hk_hitbox.png,"5f extra recovery on whiff; Low Crush 14-24f (not airborne); Counter-hit/Punish Counter bonus advantage carries through both hits; extremely powerful punish starter due to high damage, frame advantage, and lack of damage scaling; strong pressure tool that gives strike/throw mixup on hit while easily spaced safely on block"
45,Specials,special,m.bison_236kk,236KK,Double Knee Press,"250x2,300 (800)",17,2(1)2(17)3,28,69,KD +55,-15,LH,SA2 SA3 (2nd),31 SA,"62x2,75 (199)",Combo (2-hit),KD +55,-51(-29),,,,,,38/35/16 total,"12,12,13",1000x3 (3000),"[1500x2,2000]",-20000,"200x2,600 (140x2,420)","100x2,300 (50x2,150)",,,,4.097 (2.785),,"1,1,3","0,0,2",2,,,,SF6_Mbison_236kk.png,"SF6_Mbison_236kk_hitbox.png, SF6_Mbison_236kk_hitbox_2.png",Low Crush 12-19f (not airborne); puts opponent into limited juggle state; cancel is only useful if the first 2 hits are absorbed by Drive Impact (stronger juggle routes always possible); 3rd hit comes out even on whiff
