category_order,category,row_order,move_name,input_raw_display,input_token_json,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scaling,drive_gain_on_hit,drive_loss_on_block,drive_loss_on_punish_counter,sa_gain,attribute,notes,enrichment_status,enrichment_review_flags,supercombo_match_status,supercombo_match_method,supercombo_candidate_count,supercombo_field_conflicts,supercombo_field_comparisons_json,human_review_status,human_review_decision,human_review_value_policy,human_review_note,supercombo_section,supercombo_move_type,supercombo_move_id,supercombo_input,supercombo_name,supercombo_damage,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_total,supercombo_hit_advantage,supercombo_block_advantage,supercombo_guard,supercombo_cancel,supercombo_hitconfirm,supercombo_chip,supercombo_damage_scaling,supercombo_punish_advantage,supercombo_perfect_parry_advantage,supercombo_drive_rush_cancel_on_hit,supercombo_drive_rush_cancel_on_block,supercombo_after_drive_rush_on_hit,supercombo_after_drive_rush_on_block,supercombo_hitstun,supercombo_blockstun,supercombo_hitstop,supercombo_drive_damage_block,supercombo_drive_damage_hit,supercombo_drive_gain,supercombo_super_gain_hit,supercombo_super_gain_block,supercombo_invuln,supercombo_armor,supercombo_airborne,supercombo_attack_range,supercombo_range_notes,supercombo_juggle_start,supercombo_juggle_increase,supercombo_juggle_limit,supercombo_projectile_speed,supercombo_pushback_hit,supercombo_pushback_block,supercombo_images,supercombo_hitboxes,supercombo_notes
1,通常技,1,立ち弱P（首甲殺）,icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""立ち弱P（首甲殺）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",4,4-7,7,5,-2,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,enriched_review_required,supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4-7"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}}",,,,,Normals and Target Combos,ground_normal,Juri_5lp,5LP,Standing Light Punch,300,4,4,7,14,+5,-2,LH,Chn Sp SA,14,,20% Starter,+9,-9,+4,-3,+9,+2,16,9,9,500,[2000],250,300 (210),150 (75),,,,0.85,,1,1,0,,0.319,0.333,SF6_Juri_5lp.png,SF6_Juri_5lp_hitbox.png,Chains into 5LP/2LP/2LK; high active frame count makes it a useful meaty (up to +8/+1); SA2 cancel: +8/+1; DR cancel is delayed until after 3rd active frame
1,通常技,27,ジャンプ弱K（膝空打）,（ジャンプ中に） icon_kick_l 弱,"[{""type"": ""text"", ""value"": ""ジャンプ弱K（膝空打）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_l"", ""src"": ""/6/assets/images/common/controller/icon_kick_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",4,4-9,着地後3,,,,300,,500,-1500,-2000,300,中,めくり性能,enriched_review_required,supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""4-9"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}}",,,,,Normals and Target Combos,air_normal,Juri_jlk,j.LK,Jumping Light Kick,300,4,6,3 land,-,+5(+10),+1(+6),H,-,,,,+9(+14),-7(-2),,,,,14,10,9,1500,[2000],500,300 (210),150 (75),,,,0.55,,1,1,0,,,,SF6_Juri_jlk.png,SF6_Juri_jlk_hitbox.png,"Cross-up; can be used as a fuzzy instant overhead (vs. Blanka, will not work after perfect safe jump j.HK timing); during FSE forward jump, can cancel into divekick"
1,通常技,28,[チェーンコンボ]ジャンプ弱K（膝空打）,（ジャンプ中に） icon_kick_l 弱,"[{""type"": ""text"", ""value"": ""[チェーンコンボ]ジャンプ弱K（膝空打）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_l"", ""src"": ""/6/assets/images/common/controller/icon_kick_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",4,4-9,着地後3,,,C,100,,125,-375,-500,0,中,めくり性能 空中ヒット時吹き飛びダウン,enriched_review_required,basic_field_conflict:damage;supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,damage,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""4-9"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""100"", ""official_raw"": ""100"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}}",,,,,Normals and Target Combos,air_normal,Juri_jlk,j.LK,Jumping Light Kick,300,4,6,3 land,-,+5(+10),+1(+6),H,-,,,,+9(+14),-7(-2),,,,,14,10,9,1500,[2000],500,300 (210),150 (75),,,,0.55,,1,1,0,,,,SF6_Juri_jlk.png,SF6_Juri_jlk_hitbox.png,"Cross-up; can be used as a fuzzy instant overhead (vs. Blanka, will not work after perfect safe jump j.HK timing); during FSE forward jump, can cancel into divekick"
1,通常技,29,ジャンプ中P（空洛刃）,（ジャンプ中に） icon_punch_m 中,"[{""type"": ""text"", ""value"": ""ジャンプ中P（空洛刃）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",7,7-11,着地後3,,,C,500,,1000,-2500,-4000,500,中,空中ヒット時吹き飛びダウン,enriched_review_required,supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""7-11"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""500"", ""official_raw"": ""500"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}}",,,,,Normals and Target Combos,air_normal,Juri_jmp,j.MP,Jumping Medium Punch,500,7,5,3 land,-,+4(+13),-2(+7),H,Sp,,,,+8(+17),-11(-2),,,,,17,11,11,2500,[4000],1000,500 (350),250 (125),,,,0.79,,1,1,0,,,,SF6_Juri_jmp.png,SF6_Juri_jmp_hitbox.png,Puts airborne opponents into limited juggle state; cancelable into divekick; instant j.MP > j.214KK is a useful option against corner throw loops (much less punishable than a blocked reversal); can only be used as a fuzzy instant overhead if the opponent is in Burnout and blocks a deep j.HK
1,通常技,30,[チェーンコンボ]ジャンプ中P（空洛刃）,（ジャンプ中に） icon_punch_m 中,"[{""type"": ""text"", ""value"": ""[チェーンコンボ]ジャンプ中P（空洛刃）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",7,7-11,着地後3,,,C,300,,250,-625,-1000,0,中,空中ヒット時吹き飛びダウン,enriched_review_required,basic_field_conflict:damage;supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,damage,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""7-11"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}}",,,,,Normals and Target Combos,air_normal,Juri_jmp,j.MP,Jumping Medium Punch,500,7,5,3 land,-,+4(+13),-2(+7),H,Sp,,,,+8(+17),-11(-2),,,,,17,11,11,2500,[4000],1000,500 (350),250 (125),,,,0.79,,1,1,0,,,,SF6_Juri_jmp.png,SF6_Juri_jmp_hitbox.png,Puts airborne opponents into limited juggle state; cancelable into divekick; instant j.MP > j.214KK is a useful option against corner throw loops (much less punishable than a blocked reversal); can only be used as a fuzzy instant overhead if the opponent is in Burnout and blocks a deep j.HK
1,通常技,31,ジャンプ中K（被陰脚）,（ジャンプ中に） icon_kick_m 中,"[{""type"": ""text"", ""value"": ""ジャンプ中K（被陰脚）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",6,6-11,着地後3,,,,500,,1000,-2500,-4000,500,中,めくり性能,enriched_review_required,supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6-11"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""500"", ""official_raw"": ""500"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}",,,,,Normals and Target Combos,air_normal,Juri_jmk,j.MK,Jumping Medium Kick,500,6,6,3 land,-,+8(+13),+4(+9),H,-,,,,+12(+17),-7(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,1.09,,1,1,0,,,,SF6_Juri_jmk.png,SF6_Juri_jmk_hitbox.png,"Cross-up; during FSE forward jump, can cancel into divekick; lower body projectile invuln 6-20f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
1,通常技,32,[チェーンコンボ]ジャンプ中K（被陰脚）,（ジャンプ中に） icon_kick_m 中,"[{""type"": ""text"", ""value"": ""[チェーンコンボ]ジャンプ中K（被陰脚）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",6,6-11,着地後3,,,C,300,,250,-625,-1000,0,中,めくり性能 空中ヒット時吹き飛びダウン,enriched_review_required,basic_field_conflict:damage;supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,damage,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6-11"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}",,,,,Normals and Target Combos,air_normal,Juri_jmk,j.MK,Jumping Medium Kick,500,6,6,3 land,-,+8(+13),+4(+9),H,-,,,,+12(+17),-7(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,1.09,,1,1,0,,,,SF6_Juri_jmk.png,SF6_Juri_jmk_hitbox.png,"Cross-up; during FSE forward jump, can cancel into divekick; lower body projectile invuln 6-20f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
1,通常技,33,ジャンプ強P（空震脚）,（ジャンプ中に） icon_punch_h 強,"[{""type"": ""text"", ""value"": ""ジャンプ強P（空震脚）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",12,12-17,着地後3,,,,900,,2000,-4000,-5000,1000,中,めくり性能 叩きつけダウン,enriched_review_required,supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""12-17"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""12"", ""official_raw"": ""12"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}}",,,,,Normals and Target Combos,air_normal,Juri_jhp,j.HP,Jumping Heavy Punch,900,12,6,3 land,-,HKD +23(+34),0(+7),H,-,,,,HKD +23(+34),-13(-6),,,,,,15,13,4000,[5000],2000,1000 (700),500 (250),,,,0.16,,100,1,0,,,,SF6_Juri_jhp.png,SF6_Juri_jhp_hitbox.png,"Cross-up; causes a spike knockdown vs. airborne opponents with no Hard Knockdown; better KD Adv. when hitting lower to the ground; Juri's collision box prevents her from connecting this on grounded opponents late in her jump arc (cannot use in safe jump setups); during FSE forward jump, can cancel into divekick; lower body projectile invuln 12-23f (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
1,通常技,34,[チェーンコンボ]ジャンプ強P（空震脚）,（ジャンプ中に） icon_punch_h 強,"[{""type"": ""text"", ""value"": ""[チェーンコンボ]ジャンプ強P（空震脚）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",12,12-17,着地後3,,,C,700,,500,-1000,-1250,0,中,めくり性能 叩きつけダウン,enriched_review_required,basic_field_conflict:damage;supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,damage,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""12-17"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""700"", ""official_raw"": ""700"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""12"", ""official_raw"": ""12"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}}",,,,,Normals and Target Combos,air_normal,Juri_jhp,j.HP,Jumping Heavy Punch,900,12,6,3 land,-,HKD +23(+34),0(+7),H,-,,,,HKD +23(+34),-13(-6),,,,,,15,13,4000,[5000],2000,1000 (700),500 (250),,,,0.16,,100,1,0,,,,SF6_Juri_jhp.png,SF6_Juri_jhp_hitbox.png,"Cross-up; causes a spike knockdown vs. airborne opponents with no Hard Knockdown; better KD Adv. when hitting lower to the ground; Juri's collision box prevents her from connecting this on grounded opponents late in her jump arc (cannot use in safe jump setups); during FSE forward jump, can cancel into divekick; lower body projectile invuln 12-23f (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
1,通常技,35,ジャンプ強K（玄空蹴）,（ジャンプ中に） icon_kick_h 強,"[{""type"": ""text"", ""value"": ""ジャンプ強K（玄空蹴）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",10,10-15,着地後3,,,,800,,2000,-4000,-5000,1000,中,,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,通常技,36,[チェーンコンボ]ジャンプ強K（玄空蹴）,（ジャンプ中に） icon_kick_h 強,"[{""type"": ""text"", ""value"": ""[チェーンコンボ]ジャンプ強K（玄空蹴）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",10,10-15,着地後3,,,C,600,,500,-1000,-1250,0,中,空中ヒット時吹き飛びダウン,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,通常技,37,垂直ジャンプ強K（横圧殺）,（垂直ジャンプ中に） icon_kick_h 強,"[{""type"": ""text"", ""value"": ""垂直ジャンプ強K（横圧殺）""}, {""type"": ""text"", ""value"": ""（垂直ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",10,10-13,着地後3,,,,800,,2000,-4000,-5000,1000,中,,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,通常技,38,[チェーンコンボ]垂直ジャンプ強K（横圧殺）,（垂直ジャンプ中に） icon_kick_h 強,"[{""type"": ""text"", ""value"": ""[チェーンコンボ]垂直ジャンプ強K（横圧殺）""}, {""type"": ""text"", ""value"": ""（垂直ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",10,10-13,着地後3,,,C,600,,500,-1000,-1250,0,中,空中ヒット時吹き飛びダウン,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,特殊技,39,狂背掌,key-r key-plus icon_punch_m 中,"[{""type"": ""text"", ""value"": ""狂背掌""}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",8,8-10,17,4,-3,C,600,,1500,-3000,-4000,500,上,空中コンボ中にヒット時吹き飛びダウン,enriched_review_required,supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""8-10"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""17"", ""official_raw"": ""17"", ""supercombo"": ""17"", ""supercombo_raw"": ""17""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}",,,,,Normals and Target Combos,ground_normal,Juri_6mp,6MP,Kyosesho,600,8,3,17,27,+4,-3,LH,Sp SA,15,,,+8,-18,+14,+7,+8,+1,24,17,11,3000,[4000],1500,500 (350),250 (125),,,,1.478,,1,1(2),0,,,,SF6_Juri_6mp.png,SF6_Juri_6mp_hitbox.png,Continues juggle state when comboed into (e.g. after 214KK free juggle launch); SA2 cancel: +16/+9
2,特殊技,40,[チェーンコンボ]狂背掌,key-r key-plus icon_punch_m 中,"[{""type"": ""text"", ""value"": ""[チェーンコンボ]狂背掌""}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",8,8-10,17,4,-3,C,400,,375,-750,-1000,0,上,空中ヒット時吹き飛びダウン,enriched_review_required,basic_field_conflict:damage;supercombo_row_reused,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,damage,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""8-10"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""400"", ""official_raw"": ""400"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""17"", ""official_raw"": ""17"", ""supercombo"": ""17"", ""supercombo_raw"": ""17""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}",,,,,Normals and Target Combos,ground_normal,Juri_6mp,6MP,Kyosesho,600,8,3,17,27,+4,-3,LH,Sp SA,15,,,+8,-18,+14,+7,+8,+1,24,17,11,3000,[4000],1500,500 (350),250 (125),,,,1.478,,1,1(2),0,,,,SF6_Juri_6mp.png,SF6_Juri_6mp_hitbox.png,Continues juggle state when comboed into (e.g. after 214KK free juggle launch); SA2 cancel: +16/+9
