row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes,suggested_handling,link_type,primary_official_row_order,primary_official_move_name,enabled_by_official_row_order,enabled_by_official_move_name,value_policy,link_note
48,Specials,special,rashid_236pp_enhanced,236PP (Air Current),Spinning Mixer,"200x2,100x8,200 (1400)",4,"1,2(2)3(2)4(2)4(2) 4(2)4(2)4(2)4(2)4",36+24 land,119,KD +42,-77(-89),LH,Sp* (air),99 oH / 83 oB,"50x2,25x4 (200)",20% Starter,KD +42,-91(-107),,,,,,39(27),"4,4,2x8,8",1250x6,,-20000,"100x2,50x9 (70x2,35x9)","100x2,50x4 (50x2,25x4)",1-6 Full,,8-95 (FKD),0.956 (1st),,"1x2,0x8,1","0x10,1","10x2,20x9",,,,SF6_Rashid_236pp.png,SF6_Rashid_236pp_air_hitbox.png,"Cannot anti-air cross-ups; 12f worse advantage and 2 fewer hits when crouch blocked; on hit or block, Rashid can cancel into j.214K on frames 67-71 after the active period",supercombo_only,,,,,,,
50,Specials,special,rashid_214lk_enhanced,214LK (Air Current),Eagle Spike (Air Current),1300,14,13,11+22 land (19+20 land oB),59,KD +35(+47),-24,LH,SA3 (hit),38 SA,325,,KD +35(+47),-38,,,,,,16,12,5000,[6000],2000,1000 (700),500 (250),,,8-37 (FKD),4.318 (1.873),,1,0,4,,,,SF6_Rashid_214lk_air.png,SF6_Rashid_214lk_hitbox.png,"Puts opponent into limited juggle state on hit; on block, bounces off opponent with extra recovery (frame advantage unaffected by which active frame connects); on hit, Rashid gets better KD Advantage on later active frames; SA3 cancel occurs on hit only, allowing it to be freely buffered for extra damage",supercombo_only,,,,,,,
52,Specials,special,rashid_214mk_enhanced,214MK (Air Current),Eagle Spike (Air Current),1500,17,15,5+45 land (22+12 land oH/oB),81,KD +59,-15,LH,-,,375,,KD +113 Tumble,-33,,,,,,20,15(19),8000,[8000],2000,1200 (840),600 (300),,,8-36 (FKD),5.13 (1.63),,1,0,2,,,,SF6_Rashid_214mk_air.png,SF6_Rashid_214mk_hitbox.png,"Functions identically to enhanced 214HK; puts opponent into limited juggle state on hit; on hit/block, bounces off opponent with extra recovery (frame advantage unaffected by which active frame connects); opponent slides on the ground for great corner carry; Punish Counter tumble allows for a follow-up 214K for even more damage and corner carry",supercombo_only,,,,,,,
54,Specials,special,rashid_214hk_enhanced,214HK (Air Current),Eagle Spike (Air Current),1500,17,15,5+45 land (22+12 land oH/oB),81,KD +59,-15,LH,-,,375,,KD +113 Tumble,-33,,,,,,20,15(19),8000,[8000],2000,1200 (840),600 (300),,,8-36 (FKD),5.13 (1.63),,1,0,2,,,,SF6_Rashid_214hk.png,SF6_Rashid_214mk_hitbox.png,"Functions identically to enhanced 214MK; puts opponent into limited juggle state on hit; on hit/block, bounces off opponent with extra recovery (frame advantage unaffected by which active frame connects); opponent slides on the ground for great corner carry; Punish Counter tumble allows for a follow-up 214K for even more damage and corner carry",supercombo_only,,,,,,,
56,Specials,special,rashid_214kk_enhanced,214KK (Air Current),Eagle Spike (Air Current),1300,18,14,7+15 land (22+21 land oB),53,KD +53(+65),-24,LH,-,,325,,KD +53(+65),-42,,,,,,20,15(18),8000,[8000],-20000,500 (350),250 (125),7-37 Projectile,,9-37 (FKD),5.657 (2.486),,1,1,4,,,,SF6_Rashid_214kk.png,SF6_Rashid_214mk_hitbox.png,"Puts opponent into limited juggle state on hit and side switches if the opponent is not cornered; on block, bounces off opponent with extra recovery (frame advantage unaffected by which active frame connects); on hit, Rashid gets better KD Advantage on later active frames",supercombo_only,,,,,,,
58,Specials,special,rashid_236k_partial_hold,236{K},Whirlwind Shot (Partial Hold),"600,300",28+6,-,35,69(88),+5,0,LH,SA3,4,"150,75",,+9,-14,,,,,41 total,36 total,"(9,9)",1250x2,[1500x2],500x2,300x2 (210x2),150x2 (75x2),,,,,,1 air,"2,0","4,7",0.03 (1-2f) / 0.1 LK / 0.07 MK / 0.04 HK,,,SF6_Rashid_236k_hold.png,"SF6_Rashid_236k_hitbox_1.png, SF6_Rashid_236k_hitbox_2.png","2-hit projectile; trajectory depends on button strength (LK = farthest/horizontal, MK = middle, HK = shortest/vertical); must hold button 28f; counter-hit/Punish Counter bonus advantage applies to both hits; projectile comes out in 6f if button is released from frames 28-47 (total startup 34-53f); cannot use if SA2 is active",supercombo_only,,,,,,,
59,Specials,special,rashid_236k_hold,236[K],Whirlwind Shot (Hold),"400x2,200",53,-,35,88,+16,+8,LH,SA3,9,"100x2,50",,+20,-3,,,,,52 total,44 total,"(9,9,8)","800x2,900",[1000x3],"300x2,400",200x3 (140x3),100x3 (50x3),,,,,,1 air,"1,0,0","5,7,7",0.03 (1-2f) / 0.1 LK / 0.07 MK / 0.04 HK,,,SF6_Rashid_236k_hold.png,"SF6_Rashid_236k_hitbox_1.png, SF6_Rashid_236k_hitbox_2.png","3-hit projectile; trajectory depends on button strength (LK = farthest/horizontal, MK = middle, HK = shortest/vertical); must hold button 48f for fully charged version; counter-hit/Punish Counter bonus advantage applies to all hits; creates Air Current effect on frame 51 next to Rashid that lasts 60f and enhances many of his moves; cannot use if SA2 is active",supercombo_only,,,,,,,
61,Specials,special,rashid_236kk_hold,236[KK],Whirlwind Shot (Hold),400x3,38,-,35,73,KD +65,+10,LH,SA2 SA3,12,100x3,20% Starter; Combo (2 hits),KD +65,-3,,,,,,46 total,"(7,7,8)","800x2,900",[1000x3],-20000,200x3 (140x3),"100,200,100 (50,100,50)",,,,,,1,"0,0,1","3,3,3",0.03 (1-2f) / 0.09 (3f~),,,SF6_Rashid_236kk_hold.png,"SF6_Rashid_236kk_hitbox_1.png, SF6_Rashid_236kk_hitbox_2.png","3-hit OD projectile; 3rd hit puts opponent into limited juggle state on hit; must hold button 32f for fully charged version; travels fullscreen; cancelable into Wing Stroke (4K) and Rolling Assault (6K) follow-ups on frame 55 (can be buffered on frame 37 onward); cancel into Roll is -4 oB from point blank but massively plus on block from farther away; hitbox is low to the ground, making many low-profile anti-projectile moves ineffective; creates Air Current effect on frame 38 next to Rashid that lasts 70f and enhances many of his moves; cannot use if SA2 is active",supercombo_only,,,,,,,
66,Specials,special,rashid_214p_4k,214P~4K,Wing Stroke,-,32,-,6 land,67,-,-,-,-,,,,,,,,,,,,,,,,,,,,22-61 (FKD),,,,,,,,,SF6_Rashid_214p_4k.png,SF6_Rashid_214p_4k_hitbox.png,Cancelable into air normals/specials on frames 32-51; can be affected by Air Current on frames 23-47; 6f landing recovery occurs if no air move is used,supercombo_only,,,,,,,
67,Specials,special,rashid_214p_6k,214P~6K,Rolling Assault,-,-,-,33,33,-,-,-,-,,,,,,,,,,,,,,,,,,5-30 Upper Body Projectile,,,,,,,,,,,SF6_Rashid_214p_6k.png,SF6_Rashid_214p_6k_hitbox.png,Crouching state 6-33f; cancelable into Nail Assault follow-up on frames 17-20; can be affected by Air Current on frames 8-25; can roll under most projectiles (loses to low ones like Juri 236LK or Rashid 236KK); Hit/Block Advantage after 214P connects: 214LP/214MP -5/-13; 214HP KD+43/+1; 214PP KD+39/-16,supercombo_only,,,,,,,
68,Specials,special,rashid_214p_6k_k,214P~6K~K,Nail Assault,600,17,3,26,45,KD +44,-9,LH,SA3,16,150,20% Starter,KD +44,-27,,,,,,20,12,5000,[5000],2000,300 (210),150 (75),1-19 Upper Body Projectile,,,1.811,,1,1,10,,,,SF6_Rashid_214p_6k_k.png,SF6_Rashid_214p_6k_k_hitbox.png,"Puts opponent into limited juggle state; crouching state for entire move duration; cannot hit cross-ups behind Rashid; outside of juggles, only combos naturally from 214HP/214PP versions",supercombo_only,,,,,,,
77,Taunts,taunt,rashid_5pppkkk,5PPPKKK,Neutral Taunt,-,534 (total),-,-,534,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Rashid_5pppkkk.png,"SF6_Rashid_5pppkkk_hitbox_1.png, SF6_Rashid_5pppkkk_hitbox_2.png","""Do this... and this... and this. It's easy as pie.""; hurtbox shifts as Rashid moves (lower body invuln frames 52-74, 83-107, 208-236; low profile 121-141, 169-186)",supercombo_only_taunt,,,,,,,
78,Taunts,taunt,rashid_6pppkkk,6PPPKKK,Forward Taunt,-,545 (total),-,-,545,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Rashid_6pppkkk.png,,"""Hmm? Hey look, just relax and have fun, alright?""",supercombo_only_taunt,,,,,,,
79,Taunts,taunt,rashid_4pppkkk,4PPPKKK,Back Taunt,-,220 (total),-,-,220,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Rashid_4pppkkk.png,,"""Check this out! Now you try.""",supercombo_only_taunt,,,,,,,
