official_row_order,official_category,official_move_name,official_input_display,official_input_signature,official_input_family,startup,active,recovery,damage,on_hit,on_block,cancel,match_status,match_method,candidate_count,supercombo_move_id,supercombo_move_type,supercombo_input,supercombo_name,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_hit_advantage,supercombo_block_advantage,supercombo_cancel,supercombo_damage,field_comparisons_json
11,通常技,しゃがみ強P（肘打ち）,key-d key-plus icon_punch_h 強,2HP,2HP,8,8-13,17,720,3,-2,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_2hp,ground_normal,2HP,Crouching Heavy Punch,8,6,17,+3,-2,Sp SA,720,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""8-13"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""720"", ""official_raw"": ""720"", ""supercombo"": ""720"", ""supercombo_raw"": ""720""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""17"", ""official_raw"": ""17"", ""supercombo"": ""17"", ""supercombo_raw"": ""17""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
12,通常技,しゃがみ強K（水面蹴り）,key-d key-plus icon_kick_h 強,2HK,2HK,8,8-10,24,810,D,-10,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_2hk,ground_normal,2HK,Water Kick,8,3,24,KD +38,-10,-,810,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""8-10"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""810"", ""official_raw"": ""810"", ""supercombo"": ""810"", ""supercombo_raw"": ""810""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""24"", ""official_raw"": ""24"", ""supercombo"": ""24"", ""supercombo_raw"": ""24""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
13,通常技,ジャンプ弱P（空平手）,（ジャンプ中に） icon_punch_l 弱,j.LP,j.LP,4,4-13,着地後3,270,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_jlp,air_normal,j.LP,Jumping Light Punch,4,10,3 land,+7(+9),+3(+5),-,270,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""4-13"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""270"", ""official_raw"": ""270"", ""supercombo"": ""270"", ""supercombo_raw"": ""270""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}}"
14,通常技,ジャンプ弱K（跳び膝）,（ジャンプ中に） icon_kick_l 弱,j.LK,j.LK,5,5-14,着地後3,270,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_jlk,air_normal,j.LK,Jumping Heavy Kick,5,10,3 land,+5(+10),+1(+6),-,270,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""5-14"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""270"", ""official_raw"": ""270"", ""supercombo"": ""270"", ""supercombo_raw"": ""270""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}"
15,通常技,ジャンプ中P（空裏拳）,（ジャンプ中に） icon_punch_m 中,j.MP,j.MP,6,6-9,着地後3,450,,,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_jmp,air_normal,j.MP,Jumping Medium Punch,6,4,3 land,+11(+13),+7(+9),Sp SA2,450,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""6-9"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""450"", ""official_raw"": ""450"", ""supercombo"": ""450"", ""supercombo_raw"": ""450""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}"
16,通常技,ジャンプ中K（会心脚）,（ジャンプ中に） icon_kick_m 中,j.MK,j.MK,7,7-12,着地後3,540,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_jmk,air_normal,j.MK,Jumping Medium Kick,7,6,3 land,+8(+13),+4(+9),-,540,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""7-12"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""540"", ""official_raw"": ""540"", ""supercombo"": ""540"", ""supercombo_raw"": ""540""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}}"
17,通常技,ジャンプ強P（空肘打ち）,（ジャンプ中に） icon_punch_h 強,j.HP,j.HP,8,8-12,着地後3,630,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_jhp,air_normal,j.HP,Jumping Heavy Punch,8,5,3 land,+9(+16),+4(+11),-,630,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""8-12"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""630"", ""official_raw"": ""630"", ""supercombo"": ""630"", ""supercombo_raw"": ""630""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
18,通常技,ジャンプ強K（旋回蹴り）,（ジャンプ中に） icon_kick_h 強,j.HK,j.HK,9,9-14,着地後3,630,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_jhk,air_normal,j.HK,Jumping Heavy Kick,9,6,3 land,+11(+16),+6(+11),-,630,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""9-14"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""630"", ""official_raw"": ""630"", ""supercombo"": ""630"", ""supercombo_raw"": ""630""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}"
19,特殊技,水切り蹴り,key-dr key-plus icon_kick_m 中,3MK,3MK,11,11-20,16,450,1,-5,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_3mk,ground_normal,3MK,Water Slicer Slide,11,10,16,+1(+6),-5(0),-,450,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""11-20"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""450"", ""official_raw"": ""450"", ""supercombo"": ""450"", ""supercombo_raw"": ""450""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""16"", ""official_raw"": ""16"", ""supercombo"": ""16"", ""supercombo_raw"": ""16""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}"
20,特殊技,風車,key-l key-plus icon_kick_h 強,4HK,4HK,22,22-23,19,720,4,-3,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_4hk,ground_normal,4HK,Windmill Kick,22,2,19,+4,-3,-,720,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""22-23"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""720"", ""official_raw"": ""720"", ""supercombo"": ""720"", ""supercombo_raw"": ""720""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""19"", ""official_raw"": ""19"", ""supercombo"": ""19"", ""supercombo_raw"": ""19""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""22"", ""official_raw"": ""22"", ""supercombo"": ""22"", ""supercombo_raw"": ""22""}}"
21,特殊技,飛箭蹴,key-r key-plus icon_kick_h 強,6HK,6HK,27,27-29,※21,720,1,-3,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,kimberly_6hk,ground_normal,6HK,Hisen Kick,27,3,3+18(10) land,+1(+2),-3,Jmp,720,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""27-29"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""720"", ""official_raw"": ""720"", ""supercombo"": ""720"", ""supercombo_raw"": ""720""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""※21"", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""3+18(10) land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""27"", ""official_raw"": ""27"", ""supercombo"": ""27"", ""supercombo_raw"": ""27""}}"
22,特殊技,矢来越え,（飛箭蹴後に） key-ul key-or key-u key-or key-ur,/8/,/8/,,,着地後3,0,-10,-22,,unmatched,,0,,,,,,,,,,,,{}
23,特殊技,肘落とし,（前ジャンプの頂点付近で） key-d key-plus icon_punch_m 中,2MP,2MP,13,13-25,着地後8,540,,,,matched,exact_input+family_input+same_family+category_move_type,1,kimberly_2mp,ground_normal,2MP,Crouching Medium Punch,6,3,13(15),+7,-1,Sp SA,500,"{""active_duration"": {""comparable"": true, ""match"": false, ""official"": ""13"", ""official_raw"": ""13-25"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""540"", ""official_raw"": ""540"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": false, ""official"": ""land:8"", ""official_raw"": ""着地後8"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""13(15)""}, ""startup"": {""comparable"": true, ""match"": false, ""official"": ""13"", ""official_raw"": ""13"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}"
24,特殊技,武神虎連牙,icon_punch_m 中 arrow_3 icon_punch_h 強,5MP~HP,5MP~HP,10,10-12,26,360,D,-12,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,kimberly_5mp_hp,ground_normal,5MP~HP,Bushin Tiger Fangs,10,3,26,KD +28,-12,Sp SA,360,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""10-12"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""360"", ""official_raw"": ""360"", ""supercombo"": ""360"", ""supercombo_raw"": ""360""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""26"", ""official_raw"": ""26"", ""supercombo"": ""26"", ""supercombo_raw"": ""26""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}}"
25,特殊技,武神天架拳（2段目）,icon_punch_l 弱 arrow_3 icon_punch_m 中,5LP~MP,5LP~MP,6,6-8,18,360,1,-6,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,kimberly_5lp_mp,ground_normal,5LP~MP,Bushin Prism Strikes 1,6,3,18,+1,-6,TC,360(288),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""6-8"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": false, ""official"": ""360"", ""official_raw"": ""360"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""360"", ""supercombo_raw"": ""360(288)""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""18"", ""official_raw"": ""18"", ""supercombo"": ""18"", ""supercombo_raw"": ""18""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}"
26,特殊技,武神天架拳（3段目）,icon_punch_l 弱 arrow_3 icon_punch_m 中 arrow_3 icon_punch_h 強,5LP~MP~HP,5LP~MP~HP,12,12-13,25,440,D,-10,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,kimberly_5lp_mp_hp,ground_normal,5LP~MP~HP,Bushin Prism Strikes 2,12,2,25,KD +47,-10,TC,440(308),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""12-13"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": false, ""official"": ""440"", ""official_raw"": ""440"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""440"", ""supercombo_raw"": ""440(308)""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""25"", ""official_raw"": ""25"", ""supercombo"": ""25"", ""supercombo_raw"": ""25""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""12"", ""official_raw"": ""12"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}}"
27,特殊技,武神天架拳（4段目）,icon_punch_l 弱 arrow_3 icon_punch_m 中 arrow_3 icon_punch_h 強 arrow_3 icon_kick_h 強,5LP~MP~HP~HK,5LP~MP~HP~HK,26,26-28,24,520,D,-12,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match,1,kimberly_5lp_mp_hp_hk,ground_normal,5LP~MP~HP~HK,Bushin Prism Strikes 3,26,3,19(24),KD +49(+26),-12,-,520(312),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""26-28"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": false, ""official"": ""520"", ""official_raw"": ""520"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""520"", ""supercombo_raw"": ""520(312)""}, ""recovery"": {""comparable"": false, ""official"": ""24"", ""official_raw"": ""24"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""19"", ""supercombo_raw"": ""19(24)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""26"", ""official_raw"": ""26"", ""supercombo"": ""26"", ""supercombo_raw"": ""26""}}"
28,特殊技,武神獄鎖拳（3段目）,icon_punch_l 弱 arrow_3 icon_punch_m 中 arrow_3 key-d key-plus icon_punch_h 強,5LP~MP~2HP,5LP~MP~2HP,10,10-11,25,580,2,-10,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,kimberly_5lp_mp_2hp,ground_normal,5LP~MP~2HP,Bushin Hellchain 1,10,2,25,+2,-10,TC,580(406),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""10-11"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": false, ""official"": ""580"", ""official_raw"": ""580"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""580"", ""supercombo_raw"": ""580(406)""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""25"", ""official_raw"": ""25"", ""supercombo"": ""25"", ""supercombo_raw"": ""25""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}}"
