row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes,suggested_handling,link_type,primary_official_row_order,primary_official_move_name,enabled_by_official_row_order,enabled_by_official_move_name,value_policy,link_note
55,Specials,special,dee_jay_214k_lk,214K~LK,Funky Slicer,800,13+12,3,20(22)(25),34(36)(39),+2,-3,L,SA3,16,200,20% Starter,+6,-21,,,,,27,20,12,4000,[7000],2000,1000 (700),500 (250),,,,,,1 air,1,10,,,,SF6_Dee_Jay_214k_lk.png,SF6_Dee_Jay_214k_lk_hitbox.png,"Safe low ender; 2f extra recovery on hit, 5f extra recovery on whiff or vs. armor; good for whiff punishing after baiting opponent with 214K; against opponents in Burnout, canceling from 5HP into 214K~LK allows for a frame trap that leads to counter-hit combos",supercombo_only,,,,,,,
56,Specials,special,dee_jay_214k_mk,214K~MK,Waning Moon,1000,13+25,3,16,43,HKD +27(+28),+1,H,-,,250,30% Starter,HKD +51(+53) OTG,-17,,,,,,20,9,6000,[7000],2000,1000 (700),500 (250),,,,,,,1,10,,,,SF6_Dee_Jay_214k_mk.png,SF6_Dee_Jay_214k_mk_hitbox.png,12-22f low crush (not airborne); gives great oki on hit or additional pressure on block; causes spike knockdown vs. airborne opponents; causes limited juggle OTG bounce on Punish Counter,supercombo_only,,,,,,,
57,Specials,special,dee_jay_214k_hk,214K~HK,Maximum Strike,1000,13+15,5,25,44,KD +45,-10,LH,SA3,20,250,,KD +45,-28,,,,,,20,14,4000,[7000],2000,1000 (700),500 (250),15-19 Air (Leg),,,,,1,1,10,,,,SF6_Dee_Jay_214k_hk.png,SF6_Dee_Jay_214k_hk_hitbox.png,Upper body hurtbox shrinks down on frames 6-14 and 20-44; puts the opponent into limited juggle state; can work as an anti-air if opponent jumps during Sway startup and can hit cross-up; the upper hitbox whiffs on crouching opponents unless they extend a vertical hurtbox (can only hit crouchers at very close range),supercombo_only,,,,,,,
58,Specials,special,dee_jay_214k_6p,214K~6P,Juggling Dash,-,13,-,27,40,-,-,-,-,,,,,,,,,,,,,,,,,,1-20 Projectile,,,,,,,,,,,SF6_Dee_Jay_214k_6p.png,SF6_Dee_Jay_214k_6p_hitbox.png,"Startup refers to fastest 214K animation before 6P can be input, recovery refers to 6P dash animation; cancelable into 4P backdash on frames 18-23 of dash; can low profile under many high attacks while dashing; Distance: 2.36 forward",supercombo_only,,,,,,,
59,Specials,special,dee_jay_214k_6p_4p,214K~6P~4P,Juggling Sway,-,13+17,-,29,59,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Dee_Jay_214k_6p_4p.png,SF6_Dee_Jay_214k_6p_4p_hitbox.png,"Startup refers to fastest 214K + 6P animation before 4P can be input, recovery refers to the 4P dash animation; only 1f faster than letting 6P dash finish and ending with regular backdash; Distance: 1.0 back; can follow up with Jus Cool LK / MK / HK follow-ups (but not another Juggling Dash)",supercombo_only,,,,,,,
61,Specials,special,dee_jay_214kk_lk,214KK~LK,Funky Slicer,900,25+9,3,19(24),30(35),+6,-2,L,SA2 SA3,16,225,,+16,-20,,,,,28,20,12,4000,[7000],,1000 (700),500 (250),,,,,,1 air,1,10,,,,SF6_Dee_Jay_214kk_lk.png,SF6_Dee_Jay_214kk_lk_hitbox.png,Safe low ender; 5f extra recovery on whiff or vs. armor; good for whiff punishing after baiting opponent with 214KK; earliest timing on block gives 4f gap that can set up trade combos into 5HP,supercombo_only,,,,,,,
62,Specials,special,dee_jay_214kk_mk,214KK~MK,Waning Moon,1100,25+19(21),5,17,40,+6(+7),-2,H,-,,275,,+10(+11),-18,,,,,27(25),18,9,4000,[7000],,1000 (700),500 (250),,,,,,4 air [1 PC],4,10,,,,SF6_Dee_Jay_214kk_mk.png,SF6_Dee_Jay_214kk_mk_hitbox.png,"Safe overhead ender that can lead to follow-up combos on hit; 12-22f low crush (not airborne); first 2 active frames can only hit airborne; +7 on hit vs. standing; +6 on hit vs. all crouching characters (most likely scenario due to being an overhead); causes OTG bounce vs. airborne opponents (can juggle into any Super, OD Jackknife, or MK/HK Sobat); Punish Counter vs. airborne gives a more lenient juggle state on ground bounce",supercombo_only,,,,,,,
63,Specials,special,dee_jay_214kk_hk,214KK~HK,Maximum Strike,1000,25+11,5,21,36,KD +55(+57),-8,LH,SA2 SA3,20,250,Combo (2 hits),KD +65(+57),-24,,,,,,18,14,4000,[7000],,1000 (700),500 (250),6-36 Upper Body,,,,,2 [0 PC Ground],2,10,,,,SF6_Dee_Jay_214kk_hk.png,SF6_Dee_Jay_214kk_hk_hitbox.png,"Puts the opponent into limited juggle state (free juggle state on grounded Punish Counter; requires initial 214KK to whiff); the upper hitbox whiffs on crouching opponents unless they extend a vertical hurtbox (can only hit crouchers at very close range); can work as an anti-air if opponent jumps during Sway startup, and can hit cross-up",supercombo_only,,,,,,,
64,Specials,special,dee_jay_214kk_6p,214KK~6P,Juggling Dash,-,19,-,22,41,KD +40,-15,-,-,,,,KD +40,,,,,,,,,,,,,,1-17 Projectile,,,,,,,,,,,SF6_Dee_Jay_214kk_6p.png,SF6_Dee_Jay_214kk_6p_hitbox.png,"Can be input after 19f of 214KK (startup refers to this pre-dash period); hit/block adv. refers to data after 214KK attack connects (fastest timing); can cancel into 4P backdash on frames 18-23 of dash; can low profile under many high attacks while dashing; after 214KK launch, can dash to switch sides and follow up with a juggled [2]8K or SA1; Distance: 2.0 forward",supercombo_only,,,,,,,
65,Specials,special,dee_jay_214kk_6p_4p,214KK~6P~4P,Juggling Sway,-,19+16,-,22,57,KD +24,-31,-,-,,,,KD +24,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Dee_Jay_214kk_6p_4p.png,SF6_Dee_Jay_214kk_6p_4p_hitbox.png,Hit/block advantage refers to data after 214KK attack connects (fastest timing); only 1f faster than letting 6P dash finish and ending with regular backdash; Distance: 1.0 back; can follow up with OD Jus Cool LK / MK / HK follow-ups (but not another Juggling Dash),supercombo_only,,,,,,,
66,Specials,special,dee_jay_22pp,22PP,Speedy Maracas,-,88 minimum,-,38,126~,-,-,-,-,,,,,,,,,,,,,,,,2000 + 49/frame,,,,,,,,,,,,,SF6_Dee_Jay_22pp.png,SF6_Dee_Jay_22pp_hitbox.png,"Can hold buttons to extend dance; counter-hit state for entire duration; can be canceled into from any version of [4]6P (remains in a Punish Counter state afterwards); builds Super Art gauge (2000 after 88f, then 49 per frame beginning on frame 109 when held); recovery starts after 88f when tapped or when buttons are released; takes 272f to build 1 bar; if Dee Jay reaches 2 bars of Super Gauge, transitions to a new dance animation with more recovery",supercombo_only,,,,,,,
67,Specials,special,dee_jay_22pp_2bar,22PP,Speedy Maracas (2+ Bars),-,95(168) minimum,-,38,133~,-,-,-,-,,,,,,,,,,,,,,,,2000 + 49/frame,,,,,,,,,,,,,SF6_Dee_Jay_22pp.png,SF6_Dee_Jay_22pp_hitbox.png,"If Dee Jay reaches 2 bars of meter, he enters a second dance animation that lasts an extra 73f; can hold buttons to extend dance; counter-hit state for entire duration; can be canceled into from any version of [4]6P (remains in a Punish Counter state afterwards); builds Super Art gauge (2000 after 68f, then 49 per frame beginning on frame 96 when held); recovery starts after 95f when tapped (168f if tapping puts Dee Jay at 2 bars), or when buttons are released; takes 259f to go from 2 to 3 bars",supercombo_only,,,,,,,
70,Supers,super,dee_jay_236236lp_lp,~LP (1),+LP (Lowkey Hit 1),175,11,4,25,,+6 (KD +41),-,-,-,,,40% Minimum,,,,,,,35,,6,,800,,,,1-25 Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236lp_lp.png,SF6_Dee_Jay_236236lp_lp_hitbox.png,Comes out on hit only; 45f timing window after 236236LP; KD +41 when juggled into (can juggle afterwards),supercombo_only,,,,,,,
71,Supers,super,dee_jay_236236lp_lp_mp,~MP (2),+MP (Lowkey Hit 2),175,10,3,23,,+6,-,-,-,,,40% Minimum,,,,,,,32,,7,,800,,,,1-21 Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236lp_lp_mp.png,SF6_Dee_Jay_236236lp_lp_mp_hitbox.png,Comes out on hit only; f timing window after 236236LP~LP; KD +57 OTG Bounce when juggled into,supercombo_only,,,,,,,
72,Supers,super,dee_jay_236236lp_lp_mp_hp,~HP (3),+HP (Lowkey Hit 3),175,12,3,24,,+6,-,-,-,,,40% Minimum,,,,,,,33,,6,,800,,,,1-28 Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236lp_lp_mp_hp.png,SF6_Dee_Jay_236236lp_lp_mp_hp_hitbox.png,Comes out on hit only; f timing window after 236236LP~LP~MP; KD +49 when juggled into (can juggle afterwards),supercombo_only,,,,,,,
73,Supers,super,dee_jay_236236lp_lp_mp_hp_lk,~LK (4),+LK (Lowkey Hit 4),175,15,4,35,,+6,-,-,-,,,40% Minimum,,,,,,,45,,5,,800,,,,1-31 Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236lp_lp_mp_hp_lk.png,SF6_Dee_Jay_236236lp_lp_mp_hp_lk_hitbox.png,Comes out on hit only; f timing window after 236236LP~LP~MP~HP; KD +41 when juggled into,supercombo_only,,,,,,,
74,Supers,super,dee_jay_236236lp_lp_mp_hp_lk_mk,~MK (5),+MK (Lowkey Hit 5),200,17,3,47,,+6,-,-,-,,,40% Minimum,,,,,,,56,,0,,800,,,,1-38 Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236lp_lp_mp_hp_lk_mk.png,SF6_Dee_Jay_236236lp_lp_mp_hp_lk_mk_hitbox.png,Comes out on hit only; f timing window after 236236LP~LP~MP~HP~LK; KD +32 when juggled into,supercombo_only,,,,,,,
75,Supers,super,dee_jay_236236lp_lp_mp_hp_lk_mk_hk,~HK (End),+HK (Lowkey Hit End),"500,900",18,3(5)3,79,,HKD +29,-,-,-,,,40% Minimum,,,,,,,,,"9,26",,2500x2,,,,1-28 Projectile,,,,,,"1,1",50,,,,SF6_Dee_Jay_236236lp_lp_mp_hp_lk_mk_hk.png,SF6_Dee_Jay_236236lp_lp_mp_hp_lk_mk_hk_hitbox.png,Comes out on hit only; f timing window after 236236LP~LP~MP~HP~LK~MK; HKD +28 when juggled into,supercombo_only,,,,,,,
77,Supers,super,dee_jay_236236mp_lp,~LP (1),+LP (Marvelous Hit 1),100(200),11,4,25,,+6,-,-,-,,,40% Minimum,,,,,,,35,,6(4),,500,,,,1-25(27) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_rhythm.png,SF6_Dee_Jay_236236mp_lp_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 11f timing window after 236236MP; KD +41 when juggled into (can juggle afterward),supercombo_only,,,,,,,
78,Supers,super,dee_jay_236236mp_lp_mp,~MP (2),+MP (Marvelous Hit 2),100(200),10,3,23,,+6,-,-,-,,,40% Minimum,,,,,,,32,,7(5),,500,,,,1-21(23) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_rhythm.png,SF6_Dee_Jay_236236mp_lp_mp_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 18f timing window after 236236MP~LP; KD +57 OTG Bounce when juggled into,supercombo_only,,,,,,,
79,Supers,super,dee_jay_236236mp_lp_mp_hp,~HP (3),+HP (Marvelous Hit 3),100(200),12,3,24,,+6,-,-,-,,,40% Minimum,,,,,,,33,,6(4),,500,,,,1-27(28) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_rhythm.png,SF6_Dee_Jay_236236mp_lp_mp_hp_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 16f timing window after 236236MP~LP~MP; KD +48~49 when juggled into (can juggle afterward),supercombo_only,,,,,,,
80,Supers,super,dee_jay_236236mp_lp_mp_hp_lk,~LK (4),+LK (Marvelous Hit 4),100(200),15,4,35,,+6,-,-,-,,,40% Minimum,,,,,,,45,,5(3),,500,,,,1-29(31) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_rhythm.png,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 19f timing window after 236236MP~LP~MP~HP; KD +40~41 when juggled into,supercombo_only,,,,,,,
81,Supers,super,dee_jay_236236mp_lp_mp_hp_lk_mk,~MK (5),+MK (Marvelous Hit 5),100(200),17,3,47,,+6,-,-,-,,,40% Minimum,,,,,,,56,,0,,500,,,,1-38 Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_mk_rhythm.png,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_mk_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 19f timing window after 236236MP~LP~MP~HP~LK; KD +32 when juggled into,supercombo_only,,,,,,,
82,Supers,super,dee_jay_236236mp_lp_mp_hp_lk_mk_hk,~HK (6),+HK (Marvelous Hit 6),"400,600(200x2)",18,3(5)3,79(64),,HKD +19 (KD +46),-,-,-,,,40% Minimum,,,,,,,,,"9,21(9,9)",,1000x2,,,,1-28(34) Projectile,,,,,,"1,1",50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_mk_hk_rhythm.png,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_mk_hk_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 22f timing window after 236236MP~LP~MP~HP~LK~MK; KD +26 when juggled into,supercombo_only,,,,,,,
83,Supers,super,dee_jay_236236mp_lp_mp_hp_lk_mk_hk_hp,~HP (End),Climactic Strike,"400,700",1,-,181 total,181,HKD +24(+18),-,-,-,,,40% Minimum,,,,,,,,,,,5000,,,,1-181 Full,,,,,,,,,,,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hp.png,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hp_hitbox.png,Switches sides; only possible after landing all rhythm timings; () refers to KD Adv. when juggled into; 42f timing window after 236236MP~LP~MP~HP~LK~MK~HK,supercombo_only,,,,,,,
84,Supers,super,dee_jay_236236mp_lp_mp_hp_lk_mk_hk_hk,~HK (End),Encore Beat,1100,1,-,151 total,151,HKD +34(+37),-,-,-,,,40% Minimum,,,,,,,,,,,5000,,,,1-151 Full,,,,,,,,,,,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hk.png,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hk_hitbox.png,Stays on same side; only possible after landing all rhythm timings; () refers to KD Adv. when juggled into; 42f timing window after 236236MP~LP~MP~HP~LK~MK~HK,supercombo_only,,,,,,,
86,Supers,super,dee_jay_236236hp_lp,~LP (1),+LP (Headliner Hit 1),100(200),11,4,25,,+6 (KD +41~42),-,-,-,,,40% Minimum,,,,,,,35,,6(3),,500,,,,1-25(26) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_rhythm.png,SF6_Dee_Jay_236236hp_lp_hitbox.png,Comes out on hit only; 9f timing window after 236236HP; KD +41~42 when juggled into (can juggle afterward),supercombo_only,,,,,,,
87,Supers,super,dee_jay_236236hp_lp_mp,~MP (2),+MP (Headliner Hit 2),100(200),10,3,23,,+6,-,-,-,,,40% Minimum,,,,,,,32,,7(4),,500,,,,1-21(23) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_rhythm.png,SF6_Dee_Jay_236236hp_lp_mp_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 9f timing window after 236236HP~LP; KD +57 OTG Bounce when juggled into,supercombo_only,,,,,,,
88,Supers,super,dee_jay_236236hp_lp_mp_hp,~HP (3),+HP (Headliner Hit 3),100(200),12,3,24,,+6,-,-,-,,,40% Minimum,,,,,,,33,,6(3),,500,,,,1-27(28) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_rhythm.png,SF6_Dee_Jay_236236hp_lp_mp_hp_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 9f timing window after 236236HP~LP~MP; KD +49 when juggled into (can juggle afterward),supercombo_only,,,,,,,
89,Supers,super,dee_jay_236236hp_lp_mp_hp_lk,~LK (4),+LK (Headliner Hit 4),100(250),15,4,35,,+6,-,-,-,,,40% Minimum,,,,,,,45,,5(2),,500,,,,1-29(31) Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_rhythm.png,SF6_Dee_Jay_236236hp_lp_mp_hp_lk_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 9f timing window after 236236HP~LP~MP~HP; KD +41 when juggled into,supercombo_only,,,,,,,
90,Supers,super,dee_jay_236236hp_lp_mp_hp_lk_mk,~MK (5),+MK (Headliner Hit 5),100(250),17,3,47(46),,+6,-,-,-,,,40% Minimum,,,,,,,56(55),,0,,500,,,,1-38 Projectile,,,,,,1,50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_mk_rhythm.png,SF6_Dee_Jay_236236hp_lp_mp_hp_lk_mk_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 13f timing window after 236236HP~LP~MP~HP~LK; KD +32 when juggled into,supercombo_only,,,,,,,
91,Supers,super,dee_jay_236236hp_lp_mp_hp_lk_mk_hk,~HK (6),+HK (Headliner Hit 6),"400,600(250x2)",18,3(5)3,79(64),,HKD +19 (KD +46),-,-,-,,,40% Minimum,,,,,,,,,"9,21(9,9)",,1000x2,,,,1-28(36) Projectile,,,,,,"1,1",50,,,,SF6_Dee_Jay_236236mp_lp_mp_hp_lk_mk_hk_rhythm.png,SF6_Dee_Jay_236236hp_lp_mp_hp_lk_mk_hk_hitbox.png,Comes out on hit only; () refers to correct rhythm timing; 15f timing window after 236236HP~LP~MP~HP~LK~MK; KD +26~27 when juggled into,supercombo_only,,,,,,,
92,Supers,super,dee_jay_236236hp_lp_mp_hp_lk_mk_hk_hp,~HP (End),Climactic Strike,"400,800",1,-,181 total,,HKD +24(+18),-,-,-,,,40% Minimum,,,,,,,,,,,5000,,,,1-181 Full,,,,,,,,,,,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hp.png,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hp_hitbox.png,Switches sides; only possible after landing all rhythm timings; () refers to KD Adv. when juggled into; 42f timing window after 236236HP~LP~MP~HP~LK~MK~HK,supercombo_only,,,,,,,
93,Supers,super,dee_jay_236236hp_lp_mp_hp_lk_mk_hk_hk,~HK (End),Encore Beat,1200,1,-,151 total,,HKD +34(+37),-,-,-,,,40% Minimum,,,,,,,,,,,5000,,,,1-151 Full,,,,,,,,,,,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hk.png,SF6_Dee_Jay_236236p_lp_mp_hp_lk_mk_hk_hk_hitbox.png,Stays on same side; only possible after landing all rhythm timings; () refers to KD Adv. when juggled into; 42f timing window after 236236HP~LP~MP~HP~LK~MK~HK,supercombo_only,,,,,,,
96,Taunts,taunt,dee_jay_5pppkkk,5PPPKKK,Neutral Taunt,-,264 (total),-,-,264,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Dee_Jay_5pppkkk.png,,"""Come on, let's dance!""",supercombo_only_taunt,,,,,,,
97,Taunts,taunt,dee_jay_6pppkkk,6PPPKKK,Forward Taunt,-,550 (total),-,-,550,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Dee_Jay_6pppkkk.png,,"""Seriously, your rhythm is not cool mon. *whistles*""",supercombo_only_taunt,,,,,,,
98,Taunts,taunt,dee_jay_4pppkkk,4PPPKKK,Back Taunt,-,429 (total),-,-,429,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Dee_Jay_4pppkkk.png,,"""Ey, wah gwan? Ya feelin' down?""",supercombo_only_taunt,,,,,,,
