row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes,suggested_handling,link_type,primary_official_row_order,primary_official_move_name,enabled_by_official_row_order,enabled_by_official_move_name,value_policy,link_note
53,Specials,special,lily_623mp_1stock,W.623MP,Tomahawk Buster (Windclad),"400,800",6,"4,10",25+12 land,56,KD +41(+43),-30,LH,-,,"100,200",,KD +41(+43),-42(-49),,,,,,21(17),"15,12",2000x2,[5000],1000x2,"500,600 (350,420)","250,300 (125,150)",1-12 Air,,9-44 (FKD),0.80 (1st),,"1,1","1,1","12,13",,,,SF6_Lily_623mp_1stock.png,"SF6_Lily_623mp_1stock_hitbox_preview.png, SF6_Lily_623mp_1stock_hitbox_1.png, SF6_Lily_623mp_1stock_hitbox_2.png, SF6_Lily_623mp_1stock_hitbox_3.png","Consumes 1 Windclad Stock (2f faster, 200 more damage, better juggles and KD Adv.); puts opponents into limited juggle state; if 2nd hit connects vs. standing grounded opponent, they are launched higher and fall more slowly (KD +47~50 and follow-ups only possible in the corner); cannot hit cross-up",supercombo_only,,,,,,,
54,Specials,special,lily_623hp_1stock,W.623HP,Tomahawk Buster (Windclad),"400,1000",8,"4,12",26+12 land,61,KD +41(+43),-33,LH,-,,"100,250",,KD +41(+43),-45(-52),,,,,,21(17),"15,12",2000x2,[5000],1000x2,"500,600 (350,420)","250,300 (125,150)",1-14 Air,,11-49 (FKD),0.856 (1st),,"1,1","1,1","12,13",,,,SF6_Lily_623hp_1stock.png,SF6_Lily_623hp_1stock_hitbox.png,"Consumes 1 Windclad Stock (2f faster, 200 more damage, better juggles and KD Adv.); puts opponents into limited juggle state; if 2nd hit connects vs. standing grounded opponent, they are launched higher and fall more slowly (KD +46~49 and follow-ups only possible in the corner); cannot hit cross-up",supercombo_only,,,,,,,
55,Specials,special,lily_623pp_1stock,W.623PP,Tomahawk Buster (Windclad),"400,600x2",4,"2,2,10",28+15 land,60,KD +33(+38),-35,LH,j.PPP (hit),69,"100,150x2",20% Starter; Combo (2 hits),KD +33(+38),-48(-55),,,,,,22(20)(18),"15,12,12","2000,1000x2",[5000],-20000,"200,400,500 (140,280,350)","100,200,250 (50,100,125)","1-10 Throw, 1-10 Air",,7-45 (FKD),0.80 (1st),,"1,1,1","1,1,1","12,15,16",,,,SF6_Lily_623pp_1stock.png,SF6_Lily_623pp_1stock_hitbox.png,"Consumes 1 Windclad Stock (2f faster, 200 more damage, better juggles and KD Adv.); puts opponents into limited juggle state; 4f startup means this move cannot be safe jumped unless jump-in is spaced out to make it whiff; cancelable into OD Condor Dive on hit (if 623PP hits grounded opponents, the final cancel frame into j.PPP will not connect); has extra range on the 2nd active frame vs. grounded opponents only for combo consistency; cannot hit cross-up",supercombo_only,,,,,,,
58,Specials,special,lily_jpp_1stock,W.j.PP,Condor Dive (Windclad),"200,800",12,11(17),5+19 land,-,KD +34(+40),-24(-19),LH,Sp*,43~51,"50,200",,KD +34(+40),-41(-36),,,,,,19 total,"7,15",2500x2,[2500x2],"1000,2000","500,600 (350,420)","250,300 (125,150)",,,Until Land (FKD),,,10,"10,10","50,50",,,,SF6_Lily_jpp_1stock.png,"SF6_Lily_jpp_1stock_hitbox.png, SF6_Lily_jpp_1stock_hitbox2.png, SF6_Lily_jpp_1stock_hitbox3.png","Consumes 1 Windclad Stock; usable during neutral/forward jump; final active frame has an expanded downward hitbox; can hit cross-up; bounces farther away on block than regular version, making it harder for some characters to punish; cancelable into a follow-up Dive at the cost of 1 Windclad stock (and 1 Drive bar for OD version); hitconfirm time refers to follow-up Dive cancel window at the lowest/highest connect (actual timing to combo into follow-up is variable)",supercombo_only,,,,,,,
59,Specials,special,lily_jppp_1stock,W.j.PPP,Condor Dive (Windclad),"200,1400",12,10(14),5+19 land,-,KD +41(+47),-24(-19),LH,Sp*,43~51,"50,350",,KD +41(+47),-41(-36),,,,,,19 total,"7,15",2500x2,[2500x2],-20000,"500,600 (350,420)","250,300 (125,150)",,,Until Land (FKD),,,10,"10,10","50,50",,,,SF6_Lily_jppp_1stock.png,SF6_Lily_jppp_1stock_hitbox.png,"Consumes 1 Windclad Stock; usable during neutral/forward jump, or canceled from 623PP on hit; final active frame has an expanded downward hitbox; can hit cross-up; bounces farther away on block than regular version, making it harder for some characters to punish; cancelable into a follow-up Dive at the cost of 1 Windclad stock (and 1 Drive bar for OD version); hitconfirm time refers to follow-up Dive cancel window at the lowest/highest connect (actual timing to combo into follow-up is variable)",supercombo_only,,,,,,,
60,Specials,special,lily_jpp_pp_1stock,W.j.PP~PP,Dive Follow-up,"200,600",12,5(14),5+19 land,-,KD +27(+33),-24(-19),LH,-,,"50,150",,KD +27(+33),-41(-36),,,,,,19 total,"7,15",2500x2,[2500x2],"1000,2000","500,600 (350,420)","250,300 (125,150)",,,Until Land (FKD),,,10,"10,10","50,99",,,,SF6_Lily_jpp_1stock.png,,Consumes 1 additional Windclad Stock; can be canceled from Windclad j.PP or j.PPP; final active frame has an expanded downward hitbox; min/max active frame count refers grounded opponents only (can bounce higher vs. point blank airborne opponent; can be used to extend combos or stop opponents from moving forward to punish the initial Condor Dive,supercombo_only,,,,,,,
61,Specials,special,lily_jpp_ppp_1stock,W.j.PP~PPP,Dive Follow-up,"200,1000",12,5(12),5+19 land,-,HKD +44(+49),-24(-19),LH,-,,"50,250",,HKD +44(+49),-40(-36),,,,,,19 total,"7,15",2500x2,[2500x2],-10000,"500,600 (350,420)","250,300 (125,150)",,,Until Land (FKD),,,10,"10,10","50,50",,,,SF6_Lily_jppp_1stock.png,,Consumes 1 additional Windclad Stock and 1 Drive bar; can be canceled from Windclad j.PP or j.PPP; final active frame has an expanded downward hitbox; Hard Knockdown on hit that allows Lily to dash twice for oki anywhere on the screen; can be used to extend combos or stop opponents from moving forward to punish the initial Condor Dive,supercombo_only,,,,,,,
73,Taunts,taunt,lily_5pppkkk,5PPPKKK (HOLD OK),Neutral Taunt,1,147(17),3,217,366,-201,-206,LH,-,,,,-197,-209,,,,,19,14,3,,,,,,,,,,,,,,,,,SF6_Lily_5pppkkk.png,SF6_Lily_5pppkkk_hitbox.png,"""Okay, smile! Good stuff.""; Camera flash is a 1-hit low priority projectile; can hold any button to indefinitely delay the camera flash (17f startup after release)",supercombo_only_taunt,,,,,,,
74,Taunts,taunt,lily_6pppkkk,6PPPKKK,Forward Taunt,-,338 (total),-,-,338,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Lily_6pppkkk.png,,"""Hey! Is there anyone that wants to duke it out with me? Oh wait, you're here.""",supercombo_only_taunt,,,,,,,
75,Taunts,taunt,lily_4pppkkk,4PPPKKK,Back Taunt,-,144 (total),-,-,144,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Lily_4pppkkk.png,,"""Come on! I'm ready to fight!""",supercombo_only_taunt,,,,,,,
