character_slug,move_id,move_name,input,move_group,hitconfirm_window,hitstun,blockstun,hitstop,punish_adv,perf_parry_adv,dr_cancel_hit,dr_cancel_blk,after_dr_hit,after_dr_blk,invuln,armor,airborne,jug_start,jug_increase,jug_limit,proj_speed,atk_range,super_gain_blk,notes_sc
juri,juri_013_2_lp,Crouching Light Punch,2LP,normals,13,15,10,9,+8,-9,+4,-1,+8,+3,-,-,-,1,1,0,-,0.92,150 (75),Chains into 5LP/2LP/2LK; SA2 cancel: +7/+2; DR cancel is delayed until after 2nd active frame
juri,juri_014_2_lp,(FSE Chain) Crouching Light Punch,2LP,normals,13 Sp / 15 Chn,15,10,9,+8,-9,+4,-1,-,-,-,-,-,1,1,10,-,0.92,-,Chained version during SA2 (FSE); maintains juggle state vs. airborne opponents; DR cancel is delayed until after 2nd active frame
juri,juri_015_2_lk,Crouching Light Kick,2LK,normals,-,14,10,9,+7,-9,-,-,+7,+3,-,-,-,1,1,0,-,0.97,150 (75),Chains into 5LP/2LP/2LK; becomes fully cancelable during Feng Shui Engine
juri,juri_016_2_lk,(FSE Chain) Crouching Light Kick,2LK,normals,15 Sp/Chn,14,10,9,+7,-9,+4,0,-,-,-,-,-,1,1,10,-,0.97,-,Chained version during SA2 (FSE); 2f shorter special hitconfirm window when chained into; maintains juggle state vs. airborne opponents
juri,juri_017_2_mp,Crouching Medium Punch,2MP,normals,16,23,16,11,+9,-16,+13,+6,+9,+2,-,-,-,1,1,0,-,1.12,250 (125),1f extra recovery on whiff and extends a wider hurtbox until the end of recovery; good combo tool and useful when buffered in neutral; good anti-air for horizontal approaches (hitbox is above her extended fist); SA2 cancel: +15/+8
juri,juri_018_2_mp,(FSE Chain) Crouching Medium Punch,2MP,normals,16 Sp / 18 Chn,23,16,9,+9,-16,+13,+6,-,-,-,-,-,1,1,10,-,1.12,-,Chained version during SA2 (FSE); 1f extra recovery on whiff and extends a wider hurtbox until the end of recovery; maintains juggle state vs. airborne opponents; 2f shorter hitconfirm window when chained into
juri,juri_019_2_mk,Crouching Medium Kick,2MK,normals,13,23,16,9,+5,-20,+11,+4,+5,-2,-,-,-,1,1,0,-,1.517 (1.446),300 (150),Excellent range for a cancelable low poke in neutral; SA2 cancel: +15/+8; Range: 1.517 (1st frame: 1.446); DR cancel is delayed until after active frames; has an extended hurtbox on whiff until the end of recovery
juri,juri_020_2_mk,(FSE Chain) Crouching Medium Kick,2MK,normals,13 Sp / 15 Chn,23,16,8,+5,-20,+11,+4,-,-,-,-,-,1,1,10,-,1.517 (1.446),-,Chained version during SA2 (FSE); 1f shorter hitconfirm window when chained into; maintains juggle state vs. airborne opponents; Range: 1.517 (1st frame: 1.446); DR cancel is delayed until after active frames; has an extended hurtbox on whiff until the end of recovery
juri,juri_021_2_hp,Crouching Heavy Punch,2HP,normals,18,30,16,13,+7,-25,+20,+6,+7,-7,-,-,-,1,1,0,-,0.873,500 (250),Forces stand on hit; great anti-air but cannot hit cross-up (upward leg hurtbox is anti-air invincible on frames 8-15); Punish Counter puts airborne opponents into spinning free juggle state; all active frames are cancelable; powerful combo starter after a canceled Drive Rush hitconfirm; SA2 cancel: +22/+8
juri,juri_022_2_hp,(FSE Chain) Crouching Heavy Punch,2HP,normals,16 Sp / 18 Jmp / 20 Chn,-,16,11,KD +34,-25,KD +51,+6,-,-,-,-,-,1,1,10,-,0.873,-,"Chained version of 2HP during SA2 (FSE); jump cancelable on hit only; when jump canceled, FSE air normals cause juggle state; 2f shorter CHAIN react window when chained into"
juri,juri_023_2_hk,Slash Kick,2HK,normals,-,-,15,13,HKD +47,-24,-,-,KD +38,-7,-,-,-,1,1,0,-,1.798 (1.787),500 (250),Becomes fully cancelable during Feng Shui Engine (even when not chained into)
juri,juri_024_2_hk,(FSE Chain) Slash Kick,2HK,normals,17 Sp / 19 Chn,-,15,9,HKD +47,-24,KD +54,+5,-,-,-,-,-,1,1,10,-,1.798 (1.787),-,Chained version of 2HP during SA2 (FSE); maintains juggle state vs. airborne opponents; 4f shorter hitconfirm window when chained into
juri,juri_025_j_lp,Jumping Light Punch,j.LP,normals,-,13,9,9,+10(+13),-5 (-2),-,-,-,-,-,-,-,1,1,0,-,0.82,150 (75),"During FSE forward jump, can cancel into divekick"
juri,juri_026_j_lp,(FSE Chain) Jumping Light Punch,j.LP,normals,-,13,9,9,+13,-,-,-,-,-,-,-,-,1,1,20,-,0.82,-,Chained version during SA2 (FSE); maintains juggle state vs. airborne opponents
juri,juri_027_j_lk,Jumping Light Kick,j.LK,normals,-,14,10,9,+9(+14),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,0.55,150 (75),"Cross-up; can be used as a fuzzy instant overhead (vs. Blanka, will not work after perfect safe jump j.HK timing); during FSE forward jump, can cancel into divekick"
juri,juri_028_j_lk,(FSE Chain) Jumping Light Kick,j.LK,normals,-,14,10,9,-,-,-,-,-,-,-,-,-,1,1,20,-,0.55,-,Chained version during SA2 (FSE); maintains juggle state vs. airborne opponents
juri,juri_029_j_mp,Jumping Medium Punch,j.MP,normals,-,17,11,11,+8(+17),-11 (-2),-,-,-,-,-,-,-,1,1,0,-,0.79,250 (125),Puts airborne opponents into limited juggle state; cancelable into divekick; instant j.MP > j.214KK is a useful option against corner throw loops (much less punishable than a blocked reversal); can only be used as a fuzzy instant overhead if the opponent is in Burnout and blocks a deep j.HK
juri,juri_030_j_mp,(FSE Chain) Jumping Medium Punch,j.MP,normals,-,17,11,11,-,-,-,-,-,-,-,-,-,1,1,20,-,0.79,-,Chained version during SA2 (FSE); maintains juggle state vs. airborne opponents
juri,juri_031_j_mk,Jumping Medium Kick,j.MK,normals,-,17,13,11,+12(+17),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,1.09,250 (125),"Cross-up; during FSE forward jump, can cancel into divekick; lower body projectile invuln 6-20f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
juri,juri_032_j_mk,(FSE Chain) Jumping Medium Kick,j.MK,normals,-,17,13,11,-,-,-,-,-,-,-,-,-,1,1,20,-,1.09,-,Chained version during SA2 (FSE); maintains juggle state vs. airborne opponents; lower body projectile invuln 6-20f except around attack hitbox
juri,juri_033_j_hp,Jumping Heavy Punch,j.HP,normals,-,-,15,13,HKD +23(+34),-13(-6),-,-,-,-,-,-,-,100,1,0,-,0.16,500 (250),"Cross-up; causes a spike knockdown vs. airborne opponents with no Hard Knockdown; better KD Adv. when hitting lower to the ground; Juri's collision box prevents her from connecting this on grounded opponents late in her jump arc (cannot use in safe jump setups); during FSE forward jump, can cancel into divekick; lower body projectile invuln 12-23f (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)"
juri,juri_034_j_hp,(FSE Chain) Jumping Heavy Punch,j.HP,normals,-,-,15,13,-,-,-,-,-,-,-,-,-,1,1,20,-,0.16,-,Chained version during SA2 (FSE); lower body projectile invuln 12-23f
juri,juri_039_6_mp,Kyosesho,6MP,command_normals,15,24,17,11,+8,-18,+14,+7,+8,+1,-,-,-,1,1(2),0,-,1.478,250 (125),Continues juggle state when comboed into (e.g. after 214KK free juggle launch); SA2 cancel: +16/+9
juri,juri_040_6_mp,(FSE Chain) Kyosesho,6MP,command_normals,15 Sp / 17 Chn,24,17,9,+8,-18,+14,+7,-,-,-,-,-,1 air,1,10,-,1.478,-,Chained version during SA2 (FSE); 2f shorter hitconfirm window when chained into; maintains juggle state vs. airborne opponents
juri,juri_041_6_mk,Senkai Kick,6MK,command_normals,-,25,20,11,+6,-21,-,-,+6,+1,-,-,-,1,1,0,-,1.845 (1.837),350 (175),Not airborne despite the animation; 2 extra recovery frames on whiff
juri,juri_042_6_mk,(FSE Chain) Senkai Kick,6MK,command_normals,14 Sp/Chn,-,20,9,KD +25,-21,KD +37,+9,-,-,-,-,-,1,1,10,-,1.845 (1.837),-,Chained Feng Shui Engine version; not airborne despite the animation; the special/chain cancel window only applies when chaining into 6MK and the KD doesn't allow anything to juggle on hit; 2 extra recovery frames on whiff; special/DR cancel is delayed until after 2nd active frame
juri,juri_047_mp_4_hp,Death Crest 1,5MP~4HP,command_normals,44(14) TC,-,20,10,KD +33,-,-,-,-,-,-,-,-,1,1,3,-,-,500 (250),Safe Target Combo starter that leaves ample time to confirm the final hit; leaves a 2f blockstring gap after 5MP
juri,juri_048_mp_4_hp_hp,Death Crest 2,5MP~4HP~HP,command_normals,80(50) SA (hit),-,14,13,-,-28,-,-,-,-,-,-,-,1,1,4,-,-,250 (125),(refers to scaled damage); not airborne despite the animation; always a true blockstring from 4HP; puts opponent into limited juggle state; cannot cancel into Super on block
juri,juri_049_2_1_4_lk,Fuhajin,214LK,specials,19,-,21,9(11),KD +37,-21,-,-,-,-,-,-,-,1,1,1,-,0.95,300 (150),Gains 1 Fuha stock on hit/block/whiff on frame 10; 1-hit projectile clash hitbox on frames 8-13; puts opponent into limited juggle state (only combos into SA3); does not move forward during startup; 2f extra recovery on whiff; 8f hitstop when clashing with projectile
juri,juri_050_2_1_4_mk,Fuhajin,214MK,specials,24,-,19,9(11),KD +37,-23,-,-,-,-,-,-,-,1,1,1,-,1.526,300 (150),"Gains 1 Fuha stock on hit/block/whiff on frame 13; 1-hit projectile clash hitbox on frames 11-16; puts opponent into limited juggle state (only combos into SA3); takes small step forward, making it more consistent in combos (but does not combo naturally from 5LK); 8f hitstop when clashing with projectile"
juri,juri_051_2_1_4_hk,Fuhajin,214HK,specials,16,-,15,11,KD +46,-24,-,-,-,-,-,-,-,3,1,1,-,1.80,300 (150),"Gains 1 Fuha stock on hit/block/whiff on frame 25; 1-hit projectile clash hitbox on frames 23-28; launches opponent high into a limited juggle state; takes large step forward (but only combos naturally from 5HP, 2HP, and first hit of 5MK and 6HP); 2f extra recovery on block; 8f hitstop when clashing with projectile"
juri,juri_052_2_1_4_k_k,Fuhajin,214KK,specials,30,-,15,11,KD +45,-25,-,-,-,-,-,-,-,0,1,2,-,1.619,300 (150),Gains 1 Fuha stock on hit/block/whiff on frame 12; 2-hit OD projectile clash hitbox on frames 10-17; launches opponent high into a free juggle state (limited juggle when 214KK is juggled into); takes small step forward (consistent like the MK version while comboing naturally from light normals); SA2 cancel: KD+49/-8; 8f hitstop when clashing with projectile
juri,juri_053_2_3_6_lk,Saihasho,236LK,specials,3,31,22,8,+2,-19,-,-,-,-,-,-,-,1,1,1,0.028,-,300 (150),1-hit projectile hitbox (can lose to projectile-invuln moves); very short range
juri,juri_054_2_3_6_lk,(1 Stock) Saihasho,236LK,specials,3 (SA/follow-up),28,27,8,+5,-19,-,-,-,-,-,-,-,1,1,1,0.028,-,300 (150),1-hit projectile; costs 1 Fuha stock; can press MK or HK to cancel into other 236K specials for 1 Fuha stock (within the first 3 active frames)
juri,juri_055_2_3_6_k_k,Saihasho,236LKMK,specials,7 SA / 4 follow-up,-,26 total,"5,6",KD +42,-6,-,-,-,-,-,-,-,"1 ground / 1,1 air","1,2","3,4",0.035,-,150x2 (75x2),2-hit OD projectile; only the 2nd hit knocks down; can press MK or HK to cancel into other OD 236K specials for 1 Fuha stock and 1 Drive bar; SA2 cancel: KD+57/+17
juri,juri_056_2_3_6_mk,Ankensatsu,236MK,specials,23,28,15,13,+9,-21,-,-,-,-,-,-,8-27 (FKD),1,1,1,-,2.35 (2.12),400 (200),8-27f low crush; KD vs. airborne opponents; hitbox gradually expands forward during active frames (easier to space more safely); active frames 2-4 cause a knockdown; proximity guard box appears on frame 5 to make it harder for the opponent to walk out of range
juri,juri_057_2_3_6_mk,(1 Stock) Ankensatsu,236MK,specials,23 (SA/follow-up),31,15,13,+12,-21,-,-,-,-,-,-,8-27 (FKD),1,1,10,-,2.35 (2.12),400 (200),Costs 1 Fuha stock; 8-27f low crush; puts airborne opponents into a limited juggle OTG bounce state (useful for SA3 cancel); can press LK or HK to cancel into other 236K specials for 1 Fuha stock; hitbox gradually expands forward during active frames (easier to space more safely)
juri,juri_058_2_3_6_k_k,Ankensatsu,236LKHK,specials,23 (SA/follow-up),32,15,13,+13,-21,-,-,-,-,-,-,8-27 (FKD),1,1,11,-,2.35 (2.12),400 (200),8-27f low crush; puts airborne opponents into a limited juggle OTG bounce state; pressing LK or HK cancels to other OD 236K specials for 1 Fuha stock + 1 Drive bar; hitbox gradually expands forward during active frames (easier to space more safely); SA2 cancel: +16/-3
juri,juri_070_2_3_6_2_3_6_k,Sakkai Fuhazan,236236K,super_arts,-,-,"54,46,30","3,6,6,8,6,10",KD +26(+49),-51,-,-,-,-,1-8 Strike/Throw,Break,-,1,"0x5,99",99,0.12 / 0.22 final,-,-10000,"Projectile hitbox; active frames and KD Adv. are highly variable based on screen position; Full Dmg distribution: 200x4,300,700"
juri,juri_071_2_1_4_2_1_4_p,Feng Shui Engine,214214P,super_arts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-20000,Lasts 600 frames (10 seconds); timer stops counting down during attack hit/block freeze; allows Juri to chain into normals of equal or ascending strength (cannot chain back into the same attack); chains change the properties of certain moves (6MK and Heavy normals become knockdowns); 5HK/2LK/2HK/6MK become cancelable
juri,juri_073_2_1_4_2_1_4_k,Kaisen Dankai Raku,214214K,super_arts,-,-,20,17,HKD +22,-54,-,-,-,-,1-13 Full,Break,-,-,-,99,-,2.199 (2.096),-30000,Cinematic time regenerates ~2 Drive bars for Juri
juri,juri_074_2_1_4_2_1_4_k,Kaisen Dankai Raku (CA),214214K,super_arts,-,-,20,17,HKD +20,-54,-,-,-,-,1-13 Full,Break,-,-,-,99,-,2.199 (2.096),-30000,Available at 25% HP or below; cinematic time regenerates ~2.4 Drive bars for Juri
juri,juri_076_4_lplk,Shadow Kick Throw,4LPLK,throws,-,-,-,-,HKD +18,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"No throw oki after back throwing opponent into corner, but can use meaty strikes; a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
juri,juri_080_hphk,Sekkan Kick,HPHK,system,-,-,34,25,"Crumple (Standing +21, Juggle +46, HKD +104)",-35,-,-,-,-,-,1-27,-,0,1,0,-,2.511,-,See Drive Impact . Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
juri,juri_081_6_hphk,Kaita Raid (Block),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-22 Full,Break,-,200,100,1,-,1.598,-,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal .
juri,juri_082_6_hphk,Kaita Raid (Recovery),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-20 Full,Break,-,200,100,1,-,1.598,-,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze; see Drive Reversal .
juri,juri_086_6_6,Parry Drive Rush,MPMK~66,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"See Drive Rush ; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.641 (min/throw), 2.479 (min/block), 3.999 (max/final DR frame)"
juri,juri_087_6_6_5_6_mpmk,or 66 Drive Rush Cancel,MPMK,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,See Drive Rush ; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
