row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes,suggested_handling,link_type,primary_official_row_order,primary_official_move_name,enabled_by_official_row_order,enabled_by_official_move_name,value_policy,link_note
45,Drive and Throw,drive,chun-Li_mpmk_66_pdr,MPMK~66,Parry Drive Rush,-,3+8,-,15(37),26(48),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-10000,,,,,,,,,,,,,,SF6_Chun-Li_66.png,SF6_Chun-Li_66_hitbox.png,"See Drive Rush; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 1.044 (min/throw), 2.222 (min/block), 3.163 (max/final DR frame)",supercombo_only,,,,,,,
46,Drive and Throw,drive,chun-Li_mpmk_66_drc,MPMK or 66,Drive Rush Cancel,-,9,-,15(37),24(46),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-30000,,,,,,,,,,,,,,SF6_Chun-Li_66.png,SF6_Chun-Li_66_hitbox.png,See Drive Rush; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties,supercombo_only,,,,,,,
47,Specials,special,Chun-Li_46lp,[4]6LP,Kikoken,600,15,[90],32,47,-3,-7,LH,SA3,4,150,,+1,-22,,,,,30,26,8,2500,[3000],1000,600 (420),300 (150),,,,,,1,1,0,0.037,,,SF6_Chun-Li_46lp.png,SF6_Chun-Li_46lp_hitbox.png,50f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; travels ~90% screen; Super cancel timing is very strict,supercombo_only,,,,,,,
48,Specials,special,Chun-Li_46mp,[4]6MP,Kikoken,600,12,[55],33,45,-3,-7,LH,SA3,4,150,,+1,-23,,,,,31,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1,1,0,0.05,,,SF6_Chun-Li_46mp.png,SF6_Chun-Li_46mp_hitbox.png,50f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; travels ~80% screen; Super cancel timing is very strict,supercombo_only,,,,,,,
49,Specials,special,Chun-Li_46hp,[4]6HP,Kikoken,600,11,[25],32,43,-2,-6,LH,SA3,4,150,,+2,-22,,,,,31,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1,1,0,0.07,,,SF6_Chun-Li_46hp.png,SF6_Chun-Li_46hp_hitbox.png,50f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; travels ~60% screen; Super cancel timing is very strict,supercombo_only,,,,,,,
50,Specials,special,Chun-Li_46pp,[4]6PP,Kikoken,400x2,11,-,28,39,+5,0,LH,SA2 SA3,11,100x2,20% Starter,+9,-7,,,,,34 total,29 total,"8,8",1250x2,[2500x2],-20000,"200,250 (140,175)","100,125 (50,62)",,,,,,"1,1","1,2","0,6",0.095,,,SF6_Chun-Li_46pp.png,SF6_Chun-Li_46pp_hitbox.png,45f charge (charge lasts 10f after releasing back direction); no charge required if canceled from Stance normals; 2-hit projectile; counter-hit/Punish Counter bonus advantage applies after both hits; 2nd hit with higher juggle limit only comes out if 1st hit connects,supercombo_only,,,,,,,
55,Specials,special,Chun-Li_236kk_kk,236KK~KK,Lightning Kick Barrage,700(560),11,2(5)2(4) 2(5)2(13)3,25,73,KD +29,-13,LH,-,,"25x4,75 (175)",,KD +29,,,,,,,50,"2x4,10",1000x5,,,100x5 (70x5),50x5 (25x5),,,,,,1,"0x4,10",2x5,,,,SF6_Chun-Li_236kk_kk.png,SF6_Chun-Li_236kk_kk_hitbox.png,() refers to scaled damage from 236KK combo starter; 10 hits total; does not cost additional Drive meter; cannot hit cross-up,supercombo_only,,,,,,,
60,Specials,special,Chun-Li_28lk,[2]8LK,Spinning Bird Kick,"333x2,334 (1000)",9,2(6)2(6)2,6+24 land,56,KD +33,-18,LH,-,,"84x2,83 (251)",,KD +33,-30,,,,,,30 total,"2,2,4",1000x3,[5000],"666x2,668",400x3 (280x3),200x3 (100x3),,,8-32 (FKD),2.166 (1.54),,0x3,"0,0,1",1x3,,,,SF6_Chun-Li_28lk.png,"SF6_Chun-Li_28lk_hitbox.png, SF6_Chun-Li_28lk_hitbox2.png",30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; combos from light normals; cannot hit cross-up,supercombo_only,,,,,,,
61,Specials,special,Chun-Li_28mk,[2]8MK,Spinning Bird Kick,"200x4,400 (1200)",16,2(6)2(6) 2(7)2(4)2,8+21 land,77,KD +34,-17,LH,-,,"50x4,100 (300)",,KD +34,-28,,,,,,45 total,"2x4,4",800x5,[5000],400x5,240x5 (168x5),120x5 (60x5),,,15-56 (FKD),3.275 (1.715),,0x5,"0x4,1",1x5,,,,SF6_Chun-Li_28mk.png,SF6_Chun-Li_28mk_hitbox.png,30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; combos from medium normals; cannot hit cross-up,supercombo_only,,,,,,,
62,Specials,special,Chun-Li_28hk,[2]8HK,Spinning Bird Kick,"180x6,320 (1400)",20,2(4)2(8)2(6) 2(5)2(5)2(3)2,8+22 land,94,KD +33,-18,LH,-,,"45x6,80 (350)",,KD +33,-35,,,,,,57 total,"2x6,4",600x7,[5000],"285x6,290","150x6,300 (105x6,210)","75x6,150 (37x6,75)",,,18-72 (FKD),4.725 (1.845),,0x7,"0x6,1",1x7,,,,SF6_Chun-Li_28hk.png,SF6_Chun-Li_28hk_hitbox.png,"30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; combos from 2HP, 4HP, 2MP, 5MK, Stance HP, and Stance MK; cannot hit cross-up",supercombo_only,,,,,,,
63,Specials,special,Chun-Li_28kk,[2]8KK,Spinning Bird Kick,"100x6,200 (800)",16,2(4)2(4)2(5) 2(4)2(5)2(4)2,8+15 land,78,KD +55(+41),-12,LH,-,,"25x6,50 (200)",,KD +55(+41),-28(-23),,,,,,51 total,"2x6,8",600x7,[5000],-20000,"150x6,300 (105x6,210)","75x6,150 (37x6,75)",,,14-63 (FKD),4.51 (1.59),,"1 ground / 0x6,1 air","0x6,1",5x7,,,,SF6_Chun-Li_28kk.png,SF6_Chun-Li_28kk_hitbox.png,30f charge time (charge lasts 12f after releasing down direction); no charge required if canceled from Stance normals; puts opponent into limited juggle state (juggle follow-up only possible vs. grounded opponents); combos from medium normals; cannot hit cross-up,supercombo_only,,,,,,,
77,Taunts,taunt,Chun-Li_5pppkkk,5PPPKKK,Neutral Taunt,300,35,2,70,106,-58,-65,LH,-,,,,KD +35 Crumple,-70,,,,,14,7,9(25),600,[5000],300,300 (210),150 (75),,,,0.79,,1,1,0,,,,SF6_Chun-Li_5pppkkk.png,SF6_Chun-Li_5pppkkk_hitbox.png,"""Sorry!""; Punish Counter crumple is the only way to keep it safe, but does not allow follow-up combo",supercombo_only_taunt,,,,,,,
78,Taunts,taunt,Chun-Li_6pppkkk,6PPPKKK,Forward Taunt,-,273 (total),-,-,273,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Chun-Li_6pppkkk.png,,"""Welcome!""",supercombo_only_taunt,,,,,,,
79,Taunts,taunt,Chun-Li_4pppkkk,4PPPKKK,Back Taunt,-,401 (total),-,-,401,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Chun-Li_4pppkkk.png,,"""Yawn... are you ready yet?""",supercombo_only_taunt,,,,,,,
