official_row_order,official_category,official_move_name,official_input_display,official_input_signature,official_input_family,startup,active,recovery,damage,on_hit,on_block,cancel,match_status,match_method,candidate_count,supercombo_move_id,supercombo_move_type,supercombo_input,supercombo_name,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_hit_advantage,supercombo_block_advantage,supercombo_cancel,supercombo_damage,field_comparisons_json
11,通常技,しゃがみ強P（ハンマーアクス）,key-d key-plus icon_punch_h 強,2HP,2HP,10,10-15,22,1000,0,-2,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+recovery_match,1,lily_2hp,ground_normal,2HP,Crouching Heavy Punch,10,"2,4",22,0,-2,Sp SA (2nd),500x2,"{""active_duration"": {""comparable"": false, ""official"": ""6"", ""official_raw"": ""10-15"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""2,4""}, ""damage"": {""comparable"": false, ""official"": ""1000"", ""official_raw"": ""1000"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""500x2""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""22"", ""official_raw"": ""22"", ""supercombo"": ""22"", ""supercombo_raw"": ""22""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}}"
12,通常技,しゃがみ強K（スコールキック）,key-d key-plus icon_kick_h 強,2HK,2HK,11,11-20,24,900,D,-12,,matched,exact_input+family_input+same_family+category_move_type+startup_match+recovery_match,1,lily_2hk,ground_normal,2HK,Squall Kick,11,2(6)2,24,KD +32,-12,-,450x2,"{""active_duration"": {""comparable"": false, ""official"": ""10"", ""official_raw"": ""11-20"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""2(6)2""}, ""damage"": {""comparable"": false, ""official"": ""900"", ""official_raw"": ""900"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""450x2""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""24"", ""official_raw"": ""24"", ""supercombo"": ""24"", ""supercombo_raw"": ""24""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}"
13,通常技,ジャンプ弱P（アローシュート）,（ジャンプ中に） icon_punch_l 弱,j.LP,j.LP,5,5-13,着地後3,300,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_jlp,air_normal,j.LP,Jumping Light Punch,5,9,3 land,+6(+9),+2(+5),-,300,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""5-13"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}"
14,通常技,ジャンプ弱K（ビガーニーキック）,（ジャンプ中に） icon_kick_l 弱,j.LK,j.LK,6,6-11,着地後3,300,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_jlk,air_normal,j.LK,Jumping Light Kick,6,6,3 land,+4(+10),0(+6),-,300,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6-11"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}"
15,通常技,ジャンプ中P（アングリーボウ）,（ジャンプ中に） icon_punch_m 中,j.MP,j.MP,9,9-12,着地後3,700,,,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_jmp,air_normal,j.MP,Jumping Medium Punch,9,4,3 land,+5(+11),+1(+7),Sp SA2 TC,700,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""9-12"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""700"", ""official_raw"": ""700"", ""supercombo"": ""700"", ""supercombo_raw"": ""700""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}"
16,通常技,ジャンプ中K（デザートトゥーキック）,（ジャンプ中に） icon_kick_m 中,j.MK,j.MK,8,8-12,着地後3,500,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_jmk,air_normal,j.MK,Jumping Medium Kick,8,5,3 land,+7(+13),+3(+9),-,500,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""8-12"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""500"", ""official_raw"": ""500"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}"
17,通常技,ジャンプ強P（アズテックストライク）,（ジャンプ中に） icon_punch_h 強,j.HP,j.HP,10,10-15,着地後3,800,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_jhp,air_normal,j.HP,Jumping Heavy Punch,10,6,3 land,+6(+15),+2(+11),-,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""10-15"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}}"
18,通常技,ジャンプ強K（アングリードロップキック）,（ジャンプ中に） icon_kick_h 強,j.HK,j.HK,11,11-16,着地後3,800,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_jhk,air_normal,j.HK,Jumping Heavy Kick,11,6,3 land,+9(+15),+5(+11),-,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""11-16"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}"
19,特殊技,スラストリッジ,key-dr key-plus icon_punch_h 強,3HP,3HP,25,25-27,18,900,2,-3,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_3hp,ground_normal,3HP,Ridge Thrust,25,3,18,+2,-3,-,900,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""25-27"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""18"", ""official_raw"": ""18"", ""supercombo"": ""18"", ""supercombo_raw"": ""18""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""25"", ""official_raw"": ""25"", ""supercombo"": ""25"", ""supercombo_raw"": ""25""}}"
20,特殊技,ホーンブレイク,key-l key-plus icon_punch_h 強,4HP,4HP,14,14-17,18,1000,5,-2,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_4hp,ground_normal,4HP,Horn Breaker,14,4,18,+5,-2,Sp SA,1000,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""14-17"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""1000"", ""official_raw"": ""1000"", ""supercombo"": ""1000"", ""supercombo_raw"": ""1000""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""18"", ""official_raw"": ""18"", ""supercombo"": ""18"", ""supercombo_raw"": ""18""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""14"", ""official_raw"": ""14"", ""supercombo"": ""14"", ""supercombo_raw"": ""14""}}"
21,特殊技,グレートスピン,（ジャンプ中に） key-d key-plus icon_punch_h 強,j.2HP,j.2HP,9,9-19,着地後3,800,,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_j2hp,air_normal,j.2HP,Great Spin,9,11,3 land,+11(+15),+7(+11),-,800,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""9-19"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}"
22,特殊技,ダブルアロー,（ジャンプ中に） icon_punch_m 中 arrow_3 icon_punch_m 中,j.MP~MP,j.MP~MP,10,10-12,着地後3,700,,,※,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_jmp_mp,air_normal,j.MP~MP,Double Arrow,10,3,3 land,-,-,SA2,700,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""10-12"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""700"", ""official_raw"": ""700"", ""supercombo"": ""700"", ""supercombo_raw"": ""700""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}}"
23,特殊技,デザートストーム（1段目）,key-r key-plus icon_punch_h 強,6HP,6HP,16,16-17,24,900,2,-4,C,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_6hp,ground_normal,6HP,Desert Storm 1,16,2,24,+2,-4,TC Sp SA,900,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""16-17"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""24"", ""official_raw"": ""24"", ""supercombo"": ""24"", ""supercombo_raw"": ""24""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""16"", ""official_raw"": ""16"", ""supercombo"": ""16"", ""supercombo_raw"": ""16""}}"
24,特殊技,デザートストーム（2段目）,key-r key-plus icon_punch_h 強 arrow_3 icon_punch_h 強,6HP~HP,6HP~HP,20,20-21,27,500,0,-9,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,lily_6hp_hp,ground_normal,6HP~HP,Desert Storm 2,20,2,27,0,-9,TC,500,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""20-21"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""500"", ""official_raw"": ""500"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""27"", ""official_raw"": ""27"", ""supercombo"": ""27"", ""supercombo_raw"": ""27""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""20"", ""official_raw"": ""20"", ""supercombo"": ""20"", ""supercombo_raw"": ""20""}}"
25,特殊技,デザートストーム（3段目）,key-r key-plus icon_punch_h 強 arrow_3 icon_punch_h 強 arrow_3 icon_punch_h 強,6HP~HP~HP,6HP~HP~HP,20,20-24,39,800,D,-23,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,lily_6hp_hp_hp,ground_normal,6HP~HP~HP,Desert Storm 3,20,5,39,KD +26,-23,-,800(640),"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""20-24"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": false, ""official"": ""800"", ""official_raw"": ""800"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""800"", ""supercombo_raw"": ""800(640)""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""39"", ""official_raw"": ""39"", ""supercombo"": ""39"", ""supercombo_raw"": ""39""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""20"", ""official_raw"": ""20"", ""supercombo"": ""20"", ""supercombo_raw"": ""20""}}"
26,必殺技,弱 コンドルウィンド,key-d key-dl key-l key-plus icon_punch_l 弱,214LP,214P,,,全体 47,0,,,,matched,exact_input+same_family+category_move_type,1,lily_214lp,special,214LP,Condor Wind (stock),46(71/90),-,1(19),-,-,-,-,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": false, ""official"": ""0"", ""official_raw"": ""0"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 47"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""1"", ""supercombo_raw"": ""1(19)""}, ""startup"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""46"", ""supercombo_raw"": ""46(71/90)""}}"
27,必殺技,中 コンドルウィンド,key-d key-dl key-l key-plus icon_punch_m 中,214MP,214P,23,23-26,25,900,2,-8,SA3,matched,same_family+category_move_type,1,lily_214lp,special,214LP,Condor Wind (stock),46(71/90),-,1(19),-,-,-,-,"{""active_duration"": {""comparable"": false, ""official"": ""4"", ""official_raw"": ""23-26"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": false, ""official"": ""900"", ""official_raw"": ""900"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""recovery"": {""comparable"": false, ""official"": ""25"", ""official_raw"": ""25"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""1"", ""supercombo_raw"": ""1(19)""}, ""startup"": {""comparable"": false, ""official"": ""23"", ""official_raw"": ""23"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""46"", ""supercombo_raw"": ""46(71/90)""}}"
28,必殺技,強 コンドルウィンド,key-d key-dl key-l key-plus icon_punch_h 強,214HP,214P,25,25-28,25,1100,D,-8,SA3,matched,same_family+category_move_type,1,lily_214lp,special,214LP,Condor Wind (stock),46(71/90),-,1(19),-,-,-,-,"{""active_duration"": {""comparable"": false, ""official"": ""4"", ""official_raw"": ""25-28"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": false, ""official"": ""1100"", ""official_raw"": ""1100"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""recovery"": {""comparable"": false, ""official"": ""25"", ""official_raw"": ""25"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""1"", ""supercombo_raw"": ""1(19)""}, ""startup"": {""comparable"": false, ""official"": ""25"", ""official_raw"": ""25"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""46"", ""supercombo_raw"": ""46(71/90)""}}"
