character_slug,move_id,move_name,input,move_group,hitconfirm_window,hitstun,blockstun,hitstop,punish_adv,perf_parry_adv,dr_cancel_hit,dr_cancel_blk,after_dr_hit,after_dr_blk,invuln,armor,airborne,jug_start,jug_increase,jug_limit,proj_speed,atk_range,super_gain_blk,notes_sc
dhalsim,dhalsim_015_j_mp,Jumping Medium Punch,j.MP,normals,-,17,11,11,+9(+17),-10 (-2),-,-,-,-,-,-,-,1,1(2),1,-,2.36,250 (125),"Cancelable into Float, Air Teleport, Yoga Comet, Drill Kick, or Yoga Mummy; great horizontal range for use as an air-to-air; does not hit overhead and cannot hit crouching opponents unless they extend a vertical hurtbox; lower body projectile invuln 9-25f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs); when juggled into, puts opponent into a limited juggle state (has a higher Juggle Increase value mid-juggle); can be comboed into after OD Yoga Flame (then canceled into Yoga Mummy to keep the opponent juggled)"
dhalsim,dhalsim_016_j_mk,Jumping Medium Kick,j.MK,normals,-,17,13,11,-3 (+17),-22 (-2),-,-,-,-,-,-,-,2,1,0,-,1.76,250 (125),"Good horizontal range and a downward angle (very effective at stopping approaches when used out of Float); can be used as an instant overhead vs. Dee Jay/JP/Marisa/Zangief, or as a fuzzy instant overhead vs. opponents in Burnout"
dhalsim,dhalsim_017_j_hp,Jumping Heavy Punch,j.HP,normals,-,23,19,13,-1 (+23),-26 (-2),-,-,-,-,-,-,-,1,1,4,-,1.68 (1.22),500 (250),"Causes spike knockdown vs. airborne opponents; very long horizontal range on 2nd active frame, then hits far below Dhalsim (hurtbox extends outside the hitbox, making it prone to trading/losing to anti-airs); can hit as an instant overhead (but slow startup makes this incredibly risky; too slow for fuzzy overhead setups); always safe on block if performed from Yoga Float; extends a large hurtbox in front and below Dhalsim during active frames 2-4 (projectile invuln farther back, allowing Dhalsim to punish fireballs more reliably while floating at close range)"
dhalsim,dhalsim_018_j_hk,Jumping Heavy Kick,j.HK,normals,-,19,15,13,+9(+19),-12 (-2),-,-,-,-,-,-,-,2,1,4,-,2.82 (0.94),500 (250),Great horizontal range at an upward angle for air-to-airs (especially out of Float); lower body projectile invuln 10-22f (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
dhalsim,dhalsim_019_4_mp,Yoga Uppercut,4MP,command_normals,19,24,19,11,+6,-20,+11,+6,+6,+1,8-13 Air (Head/Arm),-,-,1,1,0,-,1.079,250 (125),Forces stand on hit; good close-range anti-air but cannot hit cross-up; active frames 2-6 whiff on crouching opponents unless they extend a vertical hurtbox (making it a poor meaty option); all active frames are cancelable giving it a lenient hitconfirm window; special/DR cancel is delayed until after 4th active frame
dhalsim,dhalsim_020_4_hp,Yoga Lance,4HP,command_normals,21,27,20,13,-5 (KD),-34,+17,+10,-5,-12,-,-,-,1 CH/PC Air,1,2,-,2.52 (1.50),500 (250),Whiffs on crouching opponents unless they extend a vertical hurtbox; long-range anti-air (cannot hit cross-up); Counter-hit/Punish Counter puts airborne opponents into limited juggle state; canceling anti-air into a projectile can lead to juggles on CH/PC or meaty/teleport pressure
dhalsim,dhalsim_021_1_hp,Nirvana Punch,1HP,command_normals,18,27,21,13,+7,-22,+17,+11,+7,+1,-,-,-,1,1,0,-,1.46,500 (250),"Decent range cancelable attack, primarily used out of Drive Rush; extends a hurtbox 1f before active and hurtbox lingers 12f after recovery making it susceptible to whiff punishes"
dhalsim,dhalsim_022_1_lk,Agile Kick,1LK,command_normals,-,14,10,9,+5,-11,-,-,+5,+1,-,-,-,1,1,0,-,1.05,150 (75),Chains into 5LP/2LP/1LK
dhalsim,dhalsim_023_4_mk,Divine Kick,4MK,command_normals,16,24,21,11,+7,-19,+14,+11,+7,+4,-,-,-,1,1,0,-,1.18,250 (125),Important combo tool; good meaty option due to high active frame count and safety on block
dhalsim,dhalsim_024_1_mk,Thrust Kick,1MK,command_normals,13,20,16,9,+1,-21,+8,+4,+1,-3,-,-,-,1,1,0,-,1.19,250 (125),Acts like a standard cancelable 2MK but with below-average range; Range: 1.19; DR cancel is delayed until after active frames
dhalsim,dhalsim_025_4_hk,Yoga Mountain,4HK,command_normals,-,26,17,13,+4,-24,-,-,+4,-5,14-27 Air (Leg),-,-,1 CH/PC Air,1,0,-,0.80,500 (250),Slow anti-air (cannot hit cross-up); low profile 10-13f and 33-38f; Counter-hit/Punish Counter puts airborne opponents into limited juggle state
dhalsim,dhalsim_026_1_hk,Karma Kick,1HK,command_normals,-,-,18,13,HKD +48,-23,-,-,KD +33,-3,-,-,-,1,1,5,-,1.29,500 (250),Traditional sweep; can be difficult to punish if well spaced (much better block advantage than most sweeps)
dhalsim,dhalsim_041_2_3_6_lk,Yoga Arch,236LK,specials,11,29,27,8,+5,-17,-,-,-,-,-,-,-,0,0,3,LK 0.0195 / MK 0.0385 / HK 0.07,-,300 (150),"1-hit projectile thrown upward before coming down; button strength determines projectile speed and max distance (LK short, MK mid, HK far); upon hitting the floor, creates a larger stationary hitbox that lasts 10f; frame advantage refers to point blank upward hit"
dhalsim,dhalsim_047_6_3_2_1_4_lp,Yoga Flame,63214LP,specials,21,-,26,10,KD +33,-29,-,-,-,-,-,-,-,3,1,2,-,-,450 (225),"1-hit stationary projectile hitbox; on Perfect Parry, opponent only has 1f recovery despite no screen freeze; SA3 cancel has 2f startup to ensure combo consistency"
dhalsim,dhalsim_048_6_3_2_1_4_mp,Yoga Flame,63214MP,specials,26,-,28 total,"4,6",KD +33,-41,-,-,-,-,-,-,-,"1,1","1,1","2,3",-,-,250x2 (125x2),"2-hit stationary projectile hitbox (both hits come out even if final active frame connects); on Perfect Parry, opponent only has 1f recovery despite no screen freeze; SA3 cancel has 2f startup to ensure combo consistency"
dhalsim,dhalsim_049_6_3_2_1_4_hp,Yoga Flame,63214HP,specials,32,-,29 total,"4,4,6",KD +45(+47),-30(-28),-,-,-,-,-,-,-,1x3,1x3,5x3,-,-,"175x2,200 (87x2,100)","3-hit projectile hitbox (only 1-hit if final active frame connects, otherwise all 3 hits come out); hitbox range increases until reaching max range on 3rd active frame; slightly better advantage at max range; on Perfect Parry, opponent only has 1f recovery despite no screen freeze; SA3 cancel has 2f startup to ensure combo consistency"
dhalsim,dhalsim_050_6_3_2_1_4_p_p,Yoga Flame,63214PP,specials,27,-,38 total,"3,3,3,3",KD +51,-38,-,-,-,-,-,-,-,0(1),"0x4,1",1x5,-,-,100x4 (50x4),5-hit OD projectile hitbox that launches opponent upward into a limited juggle state; 5f extra recovery on whiff/block; causes free juggle state if only the 5th hit connects vs. airborne opponent; 5th hit does not connect on grounded opponents (only 4 hits on block); SA3 cancel has 2f startup to ensure combo consistency; can juggle into immediate j.MP to extend the combo
dhalsim,dhalsim_051_6_3_2_1_4_lk,Yoga Blast,63214LK,specials,13,-,27,8,KD +39,-31,-,-,-,-,-,-,-,1,1,1,-,-,600 (300),Strike hitbox with 1-hit projectile nullification; head hurtbox disappears on frames 3-44 (hurtbox shrinks even lower on frames 12-21 while active); useful anti-air that can hit cross-up; does not move during startup; puts opponent into limited juggle state on hit; whiffs on crouching opponents unless they extend a vertical hurtbox
dhalsim,dhalsim_052_6_3_2_1_4_mk,Yoga Blast,63214MK,specials,13,-,27,8,KD +42,-28,-,-,-,-,-,-,-,1,1,1,-,-,600 (300),Strike hitbox with 1-hit projectile nullification; head hurtbox disappears on frames 3-44 (hurtbox shrinks even lower on frames 15-24 while active); useful anti-air that can hit cross-up; steps slightly forward during startup; puts opponent into limited juggle state on hit; whiffs on crouching opponents unless they extend a vertical hurtbox
dhalsim,dhalsim_053_6_3_2_1_4_hk,Yoga Blast,63214HK,specials,15,-,27,8,KD +47,-26,-,-,-,-,-,-,-,1,1,1,-,-,600 (300),"Strike hitbox with 1-hit projectile nullification; head hurtbox disappears on frames 3-44 (hurtbox shrinks even lower on frames 17-26 while active); useful anti-air that can hit cross-up; steps forward during startup; puts opponent into limited juggle state on hit; whiffs on crouching opponents unless they extend a vertical hurtbox; can always juggle into SA1 on hit (MP for damage, LP if spaced at max range for consistency)"
dhalsim,dhalsim_054_6_3_2_1_4_k_k,Yoga Blast,63214KK,specials,15,-,30,3,KD +42,-21,-,-,-,-,12-21 Air (Upper Body),-,-,"0,1","0,1","2,3",-,-,300x2 (150x2),Strike hitbox with 2-hit OD projectile nullification; head hurtbox disappears on frames 3-41 (hurtbox shrinks even lower on frames 12-21 while active); useful anti-air that can hit cross-up; steps forward during startup; puts opponent into limited juggle state on hit; both hits come out even if final active frame connects; whiffs on crouching opponents unless they extend a vertical hurtbox
dhalsim,dhalsim_069_2_3_6_2_3_6_lp,Yoga Inferno,236236LP,super_arts,-,-,109 total,7x12,KD +29,-31,-,-,-,-,1-11 Throw,Break,-,1,1x12,99,-,-,-10000,Flames are low to the ground with ~1/2 screen range; deals 792 recoverable damage on block; high pushback on block makes it useful for mid-range block pressure against most characters
dhalsim,dhalsim_070_2_3_6_2_3_6_mp,Yoga Inferno,236236MP,super_arts,-,-,109 total,7x12,KD +29,-31,-,-,-,-,1-11 Throw,Break,-,1,1x12,99,-,-,-10000,"Shorter range than LP version (~1/3 screen), ends with upward angled flame and deals more damage; deals 792 recoverable damage on block"
dhalsim,dhalsim_071_2_3_6_2_3_6_hp,Yoga Inferno,236236HP,super_arts,-,-,102 total,7x12,KD +27,-36,-,-,-,-,1-11 Throw,Break,-,1,1x12,99,-,-,-10000,Upward anti-air angle; crouching hurtbox on frames 1-12; whiffs on crouching opponents unless they extend a vertical hurtbox; deals 792 recoverable damage on block
dhalsim,dhalsim_072_2_1_4_2_1_4_k,Yoga Sunburst,214214K,super_arts,-,-,61(57) total,8x5,KD +50,-4,-,-,-,-,1-9 Full,Break,-,1,"6x4,100",99,LK 0.014 / MK 0.021 / HK 0.04,-,-20000,"Button strength determines trajectory; 5-hit projectile; cannot hit crouching opponents on the way up unless they extend a vertical hurtbox (opponent can safely pressure Dhalsim with a crouching meaty attack); automatically releases if the hitbox above Dhalsim's head connects; can hold the button to charge into a more powerful version; upon hitting the floor, creates a larger stationary hitbox that lasts 20f; [] refers to active projectile time after release"
dhalsim,dhalsim_075_2_3_6_2_3_6_k,Merciless Yoga,236236K,super_arts,-,-,18*,20,HKD +19,-78,-,-,-,-,1-14 Full,Break,-,-,-,10,-,1.356,-30000,Cinematic time regenerates ~2 Drive bars for Dhalsim; 2f startup when canceled from 63214P; *Self-hitstop does not occur until 3rd active frame on block (incorrectly appears to have 7 active frames and 20f blockstun)
dhalsim,dhalsim_076_2_3_6_2_3_6_k,Merciless Yoga (CA),236236K,super_arts,-,-,18,20,HKD +19,-78,-,-,-,-,1-14 Full,Break,-,-,-,10,-,1.356,-30000,Available at 25% HP or below; cinematic time regenerates ~2.4 Drive bars for Dhalsim; 2f startup when canceled from 63214P
dhalsim,dhalsim_077_5_6_lplk,Yoga Smash,LPLK,throws,-,-,-,-,HKD +31,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Allows for a corner throw loop; walk for manual timing, dash (+6) and delay throw by 1-4f, or whiff 2LK (+5) for auto-timing; a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
dhalsim,dhalsim_078_4_lplk,Yoga Throw,4LPLK,throws,-,-,-,-,HKD +19,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Side switch; no meaty throw after throwing opponent into corner, but can meaty with 2MK (0 oB) or DR 4MK (+6 oB); a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
dhalsim,dhalsim_079_2_lplk,Yoga Splash,2LPLK,throws,-,-,-,-,HKD +35,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Throws opponent full screen; allows for a corner throw loop with manual timing (+10 after dash, or walk); a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
dhalsim,dhalsim_082_hphk,Yoga Rise,HPHK,system,-,-,34,25,"Crumple (Standing +21, Juggle +46, HKD +104)",-35,-,-,-,-,-,1-27,-,0,1,0,-,2.258,-,See Drive Impact . Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
dhalsim,dhalsim_088_6_6,Parry Drive Rush,MPMK~66,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"See Drive Rush ; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.471 (min/throw), 1.787 (min/block), 2.700 (max/final DR frame)"
dhalsim,dhalsim_089_6_6_5_6_mpmk,or 66 Drive Rush Cancel,MPMK,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,See Drive Rush ; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
