row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes
15,Normals and Target Combos,air_normal,akuma_jhp,j.HP,Jumping Heavy Punch,800,9,6,3 land,,+8(+15),+4(+11),H,-,,,,+12(+19),-9(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.06,,1,0,0,,,,SF6_Akuma_jhp.png,SF6_Akuma_jhp_hitbox.png,Spike knockdown vs. airborne opponents on Counter-hit/Punish Counter; good hitbox priority for air approaches; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
16,Normals and Target Combos,air_normal,akuma_jlk,j.LK,Jumping Light Kick,300,6,10,3 land,,+5(+10),+1(+6),H,-,,,,+9(+14),-7(-2),,,,,14,10,9,1500,[2000],500,300 (210),150 (75),,,,0.55,,1,1,0,,,,SF6_Akuma_jlk.png,SF6_Akuma_jlk_hitbox.png,Cross-up
17,Normals and Target Combos,air_normal,akuma_jmk,j.MK,Jumping Medium Kick,500,7,6,3 land,,+8(+13),+4(+9),H,-,,,,+12(+17),-7(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,1.15,,1,1,0,,,,SF6_Akuma_jmk.png,SF6_Akuma_jmk_hitbox.png,"Cross-up; lower body projectile invuln 7-20f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
18,Normals and Target Combos,air_normal,akuma_jhk,j.HK,Jumping Heavy Kick,800,12,6,3 land,,+9(+15),+5(+11),H,-,,,,+13(+19),-8(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.20,,1,0,0,,,,SF6_Akuma_jhk.png,SF6_Akuma_jhk_hitbox.png,Most horizontal range of Akuma's air normals; lower body projectile invuln 12-19f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
19,Normals and Target Combos,ground_normal,akuma_6mp,6MP,Skull Splitter,"200,400",20,1(1)3,18,42,+3,-3,"H,H",-,,,,+7,-21(-19),,,+7,+1,26(24),20(18),"8,12",1250x2,[2500x2],750x2,250x2 (175x2),125x2 (62x2),,,,1.861 (1.791),,1,"1,1","0,0",,,,SF6_Akuma_6mp.png,"SF6_Akuma_6mp_hitbox_preview.png, SF6_Akuma_6mp_hitbox_1.png, SF6_Akuma_6mp_hitbox_2.png","2-hits; fast overhead with excellent reward (5MK) when used out of Drive Rush; if blocked, Akuma is out of throw range (can frame trap with CH 2LP into 5MK to punish reversal 4f jabs); 2nd hit is no longer an overhead if the first hit connects"
20,Normals and Target Combos,ground_normal,akuma_6mk,6MK,Resso Snap Kick,700,10,3,15(18/19),27(30/31),+5,-4,LH,-,,,,+9,-19,,,+9,0,23,17,11,4000,[6000],2000,500 (350),250 (125),,,,1.649,,1,1,0,,,,SF6_Akuma_6mk.png,SF6_Akuma_6mk_hitbox.png,"3f extra recovery on block, 4f extra recovery on whiff; whiffed version extends a wider hurtbox during recovery; long-range poke with great hitbox priority; good whiff punish tool that allows a link to 2HK from closer ranges, or into SA2 from around Akuma's 2MK range; safe from all reversal 4f normal even at point blank (except Zangief 2LK, which gets no follow-up)"
21,Normals and Target Combos,ground_normal,akuma_6hp,6HP,Kikoku,800,13,4,20,36,+4,-3,LH,TC,20,,,+8,-22,,,+8,+1,28,21,13,5000,[8000],3000,1000 (700),500 (250),,,,1.957,,1,1,0,,,,SF6_Akuma_6hp.png,SF6_Akuma_6hp_hitbox.png,Solid poke with easy hitconfirm timing; TC follow-up is always a true blockstring even at max delay; more damaging than 5HK when used mid-combo due to lack of damage scaling; useful out of Drive Rush for long-range oki (e.g. after midscreen throw); extends a wider hurtbox until the end of recovery
22,Normals and Target Combos,ground_normal,akuma_4hk,4HK,Rago High Kick,800,12,5,27,43,KD +47,-15,LH,Sp SA,19,,20% Starter,KD +47,-30,KD +69,+7,KD +47 Free Juggle,-11,,17,13,5000,[5000],2000,1000 (700),500 (250),,,,1.134,,1,1,0,,,,SF6_Akuma_4hk.png,SF6_Akuma_4hk_hitbox.png,Puts opponents into limited juggle state (free juggle if used out of Drive Rush); upper body and kicking leg is anti-air invuln while active (frames 12-16); unreliable anti-air due to slow startup and extended vertical hurtbox before the invuln starts; being a cancelable launcher allows Akuma to juggle into Demon Raid follow-ups or charged fireballs
23,Normals and Target Combos,air_normal,akuma_j2mk,j.2MK,Tenmaku Blade Kick,800,16,until land,7(13) land,,+1(+11),-4(+6),LH,-,,,20% Starter; Combo (2 hits),+5(+15),-16(-6),,,,,19,14,13,4000,[5000],3000,1000 (700),500 (250),,,,,,1,0,1,,,,SF6_Akuma_j2mk.png,SF6_Akuma_j2mk_hitbox.png,"Forward Jump only; 6f extra landing recovery on whiff; great tool for mixing up jump timings, especially against characters that rely on non-invincible anti-airs; much stronger hurtbox compared to other divekicks; cannot hit cross-up; all landing recovery after the first 2 frames has a crouch-sized hurtbox, and the final recovery frame is in a crouching state; kicking leg is projectile invuln on frame 14 until landing"
24,Normals and Target Combos,ground_normal,akuma_5mp_mp,5MP~MP,Viscera Piercer,700,7,3,21,30,-1,-6,LH,Sp SA,38,,Combo (2 hits),+3,,+13,+8,,,23,18,13,2000,[4000],1500,500 (350),250 (125),,,,,,1,1,1,,,,SF6_Akuma_5mp_mp.png,SF6_Akuma_5mp_mp_hitbox.png,Important combo/hitconfirm tool; always a true blockstring from 5MP
25,Normals and Target Combos,ground_normal,akuma_5mk_hk,5MK~HK,Bone Crusher Axe Kick,600,20,3,20,42,+1,-3,H,-,,,Combo (2 hits),+5,-21,,,,,24,20,12,4000,[5000],2000,1000 (700),500 (250),,,,,,1,3,3,,,,SF6_Akuma_5mk_hk.png,"SF6_Akuma_5mk_hk_hitbox_preview.png, SF6_Akuma_5mk_hk_hitbox_1.png, SF6_Akuma_5mk_hk_hitbox_2.png","Safe overhead Target Combo that's great for chipping Drive gauge; puts airborne opponents into limited juggle OTG state (can be used in juggles where 5MK connects, like wallsplat or DR~5MK routes); interruptible 5f gap between hits on block (up to 8f at max delay); will not combo on final 2 cancelable frames of 5MK without CH/PC/DR starter making it very difficult to hitconfirm"
26,Normals and Target Combos,ground_normal,akuma_6hp_6hp,6HP~6HP,Kikoku Combination 1,600,10,3,21(24),33(36),KD +39,-10,LH,TC,41-42,,,KD +39,,,,,,,17,10,5000,[8000],2000,1000 (700),500 (250),,,,,,1,1,1,,,,SF6_Akuma_6hp_6hp.png,SF6_Akuma_6hp_6hp_hitbox.png,3f extra recovery on block; always a true blockstring even at max delay; puts opponent into limited juggle state; can finish with HK ender midscreen or 623MP in the corner; stronger extensions possible on a higher juggle (like Wallsplat into 2HK or any Super); easily hitconfirmable combo extension
27,Normals and Target Combos,ground_normal,akuma_6hp_6hp_hk,6HP~6HP~HK,Kikoku Combination 2,875(700),9,3,24,35,KD +35,-13,LH,-,,,,,,,,,,,13,13,2000,,2500,1000 (700),500 (250),,,,,,1,0,2,,,,SF6_Akuma_6hp_6hp_hk.png,SF6_Akuma_6hp_6hp_hk_hitbox.png,() refers to scaled damage after 6HP~6HP combo starter; always a true blockstring even at max delay; puts opponent into limited juggle state; useful midscreen ender (623MP is stronger after a corner 6HP~6HP launch)
28,Drive and Throw,throw,akuma_lplk,LPLK,Goshoha,1200 (2040),5,3,23,30,KD + 28,-,T,-,,,20% Immediate,HKD + 28,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Akuma_lplk.png,SF6_Akuma_lplk_hitbox.png,"Can walk or Dash + walk for manually-timed corner throw loop; immediate TK OD Air Fireball can stuff some wakeup reversals and leave Akuma plus on block; midscreen, cannot get strike/throw mixup but can Drive Rush into delayed 6HP to beat wakeup 4f normals (+1 oB); a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously"
29,Drive and Throw,throw,akuma_4lplk,4LPLK,Shuretto,1200 (2040),5,3,23,30,KD + 14,-,T,-,,,20% Immediate,HKD + 14,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Akuma_4lplk.png,SF6_Akuma_4lplk_hitbox.png,"Side switches; can walk for pseudo-throw loop after throwing opponent into corner (loses to reversal 4f normals); can use immediate DR~5MP for stronger oki (but loses to invincible reversals on reaction); immediate 6HP hits meaty, becoming +6/-1 with a link to 2MP on hit or 2HP on Counter-hit; a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously"
30,Drive and Throw,drive,akuma_hphk,HPHK,Oni Goroshi,800,26,2,35,62,KD +35 / Wall Splat KD +65,-3 / Wall Splat HKD +72,LH,-,,200,20% Starter (Hit) 20% Multiplier (Block),"Crumple (Standing +21, Juggle +46, HKD +104)",-35,,,,,,34,25,5000,10000 [15000],-10000,[3000(2100)],,,1-27,,2.561,,0,1,0,,,,SF6_Akuma_hphk.png,SF6_Akuma_hphk_hitbox.png,See Drive Impact. Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
31,Drive and Throw,drive,akuma_6hphk,6HPHK,Souha Double Palm (Block),500 recoverable,20,3,26(31),48(53),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000,,,1-22 Full,Break,,1.74,,200,100,1,,,,SF6_Akuma_6hphk.png,SF6_Akuma_6hphk_hitbox.png,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal.
32,Drive and Throw,drive,akuma_6hphk_recovery,6HPHK,Souha Double Palm (Recovery),500 recoverable,18,3,26(31),46(51),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000(-10000),,,1-20 Full,Break,,1.74,,200,100,1,,,,SF6_Akuma_6hphk.png,SF6_Akuma_6hphk_hitbox.png,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze except for a 12f freeze when interacting with the opponent's throw hitbox (this also refunds 1 Drive bar after punishing the throw); see Drive Reversal.
33,Drive and Throw,drive,akuma_mpmk,MPMK,Drive Parry,-,1,12 or until released,33(1)(11),45(3),-,-,-,-,,,50% Multiplier (Perfect),,,,,,,,,,,,"-5000,250~",,,6 Full (after Perfect Parry),,,,,,,,,,,SF6_Akuma_mpmk.png,SF6_Akuma_mpmk_hitbox.png,"See Drive Parry. Perfect Parrying has only 1F of recovery and disables the opponent from canceling their attack. Perfect Parrying projectiles puts you into fixed 11 frames of recovery. After a Perfect Parry, all Super Gauge gain is reduced by 20% and Drive Gauge gain/damage is reduced by 50% for the entire punish combo."
34,Drive and Throw,drive,akuma_mpmk_66_pdr,MPMK~66,Parry Drive Rush,-,3+8,-,15(37),26(48),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-10000,,,,,,,,,,,,,,SF6_Akuma_66.png,SF6_Akuma_66_hitbox.png,"See Drive Rush; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.880 (min/throw), 2.121 (min/block), 3.425 (max/final DR frame)"
35,Drive and Throw,drive,akuma_mpmk_66_drc,MPMK or 66,Drive Rush Cancel,-,9,-,15(37),24(46),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-30000,,,,,,,,,,,,,,SF6_Akuma_66.png,SF6_Akuma_66_hitbox.png,See Drive Rush; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
36,Specials,special,akuma_236lp,236LP,Gou Hadoken,700,16~32,-,30,46,0,-4,LH,SA3,4,175,,+4,-20,,,,,31,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1,2,1,0.055,,,SF6_Akuma_236lp.png,SF6_Akuma_236lp_hitbox.png,"1-hit projectile; slowest movement speed and startup but fastest recovery; can hold button to charge fireball to a higher level for more hits (25f for Lv.2, 49f for Lv.3); puts airborne opponents into limited juggle state; slight hurtbox extension on legs from frame 16~ and on arms (projectile invuln) from frame 18~"
37,Specials,special,akuma_236mp,236MP,Gou Hadoken,700,14~30,-,32,46,-2,-6,LH,SA3,4,175,,+2,-22,,,,,31,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1,2,1,0.075,,,SF6_Akuma_236mp.png,SF6_Akuma_236mp_hitbox.png,"1-hit projectile; middle ground for startup, movement speed, and recovery; can hold button to charge fireball to a higher level for more hits (25f for Lv.2, 49f for Lv.3); puts airborne opponents into limited juggle state; slight hurtbox extension on legs from frame 14~ and on arms (projectile invuln) from frame 16~"
38,Specials,special,akuma_236hp,236HP,Gou Hadoken,700,12~28,-,34,46,-4,-8,LH,SA3,4,175,,0,-24,,,,,31,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1,2,1,0.095,,,SF6_Akuma_236hp.png,SF6_Akuma_236hp_hitbox.png,"1-hit projectile; fastest movement speed and startup but slowest recovery; can hold button to charge fireball to a higher level for more hits (25f for Lv.2, 49f for Lv.3); puts airborne opponents into limited juggle state; slight hurtbox extension on legs from frame 12~ and on arms (projectile invuln) from frame 14~"
39,Specials,special,akuma_236pp,236PP,Gou Hadoken,"400,600",12~27,-,29,41~56,KD +55,+2,LH,SA2 SA3,12,"100,150",20% Starter; Combo (2 hits),KD +55,-8,,,,,,32 total,"9,10",1250x2,[2500x2],-20000,300x2 (210x2),150x2 (75x2),,,,,,1,"0,2","1,6",0.095,,,SF6_Akuma_236pp.png,SF6_Akuma_236pp_hitbox.png,2-hit OD projectile; holding buttons for 24f gives the fully charged 3-hit version; holding button 9-23f extends the startup while still giving uncharged version; projectile hitbox comes out 4f after button release; puts airborne opponents into limited juggle state; slight hurtbox extension on legs from frame 12~ and on arms (projectile invuln) from frame 16~
40,Specials,special,akuma_236p_partial_hold,236{P},Gou Hadoken Lv.2,"400,600",(25~48)+6,-,29,60~83,KD +55,+2,LH,SA3,15,"100,150",20% Starter; Combo (2 hits),KD +55,-8,,,,,,32 total,"9,10",1250x2,[2500x2],500x2,300x2 (210x2),150x2 (75x2),,,,,,1,"0,2","1,6",LP 0.07 / MP 0.085 / HP 0.105,,,SF6_Akuma_236p_partial_hold.png,SF6_Akuma_236p_partial_hold_hitbox.png,2-hit projectile; projectile speed depends on button strength; button must be held at least 25f and up to 48f for Lv.2 version (total startup 31~54f); projectile hitbox comes out 6f after button release; puts opponents into limited juggle state; useful in certain combo/juggle routes and for zoning; extended arm hurtbox is projectile invuln while charging; has an extended leg hurtbox on frames 13~
41,Specials,special,akuma_236p_hold,236[P],Gou Hadoken Lv.3,"250x3,600 (1350)",56,-,21(26),77(82),KD +69,+20,LH,SA3,12,"62x3,150 (336)",20% Starter; Combo (2 hits),KD +69,+22,,,,,,42 total,"5,5,5,10",1000x4,"[2000x3,3000]",1000x4,200x4 (140x4),100x4 (50x4),,,,,,1,"0,0,0,2","1,1,1,6",LP 0.09 / MP 0.115 / HP 0.145,,,SF6_Akuma_236p_hold.png,SF6_Akuma_236p_hold_hitbox.png,4-hit projectile; 5f extra recovery if projectile does not make contact within the first 21 active frames; projectile speed depends on button strength; button must be held 49f to perform full charge; puts opponents into limited juggle state; extended arm hurtbox is projectile invuln while charging; has an extended leg hurtbox on frames 13~
42,Specials,special,akuma_236pp_hold,236[PP],OD Gou Hadoken Lv.2,"250x3,600 (1350)",31,-,21(26),52(57),KD +69,+20,LH,SA2 SA3,12,"62x3,150 (336)",20% Starter; Combo (2 hits),KD +69,+22,,,,,,42 total,"5,5,5,10",1000x4,"[2000x3,3000]",-20000,200x4 (140x4),100x4 (50x4),,,,,,1,"0,0,0,2","1,1,1,6",0.145,,,SF6_Akuma_236pp_hold.png,SF6_Akuma_236pp_hold_hitbox.png,4-hit OD projectile; 5f extra recovery if projectile does not make contact within the first 21 active frames; buttons must be held 24f to perform full charge; puts opponents into limited juggle state; extended arm hurtbox is projectile invuln while charging; has an extended leg hurtbox on frames 10~
43,Specials,special,akuma_j236p,j.236P,Zanku Hadoken,600,13,-,9(2) land,,varies,varies,LH,-,,150,40% Starter; Combo (2 hits),varies,-20~,,,,,28,26,8,2500,[3000],2000,1000 (700),500 (250),,,Until Land (FKD),,,0,0,3,LP 0.04 / MP 0.055 / HP 0.075,,,SF6_Akuma_j236p.png,SF6_Akuma_j236p_hitbox.png,"Forward Jump only on airborne frame 9-33; 1-hit projectile; dissipates if Akuma is hit; button strength determines fireball trajectory (LP ~35 degrees / MP ~45 degrees, HP ~50 degrees); on hit only, landing recovery after 2f is cancelable into any action except walking/jumping; projectile hitbox is considered an airborne attack (can be avoided with anti-air invuln moves); puts airborne opponents into free juggle state (or maintains existing juggle state); advantage varies significantly depending on timing/spacing/angle (at worst, approximately -5 oB vs. tall characters, -3 oB vs. standard characters, and unsafe on Perfect Parry; always enough hit advantage to link); foot hurtbox is projectile invuln 1f~land; upper half of hitbox only connects on opponents mid-combo"
44,Specials,special,akuma_j236pp,j.236PP,Zanku Hadoken,300x3,6(21),-,9(2) land,,KD~,varies,LH,-,,75x3,,KD~,+1~,,,,,,29 total,"7x2,8 (8x3)","2000x2,1000","[2000,0,1000]",-20000,"300x2,400 (210x2,280)","150x2,200 (75x2,100)",,,Until Land (FKD),,,1 / 0 air,"0,0,0","5,5,5",0.075,,,SF6_Akuma_j236pp.png,SF6_Akuma_j236pp_hitbox.png,"Forward/Neutral Jump only on airborne frame 9-33; 3-hit OD projectile; dissipates if Akuma is hit; creates stationary projectile on frames 6-20, then shoots downward at ~50 degree angle (this projectile will only have 2 hits if the initial hitbox collided with opponent); on hit only, landing recovery after 2f is cancelable into any action except walking/jumping; projectile hitbox is considered an airborne attack (can be avoided with anti-air invuln moves); puts airborne opponents into free juggle state (or maintains existing juggle state); puts grounded opponents into limited juggle state; advantage varies significantly depending on timing/spacing/angle (at worst, approximately -3 oB vs. tall characters, -1 oB vs. standard characters, but +1~3 if all hits Perfect Parried); foot hurtbox is projectile invuln 1f~land; upper half of hitbox only connects on opponents mid-combo"
45,Specials,special,akuma_623lp,623LP,Gou Shoryuken,1100(800),5,10,21+12 land,47,KD +38,-23,LH,SA3,17,275,20% Starter,KD +38,-41,,,,,,20,15,4000,[5000],2000,1000 (700),500 (250),1-14 Air,,7-35 (FKD),0.906 (1st),,1,1,5 [7],,,,SF6_Akuma_623lp.png,SF6_Akuma_623lp_hitbox.png,Puts opponent into limited juggle state; 300 less damage and higher juggle limit on active frames 4-10; cannot hit cross-up; only the first active frame can cancel into SA3
46,Specials,special,akuma_623mp,623MP,Gou Shoryuken,"700,600 (1300)",6,"2,8",30+12 land,57,KD +32,-30,LH,SA3,17,"175,150 (325)",20% Starter,KD +32,-50,,,,,,22 total,"15,11",2000x2,[5000],1000x2,500x2 (350x2),250x2 (125x2),1-9 Air,,8-42 (FKD),0.966 (1st),,1,"1,1","5,7",,,,SF6_Akuma_623mp.png,SF6_Akuma_623mp_hitbox.png,Puts opponent into limited juggle state; cannot hit cross-up; only the first active frame can cancel into SA3
