row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes
11,Normals and Target Combos,ground_normal,terry_2mk,2MK,Crouching Medium Kick,500,8,3,19,29,-2,-6,L,Sp SA TC,13,,20% Starter,+2,-20,+8,+4,+2,-2,20,16,9,2000,[4000],1000,500 (350),300 (150),,,,1.501,,1,1,0,,,,SF6_Terry_2mk.png,SF6_Terry_2mk_hitbox.png,"Very long range low poke with a launching TC extension; DR cancel is delayed until after active frames; moves Terry forward during cancelable frames (makes 2MK~2HK more consistent, keeps Terry closer for Crack Shoot burnout pressure, but makes Power Wave cancels more unsafe)"
12,Normals and Target Combos,ground_normal,terry_2hk,2HK,Sliding Kick,900,10,3,24,36,KD +40,-11,L,-,,,,HKD +47,-24,,,KD +40,-7,,16,13,4000,[10000],3000,1000 (700),500 (250),,,,1.629,,1,1,3,,,,SF6_Terry_2hk.png,SF6_Terry_2hk_hitbox.png,"Good hitbox priority for counterpoking, but large extended hurtbox on whiff; can situationally anti-air some airborne moves at longer ranges; has juggle potential"
13,Normals and Target Combos,air_normal,terry_jlp,j.LP,Jumping Light Punch,300,4,7,3 land,,+6(+9),+2(+5),H,-,,,,+10(+13),-5(-2),,,,,13,9,9,1500,[2000],500,300 (210),150 (75),,,,1.08,,1,1,0,,,,SF6_Terry_jlp.png,SF6_Terry_jlp_hitbox.png,Fast air-to-air
14,Normals and Target Combos,air_normal,terry_jmp,j.MP,Jumping Medium Punch,700,7,4,3 land,,+11,+7,H,-,,,,+15,-2,,,,,15,11,11,2500,[4000],1000,500 (350),250 (125),,,,0.81,,1,1,3,,,,SF6_Terry_jmp.png,SF6_Terry_jmp_hitbox.png,"Puts airborne opponents into limited juggle state; has a large air-to-air hitbox; only the last active frame can connect on grounded opponents (standing only, strict timing); lower body projectile invuln 6-22f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
15,Normals and Target Combos,air_normal,terry_jhp,j.HP,Jumping Heavy Punch,800,9,6,3 land,,+9(+15),+5(+11),H,-,,,,+13(+19),-8(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,0.78,,1,1,0,,,,SF6_Terry_jhp.png,SF6_Terry_jhp_hitbox.png,Causes spike knockdown vs. airborne opponents on Counter-hit/Punish Counter; good hitbox priority for close-range jump-ins; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
16,Normals and Target Combos,air_normal,terry_jlk,j.LK,Jumping Light Kick,300,5,7,3 land,,+7(+9),+3(+5),H,-,,,,+11(+13),-4(-2),,,,,13,9,9,1500,[2000],500,300 (210),150 (75),,,,0.92,,1,1,0,,,,SF6_Terry_jlk.png,SF6_Terry_jlk_hitbox.png,Fast air-to-air that hits above Terry
17,Normals and Target Combos,air_normal,terry_jmk,j.MK,Jumping Medium Kick,500,7,6,3 land,,+8(+13),+4(+9),H,-,,,,+12(+17),-7(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,1.14,,1,1,0,,,,SF6_Terry_jmk.png,SF6_Terry_jmk_hitbox.png,Cross-up with good horizontal range and forward hitbox priority; lower body projectile invuln 7-20f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
18,Normals and Target Combos,air_normal,terry_jhk,j.HK,Jumping Heavy Kick,800,10,7,3 land,,+9(+15),+5(+11),H,-,,,,+13(+19),-8(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.15,,1,1,0,,,,SF6_Terry_jhk.png,SF6_Terry_jhk_hitbox.png,Strongest all-purpose jump-in with good range and horizontal/vertical hitbox priority; lower body projectile invuln 10-19f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
19,Normals and Target Combos,ground_normal,terry_6hp,6HP,Hammer Punch,800,22,3,19,43,+2,-3,H,-,,,,+6,-20,,,+6,+1,24,19,11,5000,[4000],2000 oH / 1500 oB,1000 (700),250 (125),,,,1.468 (1.371),,1,1,0,,,,SF6_Terry_6hp.png,"SF6_Terry_6hp_hitbox_preview.png, SF6_Terry_6hp_hitbox_1.png, SF6_Terry_6hp_hitbox_2.png",Can link into 5LP/2LP with perfect meaty timing; leaves Terry slightly out of throw range when used from Drive Rush
20,Normals and Target Combos,ground_normal,terry_5mp_hp,5MP~HP,Power Drive,1100(770),15,3,22,39,KD +29,-5,LH,-,,,30% Immediate,KD +29,-23,,,,,,20,13,2000,[4000],600,600 (420),300 (150),,,,,,1,1,4,,,,SF6_Terry_5mp_hp.png,SF6_Terry_5mp_hp_hitbox.png,() refers to scaled damage when comboed from 5MP; puts opponent into limited juggle state (no follow-up juggles possible); high pushback on block keeps Terry safe if well-spaced; 3f gap on block for a frame trap (but can lose to 3f startup counters/armor moves)
21,Normals and Target Combos,ground_normal,terry_5mp_hk,5MP~HK,Power Shoot,600,18,3,31,51,KD +39,-14,LH,TC,67-68 (36),,20% Starter; Combo (2 hits),KD +39,-32,,,,,,20,13,1000,[4000],500,500 (350),250 (125),,,,,,45,45,4,,,,SF6_Terry_5mp_hk.png,SF6_Terry_5mp_hk_hitbox.png,Puts opponent into limited juggle state; does not combo naturally on grounded opponents (requires at least Counter-hit or meaty timing); can be used in juggle routes; can follow up with Power Dunk on hit only; 5f gap between hits if blocked
22,Normals and Target Combos,ground_normal,terry_5mp_hk_hk,5MP~HK~HK,Power Dunk,1050 (910),18,3(21)6,33,80,KD +25(+22),-,-,-,,,,,,,,,,,,"11,13,12,8",,,2500,1750 (1225),,,,,,,,,"50,60",,,,SF6_Terry_5mp_hk_hk.png,"SF6_Terry_5mp_hk_hk_hitbox_preview.png, SF6_Terry_5mp_hk_hk_hitbox_1.png, SF6_Terry_5mp_hk_hk_hitbox_2.png",() refers to scaled damage from CH 5MP combo starter; this standard version occurs when buffering Power Dunk early or within the final 2f of the cancel window; KD advantage varies depending on timing (early input gives better advantage); can only be performed on hit; useful for corner carry and oki
23,Normals and Target Combos,ground_normal,terry_5mp_hk_hk_just,5MP~HK~HK,Power Dunk (Just Frame),1200 (1040),18,3(21)6,33,80,KD +24(+23),-,-,-,,,,,,,,,,,,,,,3000,2250 (1575),,,,,,,,,"50,60",,,,SF6_Terry_5mp_hk_hk.png,"SF6_Terry_5mp_hk_hk_hitbox_preview.png, SF6_Terry_5mp_hk_hk_hitbox_1.png, SF6_Terry_5mp_hk_hk_hitbox_2.png",() refers to scaled damage from CH 5MP combo starter; extra damage when performed within a strict 2f timing window (success indicated by screen shake); can only be performed on hit; useful for corner carry and oki
24,Normals and Target Combos,ground_normal,terry_5mp_mk,5MP~MK,Passing Sway,400,13,2,27(38),41(52),-3,-12,LH,TC,,,,+1,-27,,,,,37,17,11,2500,[4000],1000,400 (280),200 (100),20-40 Full (hit),,,,,1,1,3,,,,SF6_Terry_5mp_mk.png,SF6_Terry_5mp_mk_hitbox.png,Invuln applies during recovery on hit only; no collision box during invuln frames; can be followed up with Jumping Lariat or Jumping Knee; follow-ups cause invuln to be extended until the attack active frames (can significantly delay the follow-up for much longer invincibility); 1f gap between hits on block (can be delayed for a 2f gap)
25,Normals and Target Combos,ground_normal,terry_5mp_mk_mp,5MP~MK~MP,Jumping Lariat,1000,24,2,18 land,43,+4,+3,LH,-,,,,,-18,,,,,24,23,13,2500,,1500 oH / 1000 oB,1000 (700),200 (100),1-25 Full,,14-25,,,1,1,4,,,,SF6_Terry_5mp_mk_mp.png,SF6_Terry_5mp_mk_mp_hitbox.png,"Follow-up from Passing Sway on hit only (does not combo unless juggled into); can only hit on the same side (whiffs if holding forward for cross-up); -23~29 on whiff if Terry crosses up; full invincibility and no collision box from 5MP~MK is extended until end of active frames; can significantly delay the input to disrupt Perfect Parry timing while the extended invincibility window can beat normals and nearly all reversals (3-9f gap between hits); leaves Terry close enough for follow-up link on hit, and slightly out of throw range on block; will counter-hit a 4f normal but can lose to specials with early anti-air invuln regardless of which side Terry recovers; in the corner, Terry will still connect even if attempting to whiff a cross-up Jumping Lariat; if the opponent walks forward while cornered, Jumping Lariat will whiff regardless of which side Terry chooses (and will also block Jumping Knee); midscreen, Jumping Lariat will whiff if the opponent walks forward with a walkspeed of 0.045 or faster (if the input is delayed, all characters can walk forward to make it whiff)"
26,Normals and Target Combos,ground_normal,terry_5mp_mk_mk,5MP~MK~MK,Jumping Knee,1000,24,2,20 land,45,+3,-2,LH,-,,,,,-20,,,,,25,20,13,2500,,1500 oH / 1000 oB,1000 (700),200 (100),1-25 Full,,16-25,,,1,1,1,,,,SF6_Terry_5mp_mk_mk.png,SF6_Terry_5mp_mk_mk_hitbox.png,"Follow-up from Passing Sway on hit (does not combo unless juggled into); can only hit cross-up (must be holding forward); -25~31 on whiff if Terry does not cross-up; full invincibility and no collision box from 5MP~MK is extended until end of active frames; can significantly delay the input to disrupt Perfect Parry timing while the extended invincibility window can beat normals and nearly all reversals (3-9f gap between hits); Terry recovers point blank on hit for a strike/throw mixup, and safely out of throw range on block; will counter-hit a 4f normal but can lose to specials with early anti-air invuln regardless of which side Terry recovers; does not cross up against cornered opponents, but if the opponent holds forward they will automatically block the cross-up (leaving Terry at point blank); this also applies midscreen if the opponent walks forward with a walk speed of 0.045 or faster (though this does not avoid the Jumping Lariat ender midscreen)"
27,Normals and Target Combos,ground_normal,terry_2mk_2hk,2MK~2HK,Fire Kick,500 (400),13,2,28,42,KD +35,-16,LH,Sp SA,42-44,,Combo (2 hits),KD +35,,KD +52,+1,,,,14,14,3000,[4000],500 oH / 1500 oB,300 (210),500 (250),,,,,,2,1,2,,,,SF6_Terry_2mk_2hk.png,SF6_Terry_2mk_2hk_hitbox.png,Puts opponent into limited juggle state; () refers to scaled damage from 2MK combo starter; can always be interrupted by an invincible reversal if DR canceled on block; DR cancel is delayed until after 2nd recovery frame; special cancel is delayed until after 3rd recovery frame
28,Drive and Throw,throw,terry_lplk,LPLK,Grasping Upper,1200 (2040),5,3,23,30,KD +22,-,T,-,,,20% Immediate,HKD +22,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Terry_lplk.png,SF6_Terry_lplk_hitbox.png,"Can dash for a +3 corner throw loop that leaves Terry point blank; can also walk forward with manual frame-perfect timing that allows a shimmy (4f timing vs. Zangief, 3f vs. Blanka/E. Honda, 2f vs. Marisa/Sagat); a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously"
29,Drive and Throw,throw,terry_4lplk,4LPLK,Buster Throw,1200 (2040),5,3,23,30,KD +18,-,T,-,,,20% Immediate,HKD +18,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Terry_4lplk.png,SF6_Terry_lplk_hitbox.png,"Side switches; cannot walk or dash for a corner throw loops; can use immediate DR~2MP for corner oki, but this is susceptible to invincible reversals on reaction; midscreen, chasing with Drive Rush gives very weak oki; a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously"
30,Drive and Throw,drive,terry_hphk,HPHK,Back Spin Kick,800,26,2,35,62,KD +35 / Wall Splat KD +65,-3 / Wall Splat HKD +72,LH,-,,200,20% Starter,"Crumple (Standing +21, Juggle +46, HKD +104)",-35,,,,,,34,25,5000,10000 [15000],-10000,[3000(2100)],,,1-27,,2.50,,0,1,0,,,,SF6_Terry_hphk.png,SF6_Terry_hphk_hitbox.png,See Drive Impact. Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
31,Drive and Throw,drive,terry_6hphk,6HPHK,Back Knuckle (Block),500 recoverable,20,3,26(31),48(53),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000,,,1-22 Full,Break,,1.85,,200,100,1,,,,SF6_Terry_6hphk.png,SF6_Terry_6hphk_hitbox.png,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal.
32,Drive and Throw,drive,terry_6hphk_recovery,6HPHK,Back Knuckle (Recovery),500 recoverable,18,3,26(31),46(51),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000(-10000),,,1-20 Full,Break,,1.85,,200,100,1,,,,SF6_Terry_6hphk.png,SF6_Terry_6hphk_hitbox.png,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze except for a 12f freeze when interacting with the opponent's throw hitbox (this also refunds 1 Drive bar after punishing the throw); see Drive Reversal.
33,Drive and Throw,drive,terry_mpmk,MPMK,Drive Parry,-,1,12 or until released,33(1)(11),45(3),-,-,-,-,,,50% Multiplier (Perfect),,,,,,,,,,,,"-5000,250~",,,6 Full (after Perfect Parry),,,,,,,,,,,SF6_Terry_mpmk.png,SF6_Terry_mpmk_hitbox.png,"See Drive Parry. Perfect Parrying has only 1F of recovery and disables the opponent from canceling their attack. Perfect Parrying projectiles puts you into fixed 11 frames of recovery. After a Perfect Parry, all Super Gauge gain is reduced by 20% and Drive Gauge gain/damage is reduced by 50% for the entire punish combo."
34,Drive and Throw,drive,terry_mpmk_66_pdr,MPMK~66,Parry Drive Rush,-,3+8,-,15(37),26(48),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-10000,,,,,,,,,,,,,,SF6_Terry_66.png,SF6_Terry_66_hitbox.png,"See Drive Rush; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.634 (min/throw), 2.416 (min/block), 3.181 (max/final DR frame)"
35,Drive and Throw,drive,terry_mpmk_66_drc,MPMK or 66,Drive Rush Cancel,-,9,-,15(37),24(46),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-30000,,,,,,,,,,,,,,SF6_Terry_66.png,SF6_Terry_66_hitbox.png,See Drive Rush; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
36,Specials,special,terry_236lp,236LP,Power Wave,600,14,-,35,49,-3,-9,LH,SA3,4,150,,+1,-25,,,,,33,27,8,2500,[2000],1000,600 (420),300 (150),,,,,,1,2,1,0.06,,,SF6_Terry_236lp.png,SF6_Terry_236lp_hitbox.png,"1-hit projectile; travels fullscreen, moving slowly along the ground; can pass underneath standard projectiles without clashing; puts airborne opponents into limited juggle state; no head hurtbox on frames 11-41 (while leaning over); extended arm hurtbox on frames 14-37 is projectile invuln"
37,Specials,special,terry_236mp,236MP,Power Wave,700,16,[14],32,48,0,-6,LH,SA3,4,175,,KD +33~46,-22,,,,,33,27,8,2500,[2000],1000,700 (490),350 (175),,,,,,1,1,3,0.02~0.21,,,SF6_Terry_236mp.png,SF6_Terry_236mp_hitbox.png,1-hit projectile; travels more quickly than LP version but dissipates at ~60% screen distance; causes knockdown on Counter-hit/Punish Counter (KD +33~46); hitbox is at ground level but reaches high enough to clash with standard projectiles; projectile speed starts slow and accelerates each active frame; puts airborne opponents into limited juggle state; no head hurtbox on frames 11-41 (while leaning over); extended arm hurtbox on frames 21-39 is projectile invuln
38,Specials,special,terry_236pp,236PP,Power Wave,400x2,15,-,28,43,+2,-2,"LH,LH",SA2 SA3,8,100x2,20% Starter,+6,-7,,,,,31 total,27 total,"8,8 (7,0 self)",1250x2,[2500x2],-20000,300x2 (210x2),150x2 (75x2),,,,,,1,"0,1",1,0.055,,,SF6_Terry_236pp.png,SF6_Terry_236pp_hitbox.png,"2-hit OD projectile; travels fullscreen, moving slowly along the ground; hitbox is at ground level but reaches high enough to clash with standard OD projectiles; acts as a shield allowing Terry to Drive Rush for pressure; no head hurtbox on frames 13-36 (while leaning over); extended arm hurtbox on frames 21-25 is projectile invuln; Counter-hit/Punish Counter advantage carries through both hits; puts airborne opponents into limited juggle state (can pop opponents up twice at certain juggle spacings)"
39,Specials,special,terry_236hp,236HP,Round Wave,900,29,9,14,51,+8,+5,L,SA3,10,225,,+12,-21,,,,,31,28,8,7000,[2000],1500,1000 (700),500 (250),,,,,,1,1,5,,,,SF6_Terry_236hp.png,SF6_Terry_236hp_hitbox.png,Stationary 1-hit projectile hitbox that can dissipate fireballs or apply meaty pressure; can be perfect parried like a low strike (screen freeze); puts airborne opponents into limited juggle state; no head hurtbox on frames 24-48 (while leaning over)
40,Specials,special,terry_214lp,214LP,Quick Burn,"500,400 (900)",10(22),2(10)2,23,46,+2,-5,"LH,H",SA3 (2nd),36(13),"125,100 (225)",30% Starter,+6,-23(-35),,,,,39(27),32(20),"11,10","1000,3000",[5000x2],1000x2,"300,400 (210,280)","150,200 (75,100)",,,,1.82 (1.21),,3,"1,1","8,9",,,,SF6_Terry_214lp.png,"SF6_Terry_214lp_hitbox_preview.png, SF6_Terry_214lp_hitbox_1.png, SF6_Terry_214lp_hitbox_2.png","2 hits; functionally 22f startup as an overhead; on hit, leaves Terry at close range for a strike/throw/shimmy mixup; short range, primarily used in light confirms"
41,Specials,special,terry_214lpmp,214LPMP or 214LPHP,Quick Burn,"400x2,600 (1400)",10(22),2(10)2,23,46,KD +33,-5,"LH,H,LH",SA2 SA3 (2nd),36(13),100x2,20% Starter,KD +33,-23(-35),,,,,,32(20),"11,10,19","2000,3000","[2500x2,5000]",-20000,"200,500,600 (140,350,420)","100,250 (50,125)",,,,1.87 (1.287),,3,1x3,"8,9,10",,,,SF6_Terry_214lpmp.png,"SF6_Terry_214lpmp_hitbox_preview.png, SF6_Terry_214lpmp_hitbox_1.png, SF6_Terry_214lpmp_hitbox_2.png, SF6_Terry_214lpmp_hitbox_3.png",2 hits that transition to a 3rd attack on hit only; functionally 22f startup as an overhead
42,Specials,special,terry_214mp,214MP,Burning Knuckle,1000,14,9,20,42,KD +30~42,-6(+2),LH,SA3,17,250,,KD +30~42,-27(-19),,,,,,23,15,5000,[6000],2000,1000 (700),275 (137),,,,2.862 (1.653),,1,1,10,,,,SF6_Terry_214mp.png,SF6_Terry_214mp_hitbox.png,"Travels about 50% of the screen; can be spaced to be plus on block from farther ranges (causing a screen shake); good approach tool vs. opponents in Burnout, but no screen shake when +1~4 vs. Burnout; only cancelable on 1st active frame (cannot cancel on a farther range connect); grants a safe jump on hit if final active frame connects; puts airborne opponents into limited juggle state (can juggle after very late connect); topmost hitbox whiffs on standard-sized crouching opponents making it easier to space in neutral vs. crouch block"
43,Specials,special,terry_214hp,214HP,Burning Knuckle,1200,23,14,17,53,KD +28~41,-8(+5),LH,SA3,21,300,,KD +28~41,-29(-16),,,,,,23,15,6000,[10000],3000 oH / 2000 oB,1200 (840),275 (137),,,,3.908 (1.659),,1,20,10,,,,SF6_Terry_214hp.png,SF6_Terry_214hp_hitbox.png,"Travels about 80% of the screen; can be spaced to be plus on block from farther ranges (causing a screen shake); good approach tool vs. opponents in Burnout, but no screen shake when +1~4 vs. Burnout; useful approach when following behind Power Wave; Terry raises his hands for a reactable visual cue; only cancelable on active frames 1-5 (cannot cancel on a farther range connect); puts airborne opponents into limited juggle state (can juggle after very late connect)"
44,Specials,special,terry_214mphp,214MPHP,Burning Knuckle,1400,19,14,17,49,KD +60~73,-8(+5),LH,SA2 SA3,23,350,20% Starter; Combo (2 hits),KD +70~83 (+138~151) Tumble,-29(-16),,,,,,23,15,8000,[10000],-20000,1200 (840),600 (300),,,,3.908 (1.659),,1,1,10,,,,SF6_Terry_214mphp.png,SF6_Terry_214mphp_hitbox.png,"Punish Counter puts opponent into tumbling OTG state (wall splat if opponent reaches the corner); only cancelable on active frames 1-7; can be spaced to be plus on block from farther ranges (causing a screen shake); good approach tool vs. opponents in Burnout, but no screen shake when +1~4 vs. Burnout; puts airborne opponents into limited juggle state (can juggle after very late connect)"
45,Specials,special,terry_623lp,623LP,Rising Tackle,1000(700),5,10,21+12 land,47,KD +33,-23,LH,SA3,17,250,20% Starter,KD +33,-41,,,,,,20,15,4000,[5000],2000,800 (560),400 (200),1-14 Air,,6-35 (FKD),0.71 (1st),,1,5,5,,,,SF6_Terry_623lp.png,SF6_Terry_623lp_hitbox.png,Very short horizontal range (hits straight above Terry to anti-air close jumps); cannot hit cross-up; active frames 3-10 do reduced damage; only 1st active frame is cancelable (cancel may be impossible in combos from too far away); puts opponent into limited juggle state (allows follow-up juggles on a high connect)
