official_row_order,official_category,official_move_name,official_input_display,official_input_signature,official_input_family,startup,active,recovery,damage,on_hit,on_block,cancel,match_status,match_method,candidate_count,supercombo_move_id,supercombo_move_type,supercombo_input,supercombo_name,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_hit_advantage,supercombo_block_advantage,supercombo_cancel,supercombo_damage,field_comparisons_json
24,特殊技,上段二連撃,icon_punch_h 強 arrow_3 icon_kick_h 強,5HP~HK,5HP~HK,9,9-12,20,1000,D,-8,※,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ryu_5hp_hk,ground_normal,5HP~HK,High Double Strike,9,4,20,KD +39,-8(-18),-,1000,"{""active_duration"": {""match"": true, ""official"": ""4"", ""supercombo"": ""4""}, ""damage"": {""match"": true, ""official"": ""1000"", ""supercombo"": ""1000""}, ""recovery"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}, ""startup"": {""match"": true, ""official"": ""9"", ""supercombo"": ""9""}}"
25,特殊技,不破三連撃（2段目）,icon_punch_m 中 arrow_3 icon_kick_l 弱,5MP~LK,5MP~LK,5,5-7,16,300,1,-4,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ryu_5mp_lk,ground_normal,5MP~LK,Fuwa Triple Strike 1,5,3,16,+1,-4,TC,300,"{""active_duration"": {""match"": true, ""official"": ""3"", ""supercombo"": ""3""}, ""damage"": {""match"": true, ""official"": ""300"", ""supercombo"": ""300""}, ""recovery"": {""match"": true, ""official"": ""16"", ""supercombo"": ""16""}, ""startup"": {""match"": true, ""official"": ""5"", ""supercombo"": ""5""}}"
26,特殊技,不破三連撃（3段目）,icon_punch_m 中 arrow_3 icon_kick_l 弱 arrow_3 icon_kick_h 強,5MP~LK~HK,5MP~LK~HK,17,17-20,20,900,D,-8,※,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match,1,ryu_5mp_lk_hk,ground_normal,5MP~LK~HK,Fuwa Triple Strike 2,17,4,20,KD +36,-8,-,900(720),"{""active_duration"": {""match"": true, ""official"": ""4"", ""supercombo"": ""4""}, ""recovery"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}, ""startup"": {""match"": true, ""official"": ""17"", ""supercombo"": ""17""}}"
27,必殺技,弱 波動拳,key-d key-dr key-r key-plus icon_punch_l 弱,236LP,236P,16,,全体 47,700,2,-5,SA3,matched,exact_input+same_family+category_move_type+startup_match+damage_match,4,ryu_236lp,special,236LP,Hadoken,16,-,31,+2,-5,SA3,700,"{""damage"": {""match"": true, ""official"": ""700"", ""supercombo"": ""700""}, ""startup"": {""match"": true, ""official"": ""16"", ""supercombo"": ""16""}}"
28,必殺技,中 波動拳,key-d key-dr key-r key-plus icon_punch_m 中,236MP,236P,14,,全体 47,700,0,-7,SA3,matched,exact_input+same_family+category_move_type+startup_match+damage_match,4,ryu_236mp,special,236MP,Hadoken,14,-,33,0,-7,SA3,700,"{""damage"": {""match"": true, ""official"": ""700"", ""supercombo"": ""700""}, ""startup"": {""match"": true, ""official"": ""14"", ""supercombo"": ""14""}}"
29,必殺技,強 波動拳,key-d key-dr key-r key-plus icon_punch_h 強,236HP,236P,12,,全体 47,700,-2,-9,SA3,matched,exact_input+same_family+category_move_type+startup_match+damage_match,4,ryu_236hp,special,236HP,Hadoken,12,-,35,-2,-9,SA3,700,"{""damage"": {""match"": true, ""official"": ""700"", ""supercombo"": ""700""}, ""startup"": {""match"": true, ""official"": ""12"", ""supercombo"": ""12""}}"
30,必殺技,[電刃錬気]波動拳,key-d key-dr key-r key-plus icon_punch,236P,236P,12,,全体 40,1000,D,-1,SA3,matched_manual,ryu_name_override+same_family+category_move_type+startup_match,1,ryu_236p(charged),special,236HP,Denjin Charge Hadoken,12,-,28,KD +54,-1,SA3,500x2,"{""startup"": {""match"": true, ""official"": ""12"", ""supercombo"": ""12""}}"
31,必殺技,OD 波動拳,key-d key-dr key-r key-plus icon_punch icon_punch,236PP,236PP,12,,全体 40,1000,D,-1,SA2,ambiguous,exact_input+family_input+same_family+category_move_type+startup_match,2,ryu_236pp,special,236PP,Hadoken,12,-,28,KD +54,-1,SA2 SA3,500x2,"{""startup"": {""match"": true, ""official"": ""12"", ""supercombo"": ""12""}}"
32,必殺技,[電刃錬気]OD 波動拳,key-d key-dr key-r key-plus icon_punch icon_punch,236PP,236PP,12,,全体 38,1200,D,2,SA2,matched_manual,ryu_name_override+exact_input+family_input+same_family+category_move_type+startup_match,1,ryu_236pp(charged),special,236PP,Denjin Charge Hadoken,12,-,26,KD +57,+2,SA2 SA3,400x3 (1200),"{""startup"": {""match"": true, ""official"": ""12"", ""supercombo"": ""12""}}"
33,必殺技,弱 昇龍拳,key-r key-d key-dr key-plus icon_punch_l 弱,623LP,623P,5,5-14,21+着地後12,※1100,D,-23,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match,3,ryu_623lp,special,623LP,Shoryuken,5,10,21+12 land,KD +38,-23,SA3,1100(800),"{""active_duration"": {""match"": true, ""official"": ""10"", ""supercombo"": ""10""}, ""startup"": {""match"": true, ""official"": ""5"", ""supercombo"": ""5""}}"
34,必殺技,中 昇龍拳,key-r key-d key-dr key-plus icon_punch_m 中,623MP,623P,6,6-15,30+着地後12,※1200,D,-32,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match,3,ryu_623mp,special,623MP,Shoryuken,6,10,30+12 land,KD +34,-32,SA3,1200(800),"{""active_duration"": {""match"": true, ""official"": ""10"", ""supercombo"": ""10""}, ""startup"": {""match"": true, ""official"": ""6"", ""supercombo"": ""6""}}"
35,必殺技,強 昇龍拳,key-r key-d key-dr key-plus icon_punch_h 強,623HP,623P,7,7-16,34+着地後12,※1400,D,-36,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match,3,ryu_623hp,special,623HP,Shoryuken,7,10,34+12 land,KD +37(+29),-39,SA3,1400(800),"{""active_duration"": {""match"": true, ""official"": ""10"", ""supercombo"": ""10""}, ""startup"": {""match"": true, ""official"": ""7"", ""supercombo"": ""7""}}"
36,必殺技,OD 昇龍拳,key-r key-d key-dr key-plus icon_punch icon_punch,623PP,623PP,6,6-15,37+着地後15,1600,D,-40,,matched,exact_input+family_input+same_family+category_move_type+startup_match,1,ryu_623pp,special,623PP,Shoryuken,6,"2,8",37+15 land,KD +29,-40,-,800x2,"{""startup"": {""match"": true, ""official"": ""6"", ""supercombo"": ""6""}}"
37,必殺技,弱 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick_l 弱,214LK,214K,12,12-14,14+着地後18,900,D,-15,,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,3,ryu_214lk,special,214LK,Tatsumaki Senpu-kyaku,12,3,14+18 land,KD +35,-15,-,900,"{""active_duration"": {""match"": true, ""official"": ""3"", ""supercombo"": ""3""}, ""damage"": {""match"": true, ""official"": ""900"", ""supercombo"": ""900""}, ""startup"": {""match"": true, ""official"": ""12"", ""supercombo"": ""12""}}"
38,必殺技,中 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick_m 中,214MK,214K,14,14-30,11+着地後20,1000,D,-13,,matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,ryu_214mk,special,214MK,Tatsumaki Senpu-kyaku,14,2(13)2,11+20 land,KD +23(+38),-13(-28),-,1000,"{""damage"": {""match"": true, ""official"": ""1000"", ""supercombo"": ""1000""}, ""startup"": {""match"": true, ""official"": ""14"", ""supercombo"": ""14""}}"
39,必殺技,強 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick_h 強,214HK,214K,16,16-47,14+着地後17,1200,D,-13,,matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,ryu_214hk,special,214HK,Tatsumaki Senpu-kyaku,16,2(13)2(13)2,14+17 land,KD +20(+35)(+50),-13(-28)(-43),-,1200,"{""damage"": {""match"": true, ""official"": ""1200"", ""supercombo"": ""1200""}, ""startup"": {""match"": true, ""official"": ""16"", ""supercombo"": ""16""}}"
40,必殺技,OD 竜巻旋風脚,key-d key-dl key-l key-plus icon_kick icon_kick,214KK,214KK,13,13-37,10+着地後13,1000,D,-14,,matched,exact_input+family_input+same_family+category_move_type+startup_match,1,ryu_214kk,special,214KK,Tatsumaki Senpu-kyaku,13,2(4)2(4)2(3)2(4)2,10+13 land,KD +57,-14(-32),-,200x5,"{""startup"": {""match"": true, ""official"": ""13"", ""supercombo"": ""13""}}"
41,必殺技,空中竜巻旋風脚,（前ジャンプ中に） key-d key-dl key-l key-plus icon_kick,j.214K,j.214K,11,11-27,着地後16,900,D,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+damage_match,1,ryu_j214k,special,j.214K,Aerial Tatsumaki Senpu-kyaku,11,2(5)2(6)2,16 land,KD +46(+52),-6(+3),-,900,"{""damage"": {""match"": true, ""official"": ""900"", ""supercombo"": ""900""}, ""startup"": {""match"": true, ""official"": ""11"", ""supercombo"": ""11""}}"
42,必殺技,OD 空中竜巻旋風脚,（前ジャンプ中に） key-d key-dl key-l key-plus icon_kick icon_kick,j.214KK,j.214KK,11,11-28,着地後16,1500,D,,,matched,exact_input+family_input+same_family+category_move_type+startup_match,1,ryu_j214kk,special,j.214KK,Aerial Tatsumaki Senpu-kyaku,11,2(1)3(1)3(1)3(2)2,16 land,KD +45(+51),-29(-32),-,"300,200x3,600 (1500)","{""startup"": {""match"": true, ""official"": ""11"", ""supercombo"": ""11""}}"
43,必殺技,弱 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick_l 弱,236LK,236K,14,14-19,22,1100,D,-11,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,3,ryu_236lk,special,236LK,High Blade Kick,14,6,22,KD +42~46,-11(-7),SA3,1100,"{""active_duration"": {""match"": true, ""official"": ""6"", ""supercombo"": ""6""}, ""damage"": {""match"": true, ""official"": ""1100"", ""supercombo"": ""1100""}, ""recovery"": {""match"": true, ""official"": ""22"", ""supercombo"": ""22""}, ""startup"": {""match"": true, ""official"": ""14"", ""supercombo"": ""14""}}"
44,必殺技,中 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick_m 中,236MK,236K,18,18-26,19,1200,D,-8,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,3,ryu_236mk,special,236MK,High Blade Kick,18,9,19(22),KD +40~46,-8(-2),SA3,1200,"{""active_duration"": {""match"": true, ""official"": ""9"", ""supercombo"": ""9""}, ""damage"": {""match"": true, ""official"": ""1200"", ""supercombo"": ""1200""}, ""startup"": {""match"": true, ""official"": ""18"", ""supercombo"": ""18""}}"
45,必殺技,強 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick_h 強,236HK,236K,27,27-35,15,1300,D,-3,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,3,ryu_236hk,special,236HK,High Blade Kick,27,9,15,KD +45~51,-3(+5),SA3,1300,"{""active_duration"": {""match"": true, ""official"": ""9"", ""supercombo"": ""9""}, ""damage"": {""match"": true, ""official"": ""1300"", ""supercombo"": ""1300""}, ""recovery"": {""match"": true, ""official"": ""15"", ""supercombo"": ""15""}, ""startup"": {""match"": true, ""official"": ""27"", ""supercombo"": ""27""}}"
46,必殺技,OD 上段足刀蹴り,key-d key-dr key-r key-plus icon_kick icon_kick,236KK,236KK,17,17-21,33,800,D,-18,SA2,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,ryu_236kk,special,236KK,High Blade Kick,17,5,33,Wall Bounce +49(65),-18,SA2 SA3,800,"{""active_duration"": {""match"": true, ""official"": ""5"", ""supercombo"": ""5""}, ""damage"": {""match"": true, ""official"": ""800"", ""supercombo"": ""800""}, ""recovery"": {""match"": true, ""official"": ""33"", ""supercombo"": ""33""}, ""startup"": {""match"": true, ""official"": ""17"", ""supercombo"": ""17""}}"
47,必殺技,弱 波掌撃,key-d key-dl key-l key-plus icon_punch_l 弱,214LP,214P,12,12-17,18,700,2,-3,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,4,ryu_214lp,special,214LP,Hashogeki,12,6,18,+2,-3,SA3,700,"{""active_duration"": {""match"": true, ""official"": ""6"", ""supercombo"": ""6""}, ""damage"": {""match"": true, ""official"": ""700"", ""supercombo"": ""700""}, ""recovery"": {""match"": true, ""official"": ""18"", ""supercombo"": ""18""}, ""startup"": {""match"": true, ""official"": ""12"", ""supercombo"": ""12""}}"
48,必殺技,中 波掌撃,key-d key-dl key-l key-plus icon_punch_m 中,214MP,214P,19,19-24,17,800,2,-6,SA3,matched,exact_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,4,ryu_214mp,special,214MP,Hashogeki,19,6,17,+2,-6,SA3,800,"{""active_duration"": {""match"": true, ""official"": ""6"", ""supercombo"": ""6""}, ""damage"": {""match"": true, ""official"": ""800"", ""supercombo"": ""800""}, ""recovery"": {""match"": true, ""official"": ""17"", ""supercombo"": ""17""}, ""startup"": {""match"": true, ""official"": ""19"", ""supercombo"": ""19""}}"
49,必殺技,強 波掌撃,key-d key-dl key-l key-plus icon_punch_h 強,214HP,214P,30,30-34.35,19,800,D,2,SA3,matched,exact_input+same_family+category_move_type+startup_match+recovery_match,4,ryu_214hp,special,214HP,Hashogeki,30,6,19,KD +61 Spin,+2,SA3,400x2,"{""recovery"": {""match"": true, ""official"": ""19"", ""supercombo"": ""19""}, ""startup"": {""match"": true, ""official"": ""30"", ""supercombo"": ""30""}}"
50,必殺技,[電刃錬気]波掌撃,key-d key-dl key-l key-plus icon_punch,214P,214P,20,20-24.25,19,800,D,3,SA3,matched_manual,ryu_name_override+same_family+category_move_type+startup_match,1,ryu_214p(charged),special,214HP,Denjin Charge Hashogeki,20,6,19(31),KD +62 Spin,+3,SA3,400x2,"{""startup"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}}"
51,必殺技,OD 波掌撃,key-d key-dl key-l key-plus icon_punch icon_punch,214PP,214PP,18,18-22,20,1100,3,3,SA2,matched,exact_input+family_input+same_family+category_move_type+startup_match+recovery_match+damage_match,2,ryu_214pp,special,214PP,Hashogeki,18,6,20,+3,+3,SA2 SA3,1100,"{""active_duration"": {""match"": false, ""official"": ""5"", ""supercombo"": ""6""}, ""damage"": {""match"": true, ""official"": ""1100"", ""supercombo"": ""1100""}, ""recovery"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}, ""startup"": {""match"": true, ""official"": ""18"", ""supercombo"": ""18""}}"
