row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes
20,Normals and Target Combos,ground_normal,ryu_6hp,6HP,Solar Plexus Strike,400x2,20,"2,3",16,40,+6,+3,LH,-,,,,+10,-19,,,+10,+7,"25,25 (27)","8,22 (24)","10,12",2500x2,[4000x2],1250x2,500x2 (350x2),250x2 (125x2),,,,1.877 (1.728),,"0,1","0,1","0,0",,,,SF6_Ryu_6hp.png,"SF6_Ryu_6hp_hitbox_preview.png, SF6_Ryu_6hp_hitbox_1.png, SF6_Ryu_6hp_hitbox_2.png","2 hits; good forward-moving combo starter and pressure tool; if 1st hit connects on an extended hurtbox, becomes +6 on Counter-hit or +8 on Punish Counter; Counter-hit/Punish Counter frame advantage applies to both hits; can be very advantageous if 1st hit trades with a light normal; 1st hit puts opponent into free juggle state so that the 2nd hit connects (to prevent Ryu from being punishable)"
21,Normals and Target Combos,ground_normal,ryu_4hp,4HP,Short Uppercut,800,7,4,25(26),35(36),+1,-13,LH,Sp SA,17,,,+5,-27,+20,+6,+5,-9,30(22),16,13,5000,[8000],2000,1000 (700),500 (250),,,,0.88,,1,1,0,,,,SF6_Ryu_4hp.png,"SF6_Ryu_4hp_hitbox_preview.png, SF6_Ryu_4hp_hitbox_1.png, SF6_Ryu_4hp_hitbox_2.png, SF6_Ryu_4hp_hitbox_3.png",Forces stand on hit; only 1st active frame is cancelable; () refers to hit/block recovery on 1st active frame only; extremely short range makes it finicky in combos; 8f less hitstun on active frames 2-4 (can be punishable with meaty timing)
22,Normals and Target Combos,ground_normal,ryu_4hk,4HK,Axe Kick,400x2,10(20),5(5)3,21,43,0,-4,LH,Sp SA,37(17),,,+4,-22,+10(+14),+4(+10),+4,0,"20,24 (34)","14,20 (30)","10,12","2000,1000",[3000x2],"1500,2000",500x2 (350x2),250x2 (125x2),,,,1.564 (0.766),,"1,1","1,4","0,3",,,,SF6_Ryu_4hk_1.png,"SF6_Ryu_4hk_hitbox_1.png, SF6_Ryu_4hk_hitbox_2_3_preview.png, SF6_Ryu_4hk_hitbox_2.png, SF6_Ryu_4hk_hitbox_3.png",() refers to 2nd hit startup; 1st hit forces stand and puts airborne opponents into a limited juggle state; 2nd hit puts airborne opponents into OTG bounce state; both hits are cancelable; Counter-hit and Punish Counter frame advantage applies to both hits
23,Normals and Target Combos,ground_normal,ryu_6hk,6HK,Whirlwind Kick,800,16,4,20,39,+2,-4,LH,Sp*,19,,,+6,-22,,,+6,0,26,20,13,5000,[8000],2500,1000 (700),500 (250),,,,1.924,,1,1,1,,,,SF6_Ryu_6hk.png,SF6_Ryu_6hk_hitbox.png,Cancelable to regular/OD Air Tatsu on hit/block; Low Crush on frames 13-20 (not airborne); high pushback on block; puts airborne opponents into limited juggle state; good juggle option after midscreen OD High Blade Kick for corner carry and oki; proximity guard box begins on frame 2 and reaches the maximum attack range (prevents opponents from walking back out of the attack startup)
24,Normals and Target Combos,ground_normal,ryu_5mp_lk,5MP~LK,Fuwa Triple Strike 1,300,5,3,16,23,+1,-4,LH,TC,35,,,+5,,,,,,20,15,10,1000,[2000],1000,500 (350),250 (125),,,,,,,,,,,,SF6_Ryu_5lk.png,SF6_Ryu_5mp_lk_hitbox.png,"Hits consistently at max 5MP range, but the LK can whiff if 5MP connects on an extended hurtbox; can be spaced safely against most characters for a spacing trap"
25,Normals and Target Combos,ground_normal,ryu_5mp_lk_hk,5MP~LK~HK,Fuwa Triple Strike 2,900(720),17,4,20,40,KD +36,-8,LH,-,,,,KD +36,-22,,,,,,16,13,3000,[10000],2500,1000 (700),500 (250),,,,,,1,,,,,,SF6_Ryu_5mp_lk_hk.png,SF6_Ryu_5mp_lk_hk_hitbox.png,(refers to scaled damage); 6f gap before HK on block; cancels to Denjin Charge by inputting 2P on hit only (KD Adv. +7)
26,Normals and Target Combos,ground_normal,ryu_5hp_hk,5HP~HK,High Double Strike,1000,9,4,20,32,KD +39,-8(-18),LH,-,,,,KD +37,,,,,,,16,13,7000,[10000],2500,1000 (700),500 (250),,,,,,1,0,1,,,,SF6_Ryu_5hk.png,SF6_Ryu_5hp_hk_hitbox.png,HK cannot hit vs. crouch block (much more unsafe); cancels to Denjin Charge by inputting 2P on hit only (KD Adv. +10); can juggle into MP/OD Shoryuken or SA3 in the corner
27,Drive and Throw,throw,ryu_lplk,LPLK,Shoulder Throw,1200 (2040),5,3,23,30,KD +17,-,T,-,,,20% Immediate,HKD +17,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Ryu_lplk.png,SF6_Ryu_lplk_hitbox.png,Has access to corner throw loops without walking or dashing (whiff 5LP or manually time the next throw); a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously
28,Drive and Throw,throw,ryu_4lplk,4LPLK,Somersault Throw,1200 (2040),5,3,23,30,KD +11,-,T,-,,,20% Immediate,HKD +11,,,,,,,,,,[10000],2000,2000(1400) [PC:4000],,,,,0.80,,,,,,,,SF6_Ryu_4lplk.png,SF6_Ryu_lplk_hitbox.png,Side switches; no throw/strike oki after back throwing opponent into corner; a successful Throw Escape builds 0.5 Drive bars for the defender; Throw Escape is awarded to a random player if input simultaneously
29,Drive and Throw,drive,ryu_hphk,HPHK,Shingeki,800,26,2,35,62,KD +35 / Wall Splat KD +65,-3 / Wall Splat HKD +72,LH,-,,200,20% Starter (Hit) 20% Multiplier (Block),"Crumple (Standing +21, Juggle +46, HKD +104)",-35,,,,,,34,25,5000,10000 [15000],-10000,[3000(2100)],,,1-27,,2.541,,0,1,0,,,,SF6_Ryu_hphk.png,SF6_Ryu_hphk_hitbox.png,See Drive Impact. Airborne connect gives spinning juggle state on Punish Counter or corner Wall Splat with variable height.
30,Drive and Throw,drive,ryu_6hphk,6HPHK,Chest Strike (Block),500 recoverable,20,3,26(31),48(53),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000,,,1-22 Full,Break,,1.675,,200,100,1,,,,SF6_Ryu_6hphk.png,SF6_Ryu_6hphk_hitbox.png,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal.
31,Drive and Throw,drive,ryu_6hphk_recovery,6HPHK,Chest Strike (Recovery),500 recoverable,18,3,26(31),46(51),KD +23,-6,LH,-,,125 recoverable,,KD +23,-27,,,,,,23,20,,,-20000(-10000),,,1-20 Full,Break,,1.675,,200,100,1,,,,SF6_Ryu_6hphk.png,SF6_Ryu_6hphk_hitbox.png,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze except for a 12f freeze when interacting with the opponent's throw hitbox (this also refunds 1 Drive bar after punishing the throw); see Drive Reversal.
32,Drive and Throw,drive,ryu_mpmk,MPMK,Drive Parry,-,1,12 or until released,33(1)(11),45(3),-,-,-,-,,,50% Multiplier (Perfect),,,,,,,,,,,,"-5000,250~",,,6 Full (after Perfect Parry),,,,,,,,,,,SF6_Ryu_mpmk.png,SF6_Ryu_mpmk_hitbox.png,"See Drive Parry. Perfect Parrying has only 1F of recovery and disables the opponent from canceling their attack. Perfect Parrying projectiles puts you into fixed 11 frames of recovery. After a Perfect Parry, all Super Gauge gain is reduced by 20% and Drive Gauge gain/damage is reduced by 50% for the entire punish combo."
33,Drive and Throw,drive,ryu_mpmk_66_pdr,MPMK~66,Parry Drive Rush,-,3+8,-,15(37),26(48),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-10000,,,,,,,,,,,,,,SF6_Ryu_66.png,SF6_Ryu_66_hitbox.png,"See Drive Rush; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.525 (min/throw), 1.878 (min/block), 3.628 (max/final DR frame)"
34,Drive and Throw,drive,ryu_mpmk_66_drc,MPMK or 66,Drive Rush Cancel,-,9,-,15(37),24(46),-,-,-,-,,,15% Multiplier (Mid-Combo),,,,,,,,,,,,-30000,,,,,,,,,,,,,,SF6_Ryu_66.png,SF6_Ryu_66_hitbox.png,See Drive Rush; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
35,Specials,special,ryu_236lp,236LP,Hadoken,700,16,-,31,47,+2,-5,LH,SA3,4,175,,+6,-21,,,,,34,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1 air,1,1,0.055,,,SF6_Ryu_236lp.png,SF6_Ryu_236lp_hitbox.png,1-hit projectile; puts airborne opponents into limited juggle state
36,Specials,special,ryu_236mp,236MP,Hadoken,700,14,-,33,47,0,-7,LH,SA3,4,175,,+4,-23,,,,,34,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1 air,1,1,0.070,,,SF6_Ryu_236lp.png,SF6_Ryu_236p_hitbox.png,1-hit projectile; puts airborne opponents into limited juggle state
37,Specials,special,ryu_236hp,236HP,Hadoken,700,12,-,35,47,-2,-9,LH,SA3,4,175,,+2,-25,,,,,34,27,8,2500,[3000],1000,600 (420),300 (150),,,,,,1 air,1,1,0.085,,,SF6_Ryu_236lp.png,SF6_Ryu_236p_hitbox.png,1-hit projectile; puts airborne opponents into limited juggle state
38,Specials,special,ryu_236pp,236PP,Hadoken,500x2,12,-,28,40,KD +54,-1,LH,SA2 SA3,12,125x2,20% Starter; Combo (2 hits),KD +54,-7,,,,,,28 total,"9,9",1250x2,[2500x2],-20000,300x2 (210x2),150x2 (75x2),,,,,,1,"1,2","1,6",0.112,,,SF6_Ryu_236pp.png,SF6_Ryu_236pp_hitbox.png,2-hit OD projectile; puts opponent into limited juggle state on hit
39,Specials,special,ryu_236p(charged),236HP,Denjin Charge Hadoken,500x2,12,-,28,40,KD +54,-1,LH,SA3,12,125x2,20% Starter; Combo (2 hits),KD +54,-7,,,,,,28 total,"9,9",1250x2,[1500x2],500x2,300x2 (210x2),150x2 (75x2),,,,,,1,"1,2","1,6",0.12,,,SF6_Ryu_236p_charge.png,SF6_Ryu_236p_charge_hitbox.png,2-hit projectile; puts opponent into limited juggle state on hit; only comes out when the HP button is pressed
40,Specials,special,ryu_236pp(charged),236PP,Denjin Charge Hadoken,400x3 (1200),12,-,26,38,KD +57,+2,LH,SA2 SA3,13,100x3 (300),20% Starter; Combo (2 hits),KD +57,+6,,,,,,29 total,"5,5,8",1250x3,"[1000x2,3000]",-20000,300x3 (210x3),150x3 (75x3),,,,,,1,"1,1,1","3,3,6",0.145,,,SF6_Ryu_236pp_charge.png,SF6_Ryu_236pp_charge_hitbox.png,3-hit OD projectile; puts opponent into limited juggle state on hit
41,Specials,special,ryu_623lp,623LP,Shoryuken,1100(800),5,10,21+12 land,47,KD +38,-23,LH,SA3,17,275,30% Starter,KD +38,-41,,,,,,22,15(13),4000,[5000],2000,1000 (700),500 (250),1-14 Air,,7-35 (FKD),0.906 (1st),,1,1,5(7),,,,SF6_Ryu_623p.png,SF6_Ryu_623p_hitbox.png,Has juggle potential; puts opponent into limited juggle state (can juggle after a high corner anti-air); cannot hit cross-up; does reduced damage and higher juggle limit on active frames 4-10 (weaker as a high-connect anti-air)
42,Specials,special,ryu_623mp,623MP,Shoryuken,1200(800),6,10,30+12 land,57,KD +34,-32,LH,SA3,17,300,30% Starter,KD +34,-50,,,,,,22,15(13),4000,[5000],2000,1000 (700),500 (250),1-9 Air,,8-45 (FKD),0.966 (1st),,1,1,5(7),,,,SF6_Ryu_623p.png,SF6_Ryu_623p_hitbox.png,Has juggle potential; cannot hit cross-up; does reduced damage and higher juggle limit on active frames 4-10 (weaker as a high-connect anti-air)
43,Specials,special,ryu_623hp,623HP,Shoryuken,1400(800),7,10,34+12 land,62,KD +37(+29),-39,LH,SA3,22,350,30% Starter,KD +37(+29),-57,,,,,,22,20(13),4000,[5000],2000,1000 (700),500 (250),1-8 Air,,9-50 (FKD),1.186 (1st),,1,1,5(7),,,,SF6_Ryu_623p.png,SF6_Ryu_623p_hitbox.png,"Has juggle potential; cannot hit cross-up; does reduced damage and higher juggle limit on active frames 3-10 (weaker as a high-connect anti-air); higher knockdown advantage on the first 2 active frames (+37 refers to 1st active frame, +29 refers to anti-air with 3rd active frame; actual advantage varies based on height/distance)"
44,Specials,special,ryu_623pp,623PP,Shoryuken,800x2,6,"2,8",37+15 land,67,KD +29,-40,LH,-,,200x2,,KD +29,-60,,,,,,22 total,"20,13",2000x2,,-20000,500x2 (350x2),250x2 (125x2),1-8 Full,,8-52 (FKD),1.006 (1st),,"1,1","1,1",6(7),,,,SF6_Ryu_623pp.png,SF6_Ryu_623pp_hitbox.png,Has juggle potential; cannot hit cross-up; only 2nd hit will connect if used too early as an anti-air; extends a combo-only hitbox to make the 1st active frame more consistent
45,Specials,special,ryu_214lk,214LK,Tatsumaki Senpu-kyaku,900,12,3,14+18 land,46,KD +35,-15,LH,-,,225,,KD +35,-33,,,,,,21,15,4000,[5000],3000,1200 (840),600 (300),,,5-28 (FKD),1.96 (1.84),,4,4,3,,,,SF6_Ryu_214k.png,SF6_Ryu_214k_hitbox.png,Can hit crouching opponents
46,Specials,special,ryu_214mk,214MK,Tatsumaki Senpu-kyaku,1000,14,2(13)2,11+20 land,61,KD +23(+38),-13(-28),LH,-,,250x2,,KD +23(+38),-31,,,,,,"20,20","15,15",2500x2,[5000],3500(3500x2),1300 (910),650x2 (325x2),10-41 Lower Body Projectile,,8-41 (FKD),2.98 (1.94),,"4,4","4,4","3,3",,,,SF6_Ryu_214k.png,SF6_Ryu_214k_hitbox.png,"Only 1st hit can connect on crouching (stand blocking 1st hit forces 2nd hit to be blocked, even if crouching); later hits have better KD Advantage"
47,Specials,special,ryu_214hk,214HK,Tatsumaki Senpu-kyaku,1200,16,2(13)2(13)2,14+17 land,78,KD +20(+35)(+50),-13(-28)(-43),LH,-,,300x3,,KD +20(+35)(+50),-31,,,,,,"20,20,20","15,15,15",2000x3,[5000],4000 (4000x3),1400 (980),700x3 (350x3),10-61 Lower Body Projectile,,10-61 (FKD),4.935 (2.30),,"4,4,4","4,4,4","3,3,3",,,,SF6_Ryu_214k.png,SF6_Ryu_214k_hitbox.png,"Only 1st hit can connect on crouching (stand blocking any hit forces next hit to be blocked, even if crouching); later hits have better KD Advantage; puts opponent into limited juggle state (can juggle afterward if 3rd hit connects)"
48,Specials,special,ryu_214kk,214KK,Tatsumaki Senpu-kyaku,200x5,13,2(4)2(4)2(3)2(4)2,10+13 land,60,KD +57,-14(-32),LH,-,,50x5,,KD +57,-23,,,,,,34 total,"6,2x3,15",800x5,[1000x5],-20000,"160x4,360 (112x4,252)","80x4,180 (40x4,90)",,,5-47 (FKD),1.74,,2 ground / 1x5 air,"1x4,2","1,3,5,7,9",,,,SF6_Ryu_214kk.png,"SF6_Ryu_214kk_hitbox.png, SF6_Ryu_214kk2_hitbox.png, SF6_Ryu_214kk3_hitbox.png","Can hit crouching opponents; puts opponent into limited juggle state; on hit, 1st hit has vacuum effect; on max range block, some hits can drop (-32 at worse)"
49,Specials,special,ryu_j214k,j.214K,Aerial Tatsumaki Senpu-kyaku,900,11,2(5)2(6)2,16 land,-,KD +46(+52),-6(+3),LH,-,,225x2,30% Starter,KD +46(+52),-21(-15),,,,,,20(16),15,4000,[5000],2000,600 (420),300 (150),,,Until Land (FKD),1.12,,5,1,8 forward / 3 back,,,,SF6_Ryu_214k.png,SF6_Ryu_j214k_hitbox.png,Can be input during forward jump; not an overhead; can cross-up (4f less blockstun when landing as a cross-up); at least +3 on block vs. crouching opponents; puts opponent into limited juggle state (can juggle 2HK or SA1); the last 13f of recovery puts Ryu in a crouching state
50,Specials,special,ryu_6hk_214k,6HK~214K,Aerial Tatsumaki Senpu-kyaku,900,11,3,13+16 land,42,KD +38,-16,LH,-,,225,,KD +38,,,,,,,16,13,4000,[5000],2000,600 (420),300 (150),,,1-26 (FKD),1.79 (1.67),,4,4,3,,,,SF6_Ryu_214k.png,SF6_Ryu_j214k_hitbox.png,"Version canceled from 6HK; no follow-up juggle like after jumping Air Tatsu; the last frame of recovery puts Ryu in a crouching state; useful juggle ender after midscreen OD High Blade Kick for damage, corner carry, and oki"
51,Specials,special,ryu_j214kk,j.214KK,Aerial Tatsumaki Senpu-kyaku,"300,200x3,600 (1500)",11,2(1)3(1)3(1)3(2)2,16 land,-,KD +45(+51),-29(-32),LH,-,,"75,50x3,150 (375)",Combo (15% extra),KD +45(+51),-46(-43),,,,,,27 total,"6,2x3,15",800x5,[1000x5],-20000,"200,100x4 (140,70x4)","100,50x4 (50,25x4)",,,Until Land (FKD),1.559 (1.31),,1x5,1x5,"10,11,12,13,14",,,,SF6_Ryu_214kk.png,"SF6_Ryu_j214kk_hitbox.png, SF6_Ryu_j214kk2_hitbox.png, SF6_Ryu_j214kk3_hitbox.png","Can be input during forward jump; cannot hit cross-up; cannot hit crouching opponents (unless they extend a vertical hurtbox), and 1st hit can only hit standing opponents on the final 3 airborne frames of jump; puts opponent into limited juggle state; the last 13f of recovery puts Ryu in a crouching state"
