row_order,section,move_type,move_id,input,name,damage,startup,active,recovery,total,hit_advantage,block_advantage,guard,cancel,hitconfirm,chip,damage_scaling,punish_advantage,perfect_parry_advantage,drive_rush_cancel_on_hit,drive_rush_cancel_on_block,after_drive_rush_on_hit,after_drive_rush_on_block,hitstun,blockstun,hitstop,drive_damage_block,drive_damage_hit,drive_gain,super_gain_hit,super_gain_block,invuln,armor,airborne,attack_range,range_notes,juggle_start,juggle_increase,juggle_limit,projectile_speed,pushback_hit,pushback_block,images,hitboxes,notes,suggested_handling,link_type,primary_official_row_order,primary_official_move_name,enabled_by_official_row_order,enabled_by_official_move_name,value_policy,link_note
60,Specials,special,ken_236kk_6mk_6k,236KK~6MK~6K,Kasai Thrust Kick (MK),500(400),11,3,29,42,KD +34,-12,LH,SA2 SA3,16,125,40% Starter; Combo (2 hits),KD +34,-30,,,,,,20,12,5000,[5000],,600 (420),300 (150),,,,1.20,,1,1,10,,,,SF6_Ken_236kk_6mk_6k.png,SF6_Ken_236kk_6mk_6k_hitbox.png,Follow-up can be input on hit/block/whiff; final 2 hits are a true blockstring; (refers to scaled damage),supercombo_only,,,,,,,
61,Specials,special,ken_236kk_6hk_6k,236KK~6HK~6K,Kasai Thrust Kick (HK),500(400),15,3,37,54,KD +42,-20,LH,SA2 SA3,16,125,40% Starter,KD +42,-38,,,,,,20,12,5000,[5000],,600 (420),300 (150),,,,1.20,,1,1,10,,,,SF6_Ken_236kk_6hk_6k.png,SF6_Ken_236kk_6hk_6k_hitbox.png,Follow-up can be input on hit/block/whiff; only combos on standing opponents because the 6HK whiffs on crouchers; 7f gap between final 2 hits on stand block (20f if 2nd hit whiffs vs. crouching); (refers to scaled damage); starter scaling reduces the effectiveness of fishing for frame trap into SA2 cancel,supercombo_only,,,,,,,
62,Specials,special,ken_kk,KK,Quick Dash,-,11(45),-,-,45,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Ken_kk.png,SF6_Ken_kk_hitbox.png,Can input follow-ups from 11-31f; follow-ups will not reverse direction if crossing under opponent; Ken is in counter-hit state for entire duration; when inputting with 5KKK takes priority over OD special moves (does not apply when inputting with 5KK after performing a special move input); Run Distance: 1.37 (early stop) / 2.92 (max),supercombo_only,,,,,,,
63,Specials,special,ken_kk_lk,KK~LK,Emergency Stop,-,11~,-,16,27,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Ken_kk_lk.png,SF6_Ken_kk_lk_hitbox.png,27f is fastest total Run~Stop time; Ken is in counter-hit state for entire duration,supercombo_only,,,,,,,
64,Specials,special,ken_kk_mk,KK~MK,Thunder Kick,1000,11+18,3,20,40,+3,-3,H,SA3,16,,,+7,-21,,,,,26,20,12,2500,[4000],1000,500 (350),250 (125),,,,1.90 (+Run),,1,1,5,,,,SF6_Ken_kk_mk.png,SF6_Ken_kk_mk_hitbox.png,"Ken's only overhead outside of Jinrai Kick follow-ups; notably can't benefit from Drive Rush like other overheads, but can be used in meaty setups (+4) to link afterwards; lifts Ken's leg hurtbox on frames 10-20, allowing it to dodge some low attacks",supercombo_only,,,,,,,
65,Specials,special,ken_kk_hk,KK~HK,Forward Step Kick,800,11+10,4,20,33,+3,-4,LH,SA,15,,20% Starter,+7,-22,,,,,27,20,10,5000,[7000],3000,1000 (700),500 (250),,,,1.83 (+Run),,1,1,10,,,,SF6_Ken_kk_hk.png,SF6_Ken_kk_hk_hitbox.png,"Acts like a Normal Attack for Super canceling (including no extra damage scaling when canceled to SA3); puts airborne opponents into limited juggle state; can be spaced safely in neutral, or used as a frame trap out of 5HP~Run (allowing a link on counter-hit); extends a forward hurtbox during recovery",supercombo_only,,,,,,,
66,Specials,special,ken_kk_623p,KK~623P,Run~Shoryuken,"500,450,250x3 (1700)",11+8,11,33+15 land,67,KD +25,-35(-36),LH,SA3,27,"100x2,75x3 (425)",,KD +25,-57,,,,,,24 total (23 crouch),"10,10,3x3",800x5,[5000],"1000x2,500x3","400x2,200x3 (280x2,140x3)","200x2,100x3 (100x2,50x3)","1-19 Air, 3-12 Projectile",,12-52 (FKD),"1.75 (+Run, 1st)",,"0,2,1x3","0,2,0x3","6,6,8x3",,,,SF6_Ken_kk_623p.png,SF6_Ken_kk_623p_hitbox.png,"Meterless only, does not vary by button strength; final hit whiffs vs. crouch block (1f worse advantage, 75 less chip dmg); cannot hit cross-up",supercombo_only,,,,,,,
67,Specials,special,ken_kk_214k,KK~214K,Run~Tatsumaki Senpukyaku,"200x4,400 (1200)",11+13,"[2(2)3(2)]x4,2(5)3",3+17 land,78,+3 (KD +43),-9,LH,-,,"50x4,100 (300)",15% Starter,+7,-28,,,,,69 total (33 last hit),57 total (21 last hit),8x5,1200x5,[5000],"700x4,800","200x4,500 (140x4,350)","100x4,250 (50x4,125)",,,10-61 (FKD),"2.04 (+Run, 1st)",,"0x2,4 air","0x4,2",1x5,,,,SF6_Ken_kk_214k.png,SF6_Ken_kk_214k_hitbox.png,"Meterless only, does not vary by button strength; alternates between forward/backward hits; backwards hitbox can pull opponent towards Ken from behind; CH/PC advantage carries through all hits, making it a great punish starter against very unsafe moves; leaves Ken at close range for a strike/throw mixup on grounded hits; () refers to knockdown advantage when canceled from 5MP~HP",supercombo_only,,,,,,,
68,Specials,special,ken_kk_623k,KK~623K,Run~Dragonlash Kick,"500,700",11+9(20),4(5)6,9+15 land,47,+2(+4),-8(-6),LH,-,,175,Combo (5% extra); both hits apply scaling,+6(+8),-26,,,,,30,20,"12,12",3000,[5000],2000x2 (2000),600x2 (420x2),300 (150),,,10-32 (FKD),"3.25 (+Run, 1st grounded)",,"2,1 air","1,2","3,10",,,,SF6_Ken_kk_623k.png,SF6_Ken_623kk_hitbox.png,"Meterless only, does not vary by button strength; properties similar to 623KK (startup, hits twice in juggles, side switch, 2f better advantage vs. crouch); lower OTG bounce height than 623KK; functional startup vs. standing opponents is 11+20f",supercombo_only,,,,,,,
73,Taunts,taunt,Ken_5pppkkk,5PPPKKK,Neutral Taunt,-,96 (total),-,-,96,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Ken_5pppkkk.png,,"""Bring it!""",supercombo_only_taunt,,,,,,,
74,Taunts,taunt,Ken_6pppkkk,6PPPKKK,Forward Taunt,-,205 (total),-,-,205,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Ken_6pppkkk.png,,"""What's up, having second thoughts?""",supercombo_only_taunt,,,,,,,
75,Taunts,taunt,Ken_4pppkkk,4PPPKKK,Back Taunt,-,215 (total),-,-,215,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_Ken_4pppkkk.png,,"""Now's not the time for jokes.""",supercombo_only_taunt,,,,,,,
